REF NO,DISTRICT,UPAZILA,ORGANIZATION_NAME,EIIN
6144,FENI,FENI SADAR,RUHITiA  HIGH SCHOOL,106609
6145,FENI,FENI SADAR,RATANPUR HAZI  SAIYADER  RAHAMAN  MEMORIAL HIGH SCHOOL,106610
6146,FENI,FENI SADAR,LAKSMIARA ISLAMIA SR. MADRASHA,106612
6147,FENI,FENI SADAR,FAZIL PUR WALIA I S MADRASHA,106618
6148,FENI,FENI SADAR,CHANUA ISLAMIA DAKHIL MADRASHA,106620
6149,FENI,FENI SADAR,DOULATPUR SALAMATIA MADRASAH,106631
6150,FENI,FENI SADAR,BIRINCHI SUFIZ N. S. MADRASHA,106633
6151,FENI,FENI SADAR,LAXMIPUR BAITUL AMIN ISLAMIA DAKHIL MADRASHA,106634
6152,FENI,FENI SADAR,MATUA ISLAMIA DAKHIL MADRASHA,106635
6153,FENI,FENI SADAR,FAKIR HAT ABU BAKAR HIGH SCHOOL,130762
6154,FENI,FENI SADAR,PROGOTI  BALIKA  BIDDA  NIKETON,130781
6155,FENI,FENI SADAR,HOLY CRESCENT SCHOOL,131302
6156,FENI,PARSHURAM,MIRZANAGAR TAUHEED ACADEMY,106680
6157,FENI,PARSHURAM,RAJOSHPUR  ALI ASZZAM  CHOWDHURY   HIGH SCHOOL,106688
6158,FENI,PARSHURAM,CHITHOLIA NASIR UDDIN HIGH SCHOOL,106689
6159,FENI,PARSHURAM,KETRANGA HIGH SCHOOL,106690
6160,FENI,PARSHURAM,SHALDHAR SENIOR F MADRASHA,106693
6161,FENI,PARSHURAM,PARSHURAM ISLAMIA FAZIL MADRASHA,106698
6162,FENI,PARSHURAM,UTTAR KETRANGA ISLAMIA D. MADRASHA,106699
6163,FENI,PARSHURAM,GUTHUMA CHOWMURI IS. D. MADRASHA,106701
6164,FENI,PARSHURAM,KHANDAL BOHUMUKHI HIGH SCHOOL AndCOLLEGE,106703
6165,FENI,SONAGAZI,AHMEDPUR NUR NABI HIGH SCHOOL,106713
6166,FENI,SONAGAZI,AMIRABAD ANOWARA GIRLS HIGH SCHOOL,106721
6167,FENI,SONAGAZI,TAHERA BEGUM GIRLS HIGH SCHOOL,106724
6168,FENI,SONAGAZI,AL HAJ RAHIM ULLAH HIGH SCHOOL,106725
6169,FENI,SONAGAZI,OSMANIA ALIM MADRASHA,106728
6170,FENI,SONAGAZI,AMIRABAD M M ISLAMIA SR MADRASHA,106737
6171,FENI,SONAGAZI,SOFORPUR ISLAMIA DAKHIL MADRASHA,106738
6172,FENI,SONAGAZI,AZIZUL HAQUE MAIMUN ARA  HIGH SCHOOL,135791
6173,GAIBANDHA,GAIBANDHA SADAR,BADIAKHALI HIGH SCHOOL,121112
6174,GAIBANDHA,GAIBANDHA SADAR,GAIBANDHA N.H. MODERN HIGH SCHOOL,121113
6175,GAIBANDHA,GAIBANDHA SADAR,GIDARI B.L. HIGH SCHOOL,121115
6176,GAIBANDHA,GAIBANDHA SADAR,FALIA GIRLS HIGH SCHOOL,121129
6177,GAIBANDHA,GAIBANDHA SADAR,KHOLAHATI HIGH SCHOOL,121130
6178,GAIBANDHA,GAIBANDHA SADAR,KHORDA  MALIBARI  HIGH  SCHOOL,121134
6179,GAIBANDHA,GAIBANDHA SADAR,BALA ATA HIGH SCHOOL,121147
6180,GAIBANDHA,GAIBANDHA SADAR,SHAHEB ULLAH SARKER HIGH SCHOOL,121148
6181,GAIBANDHA,GAIBANDHA SADAR,UTTAR GIDARI DIMUKHI HIGH SCHOOL,121155
6182,GAIBANDHA,GAIBANDHA SADAR,BADIAKHALI S. SR. MADRASHA,121165
6183,GAIBANDHA,SAGHATA,DAHICARA HIGH SCHOOL,121560
6184,GAIBANDHA,SAGHATA,ULLAH GIRLS HIGH SCHOOL,121564
6185,GAIBANDHA,SAGHATA,CHINIR POTAL MOHILA DAKHIL MADRASAH,121607
6186,GAIBANDHA,SUNDARGANJ,HARIPUR HIGH SCHOOL,121629
6187,GAIBANDHA,SUNDARGANJ,CHANDIPUR AL-HAJ TAHURUNNESA GIRLS HIGH SCHOOL,121645
6188,GAIBANDHA,SUNDARGANJ,KARUNAMOYEE GIRLS HIGH SCHOOL,121668
6189,GAIBANDHA,SUNDARGANJ,JARAM NADI GIRLS HIGH SCHOOL,121670
6190,GAIBANDHA,SUNDARGANJ,PARAN ADARSHA HIGH SCHOOL,121685
6191,GAIBANDHA,SUNDARGANJ,SANTIRAM DAKHIL MADRASHA,121708
6192,GAIBANDHA,SUNDARGANJ,KHANABARI M. U. DAKHIL MADRASHA,121712
6193,GAIBANDHA,SUNDARGANJ,SADAR DAKHIL MADRASHA,121737
6194,GAIBANDHA,SUNDARGANJ,PANCHGACHI SANTIRAM BALIKA DAKHIL MADRASAH,121744
6195,GOPALGANJ,GOPALGANJ SADAR,GOPALGANJ GIRLS HIGH SCHOOL,109429
6196,GOPALGANJ,GOPALGANJ SADAR,RAGHUNATH PUR DINANATH HIGH SCHOOL,109430
6197,GOPALGANJ,GOPALGANJ SADAR,K K T HAJI N C INSTITUTION,109437
6198,GOPALGANJ,GOPALGANJ SADAR,WOOLPUR P.C HIGH SCHOOL,109438
6199,GOPALGANJ,GOPALGANJ SADAR,VENNABARI SAMMILITA H/S,109439
6200,GOPALGANJ,GOPALGANJ SADAR,PANCHA PALLI BARHA DOMRASHUR HIGH SCHOOL,109440
6201,GOPALGANJ,GOPALGANJ SADAR,TUTHAMANDRA  HIGH SCHOOL,109441
6202,GOPALGANJ,GOPALGANJ SADAR,DALNIA I.A. HIGH SCHOOL,109443
6203,GOPALGANJ,GOPALGANJ SADAR,BOULTALI SAHAPUR SAMMILANI HIGH SCHOOL,109450
6204,GOPALGANJ,GOPALGANJ SADAR,SATPAR DINNNATH GOYALI CHANDRA HIGH SCHOOL,109451
6205,GOPALGANJ,GOPALGANJ SADAR,DURGAPUR HIGH SCHOOL,109462
6206,GOPALGANJ,GOPALGANJ SADAR,NIJRA HIGH SCHOOL,109470
6207,GOPALGANJ,GOPALGANJ SADAR,HARIDASPUR SAPTAPALLI JUNIOR HIGH SCHOOL,109473
6208,GOPALGANJ,GOPALGANJ SADAR,KARPARA U DAKHIL MADRASAH,109474
6209,GOPALGANJ,GOPALGANJ SADAR,KAJULIA SESDP MODEL HIGH SCHOOL,136754
6210,GOPALGANJ,KOTALIPARA,PINJURI  UNION HIGH SCHOOL.,109543
6211,GOPALGANJ,KOTALIPARA,SUAGRAM  HIGH SCHOOL,109552
6212,GOPALGANJ,KOTALIPARA,SARALAMOYE GIRLS HIGH SCHOOL,109576
6213,GOPALGANJ,KOTALIPARA,RADHAGANJ SARBOJONIN D. MADRASA,131619
6214,Gopalganj,Tungipara,Sapta Polli Joaria High School,109659
6215,Gopalganj,Tungipara,Borni High School,109661
6216,Gopalganj,Tungipara,Nilfa Boyra High School,109663
6217,Gopalganj,Tungipara,Kushli Islamia High School,109664
6218,Gopalganj,Tungipara,Gimadanga Adarsha High School,109665
6219,Gopalganj,Tungipara,Bashbaria Jhanjhania High School,109667
6220,Gopalganj,Tungipara,"Khansaheb Sheikh Mosharrof Hossain 
School and College",109673
6221,Gopalganj,Tungipara,Tripalli Sheikh Abu Naser Secondary School,109675
6222,Gopalganj,Tungipara,Patgati High School,135316
6223,HABIGANJ,AJMIRIGANJ,PAHARPUR BASANTA KUMAR PUBLIC HIGH SCHOOL,129321
6224,HABIGANJ,AJMIRIGANJ,SATGAON PUBLIC  HIGH SCHOOL,130721
6225,HABIGANJ,BAHUBAL,ADARSHA BIDDYANIKETON BULKUT,129327
6226,HABIGANJ,BAHUBAL,MANAB KALYAN HIGH SCHOOL,129333
6227,HABIGANJ,CHUNARUGHAT,DAKSHINA CHARAN PILOT HIGH SCHOOL,129375
6228,HABIGANJ,CHUNARUGHAT,SHAKIR  MOHAMMAD HIGH SCHOOL,129379
6229,HABIGANJ,CHUNARUGHAT,AMUROAD HIGH SCHOOL AndCOLLEGE,129380
6230,HABIGANJ,CHUNARUGHAT,AGRANI HIGH SCHOOL,129381
6231,HABIGANJ,CHUNARUGHAT,MIRASHI HIGH SCHOOL,129387
6232,HABIGANJ,CHUNARUGHAT,SHANKHALA HIGH  SCHOOL,129388
6233,HABIGANJ,CHUNARUGHAT,PANCHASH HIGH SCHOOL AndCOLLEGE,129391
6234,HABIGANJ,CHUNARUGHAT,CHATPARA SENIOR MADRASHA,129396
6235,HABIGANJ,CHUNARUGHAT,GATABALA DAKHIL MADRASHA,129400
6236,HABIGANJ,CHUNARUGHAT,S. K. M. D. I. D. MADRASHA,129401
6237,HABIGANJ,CHUNARUGHAT,RANIGAON DAKHIL MADRASHA,129406
6238,HABIGANJ,CHUNARUGHAT,HAJI ALIMULLAH SENIOR ALIM MADRASHA,129407
6239,HABIGANJ,CHUNARUGHAT,SYED KUTUBUL AWLIA D. MADRASHA,129408
6240,HABIGANJ,CHUNARUGHAT,PAIKPARA ASGAR AHMED D. MADRASHA,129409
6241,HABIGANJ,CHUNARUGHAT,DARUL ISLAM RAHMANIA D. MADRASHA,129411
6242,HABIGANJ,HABIGANJ SADAR,HAJI MD. ALIM UDDIN HIGH SCHOOL,129414
6243,HABIGANJ,HABIGANJ SADAR,ALI IDRIS High SCHOOL,138207
6244,HABIGANJ,SHAYESTAGANJ,MOZAHER HIGH SCHOOL,129424
6245,JAMALPUR,BOKSHIGANJ,SARMARA NASIRUDDIN HIGH SCHOOL,109684
6246,JAMALPUR,BOKSHIGANJ,CHANDRA BAZ RASHIDA BEGUM SCHOOLAndCOLLEGE,109693
6247,JAMALPUR,BOKSHIGANJ,BHATY KHAWER CHAR HIGH SCHOOL,109694
6248,JAMALPUR,BOKSHIGANJ,FARAZIPARA JUNIOR SCHOOL,109701
6249,JAMALPUR,BOKSHIGANJ,GOALGAWN JOYMONA ESIMODDIN HIGH SCHOOL,109702
6250,JAMALPUR,BOKSHIGANJ,SHAFALI MOFIZ MOHILA DAKHIL MADRASHA,109706
6251,JAMALPUR,BOKSHIGANJ,KAMALPUR ISLAMIA D MADRASHA,109715
6252,JAMALPUR,BOKSHIGANJ,BAKSHIGANJ K A MOHILA DAK/MAD.,109717
6253,JAMALPUR,BOKSHIGANJ,SHAKER CHAR JUNIOR SCHOOL,130845
6254,JAMALPUR,BOKSHIGANJ,HALIMA SURUJ JUNIOR HIGH SCHOOL,136827
6255,JAMALPUR,DEWANGANJ,SANADA BARI GIRLS HIGH SCHOOL,109728
6256,JAMALPUR,DEWANGANJ,KAWNIAR CHAR M.L. HIGH SCHOOL,109734
6257,JAMALPUR,DEWANGANJ,BASETPUR BL LATERAL HIGH  SCHOOL,109737
6258,JAMALPUR,DEWANGANJ,HATI VANGA A.B. HIGH SCHOOL,109738
6259,JAMALPUR,DEWANGANJ,CHAR BHABSUR SHAHAB UDDIN HIGH SCHOOL,109739
6260,JAMALPUR,DEWANGANJ,DIGRIR CHAR HEFAZ  UDDIN HIGH SCHOOL,109740
6261,JAMALPUR,DEWANGANJ,KHARMA CHANDRA KHALI SHARIOTULLAH HIGH SCHOOL,109742
6262,JAMALPUR,DEWANGANJ,TARATIA AL-HAZ-LAI MAMUD HIGH SCHOOL,109743
6263,JAMALPUR,DEWANGANJ,CHAR HATI VANGA  MODEL HIGH SCHOOL,109756
6264,JAMALPUR,DEWANGANJ,SHAKUA PARA JUNIOR SCHOOL,109759
6265,JAMALPUR,DEWANGANJ,BAGHAR CHAR IS. ALIM MADRASHA,109765
6266,JAMALPUR,DEWANGANJ,KUMRAKANDI ISJJATUNNESSA ISLAMIA DAKHIL MADRASHA,109773
6267,JAMALPUR,ISLAMPUR,KACHIMAR CHER HIGH SCHOOL,109781
6268,JAMALPUR,ISLAMPUR,GOALER CHAR FARAZI PARA HIGH  SCHOOL,109787
6269,JAMALPUR,ISLAMPUR,PORARCHAR ABDUS SATTAR HIGH SCHOOL,109803
6270,JAMALPUR,ISLAMPUR,KAJLA KHALILUR RAHMAN HIGH SCHOOL,109809
6271,JAMALPUR,ISLAMPUR,MANNIA HIGH SCHOOL,109817
6272,JAMALPUR,ISLAMPUR,PANCHBARIA ADARSHA HIGH SCHOOL,109818
6273,JAMALPUR,ISLAMPUR,GUTHAIL SENIOR MADRASHA,109825
6274,JAMALPUR,ISLAMPUR,ISLAMPUR ISLAMIA SR. MADRASHA,109826
6275,JAMALPUR,ISLAMPUR,PASHCIM NANDANER PARA D MADRASHA,109836
6276,JAMALPUR,ISLAMPUR,BAHADURPUR SIDDIQIA DAKHIL MADRASHA,109847
6277,JAMALPUR,ISLAMPUR,PASCHIM GONGA PARA ISLAMIA MADRASHA,109853
6278,JAMALPUR,ISLAMPUR,GUTHAIL HIGH SCHOOL AND COLLEGE,109860
6279,JAMALPUR,ISLAMPUR,CHARMAHALGIRI HIGH SCHOOL,134585
6280,JAMALPUR,JAMALPUR SADAR,SINGHJANI GIRLS HIGH SCHOOL,109870
6281,JAMALPUR,JAMALPUR SADAR,BATTALA HIGH SCHOOL,109883
6282,JAMALPUR,JAMALPUR SADAR,SHARIFPUR HIGH SCHOOL,109888
6283,JAMALPUR,JAMALPUR SADAR,KHAJA SHAH SUFI YOUNUS ALI HIGH SCHOOL,109893
6284,JAMALPUR,JAMALPUR SADAR,BHALUKA HIGH SCHOOL,109903
6285,JAMALPUR,JAMALPUR SADAR,RASHID PUR HIGH SCHOOL,109904
6286,JAMALPUR,JAMALPUR SADAR,SREETUR KUMARIA NASUBA HAKIM GIRLS HIGH SCHOOL,109905
6287,JAMALPUR,JAMALPUR SADAR,NARUNDI SYEDA NAZIBA AKTER GIRLS HIGH SCHOOL,109909
6288,JAMALPUR,JAMALPUR SADAR,SOBABALI ITAIL HIGH SCHOOL,109913
6289,JAMALPUR,JAMALPUR SADAR,RANARAMPUR HIGH SCHOOL,109915
6290,JAMALPUR,JAMALPUR SADAR,RAGHUNATHPUR GIRLS HIGH SCHOOL,109922
6291,JAMALPUR,JAMALPUR SADAR,MAMUN SMRITY PUBLIC HIGH SCHOOL,109930
6292,JAMALPUR,JAMALPUR SADAR,LANGALJURA HIGH SCHOOL,109943
6293,JAMALPUR,JAMALPUR SADAR,ADVOCATE KHALILUR RAHMAN HIGH SCHOOL,109945
6294,JAMALPUR,JAMALPUR SADAR,HASNA MAFIZ HIGH SCHOOL,109951
6295,JAMALPUR,JAMALPUR SADAR,HAFEZA NAGAR GIRLS DAKHIL MADRASHA,109958
6296,JASHORE,ABHAYNAGAR,ANDHA HIGH SCHOOL,115473
6297,JASHORE,ABHAYNAGAR,RAJGHAAT JAFARPUR SECONDARY GIRLS SCHOOL,115479
6298,JASHORE,ABHAYNAGAR,MAGURA M. L HIGH SCHOOL,115481
6299,JASHORE,ABHAYNAGAR,AB. HAMID T.M SECONDARY GIRLS SCHOOL,115494
6300,JASHORE,ABHAYNAGAR,AHAMED ALI  SHARDAR SECONDARY SCHOOL,115502
6301,JASHORE,ABHAYNAGAR,SINGARI MODEL HIGH SCHOOL,115504
6302,JASHORE,ABHAYNAGAR,SORKHOLA HIGH SCHOOL,115513
6303,JASHORE,ABHAYNAGAR,AL HELAL ISLAME ACADEMY SECONDARY,115515
6304,JASHORE,ABHAYNAGAR,NAWLY GOPINATHPUR MILIONI DAKHIL MADRASHA,115536
6305,JASHORE,ABHAYNAGAR,SUNDALI S.T SCHOOL AND COLLEGE,115551
6306,JASHORE,CHOUGACHHA,"SAMMILANI HIGH SCHOOL, DHULIANI",115586
6307,JASHORE,CHOUGACHHA,SHISHUTALA ASHIM KUMAR HIGH SCHOOL,115650
6308,JASHORE,CHOUGACHHA,KATGORA SECONDARY SCHOOL,115665
6309,JASHORE,CHOUGACHHA,MUKTINAGAR SHAHID SARANI HIGH SCHOOL,115670
6310,JASHORE,CHOUGACHHA,J.H.D SECONDARY SCHOOL,115672
6311,JASHORE,CHOUGACHHA,CHANDPARA  SECONDARY  SCHOOL,115678
6312,JASHORE,CHOUGACHHA,BORNI RAMKRISHNAPUR SECONDARY SCHOOL,115679
6313,JASHORE,CHOUGACHHA,MAKAPUR-BALLOVEPUR SECONDARY SCHOOL,115685
6314,JASHORE,CHOUGACHHA,GARIBPUR ASARSHA BIDYAPITH,115690
6315,JASHORE,CHOUGACHHA,SHINGHAJULI ALIM MADRASHA,115694
6316,JASHORE,JASHORE SADAR,ABDUL BARI M.L. SECONDARY SCHOOL,115967
6317,JASHORE,JASHORE SADAR,ABDUS SAMAD MEMORIAL ACADEMY,115973
6318,JASHORE,JASHORE SADAR,KHAJURA M.N MITRA INSTITUTION,115975
6319,JASHORE,JASHORE SADAR,MUNSHI MEHER ULLAH ACADEMY,115976
6320,JASHORE,JASHORE SADAR,"MUSLIM ACADEMY, JESSORE",115979
6321,JASHORE,JASHORE SADAR,PULERHAT M.L. HIGH SCHOOL,115992
6322,JASHORE,JASHORE SADAR,TIRER HAT S.I.M HIGH SCHOOL,115999
6323,JASHORE,JASHORE SADAR,DEAPARA HIGH SCHOOL,116004
6324,JASHORE,JASHORE SADAR,RUPDIA SAHID SMRITE GIRLS HIGH SCHOOL,116006
6325,JASHORE,JASHORE SADAR,MUNSEF PUR IDEAL HIGH SCHOOL,116010
6326,JASHORE,JASHORE SADAR,AMBATTALA   SECONDARY SCHOOL,116014
6327,JASHORE,JASHORE SADAR,KACHUA SECONDARY SCHOOL,116022
6328,JASHORE,JASHORE SADAR,UPASHAHAR SECONDARY SCHOOL,116025
6329,JASHORE,JASHORE SADAR,KAZIPUR SECONDARY SCHOOL,116032
6330,JASHORE,JASHORE SADAR,DAITALA ADARSHA SECONDARY SCHOOL,116034
6331,JASHORE,JASHORE SADAR,CHATIANTALA K. I. SENIOR MADRASHA,116063
6332,JASHORE,JASHORE SADAR,KUADA D. S. FAZIL MADRASHA,116074
6333,JASHORE,JASHORE SADAR,DAULAT DIHI M. M. MAHILA D. MADRASHA,116085
6334,JASHORE,JHIKARGACHA,NISCHINTA PUR HIGH SCHOOL,115723
6335,JASHORE,JHIKARGACHA,MATSIA HIGH SCHOOL,115739
6336,JASHORE,JHIKARGACHA,MATIKUMRA HIGH SCHOOL,115742
6337,JASHORE,JHIKARGACHA,KULBARIA B K S HIGH SCHOOL,115759
6338,JASHORE,KESHABPUR,BIDYANANDAKATI RASH BEHARI SECONDARY SCHOOL,115815
6339,JASHORE,KESHABPUR,KATAKHALI HIGH SCHOOL,115817
6340,JASHORE,KESHABPUR,NARAYANPUR SECONDARY SCHOOL,115819
6341,JASHORE,KESHABPUR,TEGHORI PALLI MONGAL HIGH SCHOOL,115830
6342,JASHORE,KESHABPUR,BHALUKGHAR MULTILATERAL HIGH SCHOOL,115831
6343,JASHORE,KESHABPUR,PANJIA ADARSHA GIRLS HIGH SCHOOL,115839
6344,JASHORE,KESHABPUR,P. B. H HIGH SCHOOL,115851
6345,JASHORE,KESHABPUR,TITA BAZIT PUR M K B GIRLS SCHOOL,115858
6346,JASHORE,KESHABPUR,SATBARIA SECONDARY GIRLS SCHOOL,115865
6347,JASHORE,KESHABPUR,ATANDA S. L. HIGH SCHOOL,115867
6348,JASHORE,KESHABPUR,M. M GOBINDAPUR HIGH SCHOOL,115879
6349,JASHORE,KESHABPUR,KOMARPOLE ISLAMIA S SR. MADRASHA,115895
6350,JASHORE,KESHABPUR,SAGORDARI DAKHIL MADRASHA,115900
6351,JASHORE,KESHABPUR,IMMANNEGAR M B G D. MADRASHA,115932
6352,JASHORE,MANIRAMPUR,KULTIA GIRLS HIGH SCHOOL,116117
6353,JASHORE,MANIRAMPUR,DHAKURIA PROTAPKATI M.L. HIGH SCHOOL,116122
6354,JASHORE,MANIRAMPUR,HARINA HIGH SCHOOL,116126
6355,JASHORE,MANIRAMPUR,KHADA PARA PALLIMONGAL ML HIGH SCHOOL,116132
6356,JASHORE,MANIRAMPUR,SHAHID SWARANI JHANPA M.L HIGH SCHOOL,116133
6357,JASHORE,MANIRAMPUR,CHANDIPUR HIGH SCHOOL,116136
6358,JASHORE,MANIRAMPUR,MODHUPUR BAHADURPUR HIGH SCHOOL,116140
6359,JASHORE,MANIRAMPUR,NENGURAHAT SCHOOL AND COLLEGE,116145
6360,JASHORE,MANIRAMPUR,NAGOR GHOPE M.L. HIGH SCHOOL,116152
6361,JASHORE,MANIRAMPUR,BAGDANGA DAHAKULA ML. HIGH SCHOOL,116155
6362,JASHORE,MANIRAMPUR,TANGRAMARI SM. HIGH SCHOOL,116157
6363,JASHORE,MANIRAMPUR,MUKTERPUR GOALBARI HIGH SCHOOL,116158
6364,JASHORE,MANIRAMPUR,KHATUADHANGA HIGH SCHOOL,116159
6365,JASHORE,MANIRAMPUR,MURAGACHA HIGH SCHOOL,116171
6366,JASHORE,MANIRAMPUR,JOKA DIGIRPAR HIGH SCHOOL,116181
6367,JASHORE,MANIRAMPUR,B.D. HIGH SCHOOL,116187
6368,JASHORE,MANIRAMPUR,BANGALIPUR HIGH SCHOOL,116202
6369,JASHORE,MANIRAMPUR,KUSHKHALI ASANNAGAR SECONDARY SCHOOL,116216
6370,JASHORE,MANIRAMPUR,MASHIMNAGAR SCHOOL AND COLLEGE,116218
6371,JASHORE,MANIRAMPUR,KISMOTH CHAKLA G.L. HIGH SCHOOL,116219
6372,JASHORE,MANIRAMPUR,K.H.N. HIGH SCHOOL,116220
6373,JASHORE,MANIRAMPUR,PALASHI ML HIGH SCHOOL,116315
6374,JASHORE,SHARSHA,SARSA GIRLS HIGH SCHOOL,116321
6375,JASHORE,SHARSHA,SHARATALA HIGH SCHOOL,116331
6376,Jhalokati,Jhalokati Sadar,PARMAHAL MOKIM KHAN  HIGH SCHOOL,101624
6377,Jhalokati,Jhalokati Sadar,PIPALITA SECONDARY SCHOOL,101630
6378,Jhalokati,Jhalokati Sadar,CHARU KHAN DSBL HIGH SCHOOL,101640
6379,Jhalokati,Jhalokati Sadar,SUGANDHIA MUSLIM  HIGH  SCHOOL,101642
6380,Jhalokati,Jhalokati Sadar,KHAYERHAT F HAQ  SCHOOL AND COLLEGE,101643
6381,Jhalokati,Jhalokati Sadar,SREE MANTAKATI  B.S  HIGH  SCHOOL,101644
6382,Jhalokati,Jhalokati Sadar,TARULY SECONDARY SCHOOL,101650
6383,Jhalokati,Jhalokati Sadar,GSU HIGH  SCHOOL,101653
6384,Jhalokati,Jhalokati Sadar,SHACHILAPUR KISTAKATI SECONDARY SCHOOL,101657
6385,Jhalokati,Jhalokati Sadar,MANPASHA GIRLS HIGH SCHOOL,101664
6386,Jhalokati,Jhalokati Sadar,NAIKATI SECONDARY SCHOOL,101673
6387,Jhalokati,Jhalokati Sadar,JEBUNNESA Secondary GILRS SCHOOL,101674
6388,Jhalokati,Jhalokati Sadar,HIMANANDAKATI  HIGH SCHOOL,101676
6389,Jhalokati,Jhalokati Sadar,DHANSHIRI SECONDARY SCHOOL,101679
6390,Jhalokati,Jhalokati Sadar,JHALAKATI ISLAMIA SR MADRASAH,101689
6391,Jhalokati,Jhalokati Sadar,TEROANA S M ALIM MADRASAH,101692
6392,Jhalokati,Jhalokati Sadar,SHARENGAL N H S SR. MADRASHA,101695
6393,Jhalokati,Jhalokati Sadar,EAST BINNAPARA A. HELALIA D. M.,101703
6394,Jhalokati,Jhalokati Sadar,SHIRJUG AZIMUNNESSA GIRLS  SCHOOL AndCOLLEGE,101714
6395,Jhalokati,Kanthalia,SABURENNESA GIRLS HIGH SCHOOL,101715
6396,Jhalokati,Kanthalia,KACHUA SECONDARY SCHOOL,101722
6397,Jhalokati,Kanthalia,BALTALA SECONDARY SCHOOL,101727
6398,Jhalokati,Kanthalia,AMUA SECONDARY GIRLS SCHOOL,101728
6399,Jhalokati,Kanthalia,K.B.K. HIGH SCHOOL,101729
6400,Jhalokati,Kanthalia,NEAMATPURA GIRLS HIGH SCHOOL,101733
6401,Jhalokati,Kanthalia,CHENCHRI RAMPUR GIRLS HIGH SCHOOL,101736
6402,Jhalokati,Kanthalia,BILL SONAUTATOTA MIAH SECONDARY SCHOOL,101746
6403,Jhalokati,Kanthalia,BEGUM RAJIA GIRLS HIGH SCHOOL,101751
6404,Jhalokati,Kanthalia,NORTH TALGACHIA N. S. MADRASHA,101757
6405,Jhalokati,Kanthalia,AMUA SONAUTA DAKHIL MADRASHA,101765
6406,Jhalokati,Rajapur,Nizamia M.L High School,101878
6407,Jhalokati,Rajapur,Galua Union High School,101880
6408,Jhalokati,Rajapur,Dakkhin Paschim (S.W) Kathipara High School,101881
6409,Jhalokati,Rajapur,Putiakhali Bahumukhi Secondary School,101882
6410,Jhalokati,Rajapur,Sonargaon Jaban ali Khan Secondary School,101893
6411,Jhalokati,Rajapur,Sangor Adarsha High School,101896
6412,Jhalokati,Rajapur,Paschim Charakhali Hamezudddin  Memorial Secondary School,101916
6413,Jhalokati,Rajapur,Paschim Galua Durgapur Secondary School,101923
6414,Jhalokati,Rajapur,Baraia Emdadia Dakhil Madrasah,101945
6415,Jhalokati,Rajapur,Mathbari Mohammadia Dakhil Madrasah,101964
6416,JHENAIDAH,JHENAIDAH SADAR,HIRADANGA HIGH SCHOOL,116461
6417,JHENAIDAH,JHENAIDAH SADAR,MADHUPUR HIGH SCHOOL,116465
6418,JHENAIDAH,JHENAIDAH SADAR,JHENIDAH WAZIR ALI SCHOOL AND COLLEGE,116466
6419,JHENAIDAH,JHENAIDAH SADAR,JHENIDAH NEW ACADEMY,116469
6420,JHENAIDAH,JHENAIDAH SADAR,BAZAR GOPALPUR SCHOOL AND COLLEGE,116474
6421,JHENAIDAH,JHENAIDAH SADAR,BISHOYKHALI SHAHEED MOSTAFA  SCHOOL AndCOLLEGE,116484
6422,JHENAIDAH,JHENAIDAH SADAR,LAUDIA PIR D. DHAKHIL MADRASHA,116532
6423,JHENAIDAH,Kaliganj Upazila,BEZPARA SEC. SCHOOL,116560
6424,JHENAIDAH,Kaliganj Upazila,MOSTABAPUR SOMMILITA HIGH SCHOOL,116562
6425,JHENAIDAH,Kaliganj Upazila,RAIGRAM B.K. SEC. SCHOOL,116570
6426,JHENAIDAH,Kaliganj Upazila,HASANHATI BARO DHOPADI A ALI H/S,116572
6427,JHENAIDAH,Kaliganj Upazila,GAZIR HAT HIGH SCHOOL,116574
6428,JHENAIDAH,Kaliganj Upazila,CHAPRAIL HIGH SCHOOL,116576
6429,JHENAIDAH,Kaliganj Upazila,BASUDEBPUR HIGH SCHOOL,116579
6430,JHENAIDAH,Kaliganj Upazila,MOBARAK ALI HIGH SCHOOL,116582
6431,JHENAIDAH,Kaliganj Upazila,BARO BAZAR SEC. GIRLS SCHOOL,116586
6432,JHENAIDAH,Kaliganj Upazila,BETHULY HIGH SCHOOL,116596
6433,JHENAIDAH,Kaliganj Upazila,MSJL HIGH SCHOOL,116597
6434,JHENAIDAH,Kaliganj Upazila,NALVANGA GIRLS SCHOOL,116598
6435,JHENAIDAH,Kaliganj Upazila,SHAMSHER NAGAR HIGH SCHOOL,116600
6436,JHENAIDAH,Kaliganj Upazila,SAMMELANI MULTI. DAKHIL MADRASHA,116606
6437,JHENAIDAH,Kaliganj Upazila,BALIADANGA DAKHIL MADRASHA,116614
6438,JHENAIDAH,MOHESHPUR,KHALISHPUR SECONDARY SCHOOL,116678
6439,JHENAIDAH,MOHESHPUR,BAKASHPOTA SECONDARY SCHOOL,116684
6440,JHENAIDAH,MOHESHPUR,D.P.G GIRLS SECONDARY SCHOOL,116689
6441,JHENAIDAH,MOHESHPUR,DATTANAGAR S.M FARM SCHOOL,116691
6442,JHENAIDAH,MOHESHPUR,PATHRA UNITED SECONDARY  SCHOOL,116692
6443,JHENAIDAH,MOHESHPUR,ALHAZ MOFIZUDDIN ACADEMY,116696
6444,JHENAIDAH,MOHESHPUR,TALSHAR SECONDARY  SCHOOL,116699
