id,eiin,teachers_count_total,teachers_count_female,staff_count_total,staff_count_female,trained_teachers,total_students,total_female_students,has_six_grade,total_seats_six,total_students_six,female_students_six,has_seven_grade,total_seats_seven,total_students_seven,female_students_seven,has_eight_grade,total_seats_eight,total_students_eight,female_students_eight,has_nine_grade,total_seats_nine,total_students_nine,female_students_nine,has_ten_grade,total_seats_ten,total_students_ten,female_students_ten,has_eleven_grade,total_seats_eleven,total_students_eleven,female_students_eleven,has_twelve_grade,total_seats_twelve,total_students_twelve,female_students_twelve,technical_teacher_count_total,technical_teacher_count_female,technical_staff_count_total,technical_staff_count_female,technical_trained_teachers,technical_ict_teachers,technical_total_male_students,technical_total_female_students,technical_total_seats,technical_total_students,total_seats_part_1,total_students_part_1,female_students_part1,total_seats_part_2,total_students_part_2,female_students_part2,total_seats_part_3,total_students_part_3,female_students_part3,total_seats_part_4,total_students_part_4,female_students_part4,total_seats_part_5,total_students_part_5,female_students_part5,total_seats_part_6,total_students_part_6,female_students_part6,total_seats_part_7,total_students_part_7,female_students_part7,total_seats_part_8,total_students_part_8,female_students_part8,female_students_part_1,female_students_part_2,female_students_part_3,female_students_part_4,female_students_part_5,female_students_part_6,female_students_part_7,female_students_part_8
38779,553282053,4,0,1,1,0,12,0,true,20,1,0,true,20,3,0,true,20,2,0,true,25,3,0,true,25,3,0,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38780,114269,28,7,12,3,3,178,95,false,,,,,,,,,,,,,,,,,,,,true,230,110,52,true,260,68,43,2,0,0,0,0,0,,28,200,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38781,117014,8,3,6,1,2,115,56,true,50,30,15,true,50,42,21,true,50,43,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38782,129514,10,0,5,1,5,361,134,true,100,68,22,true,100,99,58,true,100,80,19,true,100,54,14,true,100,60,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38783,113802,13,5,5,2,5,371,127,true,100,72,30,true,100,86,25,true,100,99,28,true,100,65,25,true,100,49,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38784,119613,62,17,17,7,1,475,475,,,,,,,,,,,,,,,,,,,,,true,500,240,240,true,500,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38785,131650,14,3,2,0,0,172,67,true,55,25,9,true,55,30,15,true,55,38,16,true,55,48,16,true,55,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786,559451001,4,0,2,1,0,75,0,true,30,30,0,true,30,25,0,true,30,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38787,132351,6,1,4,2,0,0,0,false,,,,false,,,,false,,,,false,,,,false,,,,false,,,,false,,,,6,1,4,2,2,1,,35,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38788,609162107,12,0,4,0,1,180,0,true,100,20,0,true,200,60,0,true,200,55,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38789,135976,19,5,4,1,0,86,50,false,,,,false,,,,false,,,,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,40,26,,0,0,,40,18,,0,0,,40,17,,0,0,,40,25,,0,0,,13,0,10,0,9,0,18,0
38790,138725,9,2,4,2,0,81,53,,,,,,,,,,,,,,,,,,,,,true,150,56,37,true,150,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38791,c98e6ab8-9fcd-42e4-b641-e228a09dd95c,11,0,1,0,0,200,0,true,30,22,0,true,30,18,0,true,30,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38792,130430,33,8,8,2,7,805,525,true,150,135,79,true,260,171,99,true,260,235,161,true,250,149,106,true,150,115,80,,,,,,,,,0,0,0,0,8,0,,23,120,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38793,47d44ec3-0d8f-4fd4-8e46-b2b9bba34659,12,4,0,0,0,56,56,true,20,7,7,true,20,12,12,true,20,12,12,true,20,8,8,true,20,6,6,true,20,6,6,true,20,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38794,106941,9,3,4,1,3,175,175,true,70,42,42,true,60,37,37,true,60,46,46,true,50,23,23,true,50,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38795,309338001,31,8,2,1,0,103,82,true,35,35,31,true,17,17,13,true,21,21,17,true,21,21,17,true,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38796,126453,13,7,6,2,11,285,59,true,55,46,4,true,55,44,5,true,55,62,9,true,55,55,19,true,80,78,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38797,0142dca7-408c-4850-a18b-1c15c38719c0,5,5,2,2,0,150,150,true,60,50,50,true,60,56,56,true,60,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38798,117035,11,2,3,0,4,112,52,true,40,25,5,true,40,22,11,true,40,25,14,true,40,20,10,true,40,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38799,105236,10,1,1,0,3,293,192,true,100,63,40,true,100,50,29,true,100,74,50,true,100,52,35,true,100,54,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38800,114227,9,2,5,2,9,248,139,true,0,49,30,true,0,61,30,true,0,61,37,true,0,35,22,true,0,42,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38801,137674,10,5,1,1,1,174,134,true,50,37,28,true,50,31,25,true,50,38,32,true,50,40,28,true,50,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38802,111876,8,6,5,1,4,112,66,true,55,33,24,true,55,11,7,true,55,28,16,true,55,21,8,true,55,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38803,129495,12,1,7,1,9,278,178,true,100,81,53,true,100,50,28,true,100,67,44,true,60,40,27,true,60,40,26,,,,,,,,,4,0,0,0,2,0,,21,60,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38804,0822f371-d31a-4c41-803d-cb63ef3ed01b,5,5,2,2,0,100,100,true,40,33,33,true,40,34,34,true,40,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38805,117015,7,2,2,1,3,132,64,true,50,34,17,true,60,56,28,true,50,42,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806,114793,10,4,6,2,7,205,124,true,55,47,23,true,55,49,30,true,55,38,25,true,55,35,20,true,55,36,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38807,130157,10,0,6,1,8,168,97,true,40,34,19,true,40,35,20,true,45,42,23,true,30,28,20,true,30,29,15,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38808,104553,11,4,5,0,8,320,0,true,0,67,0,true,0,71,0,true,0,69,0,true,0,35,0,true,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38809,105952,7,4,3,1,0,269,269,true,55,76,76,true,55,63,63,true,55,48,48,true,55,45,45,true,55,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810,201202007,12,10,2,2,0,43,8,true,50,15,2,true,50,20,2,true,50,8,4,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38811,111514,18,4,7,2,5,235,120,true,70,66,33,true,70,33,22,true,70,42,22,true,70,53,24,true,70,41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38812,404730004,5,0,1,0,0,20,0,true,20,15,0,true,20,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38813,dcec5d18-4710-488c-9834-4728496dde00,10,6,0,0,1,92,43,true,25,15,10,true,25,22,14,true,25,20,8,true,25,22,8,true,25,13,3,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38814,104555,10,4,6,2,9,429,429,true,0,64,64,true,0,63,63,true,0,111,111,true,0,114,114,true,0,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38815,105222,12,4,5,1,1,489,254,true,120,106,50,true,120,114,51,true,120,79,43,true,120,89,55,true,120,101,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38816,306860092,16,8,2,0,0,29,29,true,20,3,3,true,20,7,7,true,20,8,8,true,20,6,6,true,20,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38817,107321,8,1,6,1,4,205,137,true,55,55,35,true,55,54,31,true,55,45,33,true,55,26,20,true,55,25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38818,123486,58,16,17,1,1,428,165,,,,,,,,,,,,,,,,,,,,,true,500,189,82,true,500,239,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38819,114817,14,4,3,0,5,152,64,true,55,27,15,true,55,28,14,true,55,32,14,true,55,37,14,true,55,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38820,139374,10,3,9,2,0,129,25,false,,,,false,,,,false,,,,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,50,50,,0,0,,50,34,,0,0,,50,30,,0,0,,50,15,,0,0,,5,0,11,0,5,0,4,0
38821,129783,31,3,37,5,0,2240,1000,,,,,,,,,,,,,,,,,,,,,true,1120,1120,510,true,1120,1120,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38822,108041,15,6,9,3,13,512,283,true,100,97,57,true,110,105,52,true,130,121,65,true,100,89,51,true,100,100,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38823,137442,11,7,1,0,4,51,25,true,55,18,9,true,55,16,6,true,55,17,10,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38824,110245,33,10,5,0,15,1542,469,true,500,453,167,true,500,405,115,true,200,289,58,true,200,151,70,true,250,244,59,,,,,,,,,11,3,2,0,0,1,,79,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38825,121844,14,4,6,2,10,203,107,true,55,41,19,true,55,28,17,true,55,41,22,true,55,35,13,true,55,58,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38826,c70886e7-b522-4c47-8676-74835618925b,12,4,2,1,0,97,52,true,30,22,12,true,30,20,9,true,30,18,11,true,30,19,11,true,30,18,9,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38827,121889,14,3,3,0,1,50,20,true,55,10,4,true,55,10,5,true,55,10,3,true,55,10,4,true,55,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38828,207585006,11,3,1,0,8,198,138,true,0,70,49,true,0,68,44,true,0,35,28,true,0,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38829,129697,22,9,7,1,1,943,943,true,0,173,173,true,0,198,198,true,0,196,196,true,0,184,184,true,0,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38830,122638,10,2,4,3,4,174,174,true,55,59,59,true,55,60,60,true,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38831,121882,15,1,5,1,10,177,88,true,55,33,12,true,55,39,17,true,55,32,12,true,55,36,25,true,55,37,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38832,121347,39,6,4,0,0,1100,300,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,650,550,150,true,600,550,150,9,1,11,9,4,1,,40,320,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38833,903438,36,36,13,10,2,50,19,true,20,15,5,true,20,15,5,true,20,13,6,true,20,4,1,true,20,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38834,201586006,15,11,3,2,0,108,45,true,30,28,9,true,30,29,17,true,30,16,5,true,30,22,10,true,30,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38835,122887,15,3,3,0,3,175,87,true,50,30,15,true,50,30,13,true,50,40,17,true,50,40,22,true,50,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38836,302638012,12,6,1,0,0,45,26,true,20,18,11,true,20,15,9,true,20,12,6,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38837,122659,15,3,5,1,2,224,105,true,55,52,28,true,55,49,21,true,55,26,13,true,55,52,19,true,55,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38838,302638094,10,8,2,1,0,37,18,true,25,15,7,true,25,12,7,true,25,10,4,true,25,0,0,true,25,0,0,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38839,100266,7,2,6,3,4,150,150,true,55,32,32,true,55,30,30,true,55,33,33,true,55,30,30,true,55,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38840,137521,9,7,1,0,2,90,62,true,0,16,11,true,0,34,22,true,0,40,29,false,0,0,0,false,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38841,302628005,14,10,2,2,0,80,43,true,30,18,9,true,30,13,7,true,30,20,11,true,25,14,7,true,25,15,9,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842,130160,9,0,6,1,5,389,214,true,80,79,49,true,100,93,51,true,90,90,43,true,60,55,31,true,80,72,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38843,106865,7,3,7,1,7,352,229,true,90,68,37,true,90,79,53,true,90,68,48,true,90,74,47,true,90,63,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38844,138083,11,0,0,0,0,212,102,true,55,30,18,true,55,40,21,true,55,55,25,true,55,45,20,true,55,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38845,ce50c388-7cdf-4fb3-ae2b-e39d36b1245f,25,15,10,6,2,74,38,true,30,24,15,true,30,15,8,true,25,15,5,true,20,14,6,true,15,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38846,108240,22,14,7,2,10,363,363,true,60,51,51,true,60,59,59,true,80,74,74,true,100,97,97,true,100,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38847,453985026,17,4,2,1,0,101,34,true,50,31,8,true,60,20,12,true,60,30,10,true,60,20,4,true,60,0,0,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38848,201918026,12,9,2,1,0,120,73,true,40,30,18,true,40,30,14,true,30,25,19,true,30,20,12,true,30,15,10,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38849,126775,14,0,5,1,14,210,85,true,50,40,15,true,50,40,17,true,50,45,20,true,50,45,18,true,50,40,15,,,,,,,,,6,1,4,1,0,2,,15,60,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38850,126774,13,4,5,1,9,183,183,true,55,48,48,true,55,36,36,true,55,37,37,true,55,28,28,true,55,34,34,false,,,,,,,,10,2,2,0,9,2,,142,240,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851,108357,500,417,202,84,0,15475,15475,true,2069,2069,2069,true,2052,2052,2052,true,2052,2052,2052,true,2142,2142,2142,true,2093,2093,2093,true,2509,2509,2509,true,2558,2558,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38852,126840,99,23,17,3,0,219,27,,,,,,,,,,,,,,,,,,,,,true,470,123,13,true,470,96,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38853,132739,11,3,9,1,1,199,30,,,,,,,,,,,,,,,,,,,,,true,150,95,15,true,150,104,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38854,112407,41,27,11,3,19,2086,1228,true,379,379,215,true,430,430,257,true,418,418,245,true,415,415,254,true,444,444,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38855,108042,19,7,9,4,15,369,179,true,110,63,30,true,110,53,25,true,110,86,46,true,110,93,41,true,110,74,37,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38856,135882,5,1,6,2,0,22,22,,,,,,,,,,,,,,,,,,,,,true,30,12,12,true,30,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38857,104546,13,3,6,2,8,762,421,true,0,155,82,true,0,163,87,true,0,182,95,true,0,135,89,true,0,127,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38858,126849,31,7,12,6,1,278,278,,,,,,,,,,,,,,,,,,,,,true,450,94,94,true,450,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38859,126838,15,3,3,0,0,169,72,true,30,33,13,true,30,37,19,true,30,35,9,true,30,31,19,true,30,33,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38860,122057,25,5,8,3,6,276,124,true,55,34,8,true,55,28,11,true,55,31,16,true,55,32,14,true,55,47,21,true,80,60,30,true,80,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38861,130560,56,46,14,8,0,216,113,true,60,21,6,true,60,28,16,true,60,41,24,true,60,39,20,true,60,46,27,true,200,13,6,true,200,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38862,100575,14,4,5,3,6,152,152,true,45,45,45,true,30,30,30,true,30,30,30,true,26,26,26,true,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863,132775,21,5,5,1,0,796,184,,,,,,,,,,,,,true,240,479,109,true,240,153,33,true,80,91,21,true,80,73,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38864,101440,74,12,11,2,0,711,281,false,,,,,,,,,,,,,,,,,,,,true,650,396,177,true,650,315,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38865,128142,13,3,3,1,11,457,241,true,100,96,63,true,100,97,52,true,100,89,44,true,100,91,37,true,100,84,45,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38866,122594,18,5,7,2,12,614,308,true,110,127,61,true,110,104,54,true,110,131,66,true,150,126,60,true,150,126,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38867,134614,28,12,3,1,15,672,308,true,100,100,50,true,100,100,40,true,150,120,65,true,150,140,75,true,150,150,70,true,50,28,5,true,50,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38868,112482,70,33,15,4,1,1755,814,,,,,,,,,,,,,,,,,,,,,true,1350,860,385,true,1350,895,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38869,132056,29,22,9,3,3,275,111,true,30,30,12,true,25,25,10,true,25,25,10,true,25,20,8,true,25,15,7,true,100,70,29,true,100,90,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38870,131154,10,5,3,1,7,150,50,true,30,30,10,true,30,30,10,true,30,30,10,true,30,30,10,true,30,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38871,140154,10,5,2,1,0,60,23,false,120,100,50,false,120,100,50,false,120,100,50,true,80,30,12,true,80,30,11,,,,,,,,,10,5,2,1,2,1,,23,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38872,132219,8,6,1,1,1,71,37,true,25,11,8,true,25,8,6,true,25,5,2,true,50,35,19,true,50,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873,122599,17,4,23,1,14,575,281,true,40,110,54,true,40,92,50,true,40,148,66,true,40,109,48,true,40,116,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38874,119339,10,4,6,1,7,476,224,true,120,110,52,true,85,76,44,true,120,113,58,true,90,82,33,true,100,95,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875,140372,21,7,3,1,0,112,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,,90,100,212,200,11,,200,11,,200,15,,200,15,,200,12,,200,12,,200,18,,200,18,,2,2,0,0,1,1,2,2
38876,b2a05a0f-ba12-47df-b2ca-5f81757a9edd,5,5,2,2,0,50,50,true,20,18,18,true,20,12,12,true,30,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38877,125429,15,4,5,1,3,144,46,true,55,28,5,true,55,29,1,true,55,40,9,true,55,23,17,true,55,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38878,122661,14,4,4,1,2,198,42,true,40,58,14,true,40,44,9,true,40,37,7,true,40,38,8,true,40,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38879,885d9a25-13ba-4561-8fbc-3db02fb42343,12,0,2,0,0,110,0,true,25,23,0,true,25,22,0,true,25,12,0,true,25,12,0,true,25,11,0,true,25,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38880,138933,15,14,2,1,2,163,92,true,45,40,20,true,45,35,20,true,45,35,20,true,30,28,18,true,30,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38881,507622003,9,4,0,0,0,27,12,true,55,15,6,true,55,12,6,false,,,,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882,122665,16,4,5,1,5,576,305,true,55,156,99,true,55,111,55,true,55,127,78,true,100,112,44,true,100,70,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38883,133036,14,4,7,2,1,230,45,,,,,,,,,,,,,true,110,55,10,true,110,40,5,true,100,100,25,true,100,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38884,123683,13,2,4,1,5,176,87,true,40,35,22,true,40,27,11,true,40,45,16,true,40,40,26,true,40,29,12,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38885,125409,6,1,3,0,3,154,39,true,55,62,13,true,55,42,19,true,55,50,7,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38886,122710,50,2,14,5,1,101,57,false,,,,,,,,,,,,,,,,,,,,true,150,48,29,true,150,53,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38887,135320,29,15,9,4,0,280,160,true,120,90,50,true,120,90,60,true,120,100,50,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38888,603677006,16,8,1,1,0,157,58,true,40,39,15,true,35,30,15,true,35,34,10,true,35,24,10,true,35,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38889,130866,12,6,12,7,0,100,60,true,50,40,25,true,50,30,17,true,50,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38890,139668,17,7,4,1,1,223,165,,,,,,,,,,,,,,,,,,,,,true,450,126,94,true,450,97,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38891,122588,20,6,7,2,15,549,259,true,165,126,66,true,165,121,58,true,165,115,44,true,135,96,46,true,135,91,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38892,105278,9,2,6,2,5,408,244,true,110,72,44,true,100,96,61,true,110,93,53,true,100,75,44,true,100,72,42,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38893,302628003,15,7,3,1,1,86,39,true,35,22,12,true,35,25,13,true,40,21,10,true,50,10,4,true,50,8,0,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38894,122670,23,4,4,0,6,571,312,true,55,95,55,true,55,76,42,true,55,79,41,true,110,94,52,true,110,66,40,true,300,107,58,true,300,54,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38895,107984,63,57,57,19,63,1247,1247,true,250,250,250,true,214,214,214,true,228,228,228,true,211,211,211,true,209,209,209,true,68,68,68,true,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38896,137806,11,7,2,1,2,49,22,true,20,12,5,true,20,10,4,true,20,8,5,true,20,10,3,true,20,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38897,135512,7,1,3,1,0,153,41,false,,,,false,,,,,,,,true,120,69,28,true,120,84,13,,,,,,,,,7,1,3,1,1,1,,41,240,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
