id,eiin,teachers_count_total,teachers_count_female,staff_count_total,staff_count_female,trained_teachers,total_students,total_female_students,has_six_grade,total_seats_six,total_students_six,female_students_six,has_seven_grade,total_seats_seven,total_students_seven,female_students_seven,has_eight_grade,total_seats_eight,total_students_eight,female_students_eight,has_nine_grade,total_seats_nine,total_students_nine,female_students_nine,has_ten_grade,total_seats_ten,total_students_ten,female_students_ten,has_eleven_grade,total_seats_eleven,total_students_eleven,female_students_eleven,has_twelve_grade,total_seats_twelve,total_students_twelve,female_students_twelve,technical_teacher_count_total,technical_teacher_count_female,technical_staff_count_total,technical_staff_count_female,technical_trained_teachers,technical_ict_teachers,technical_total_male_students,technical_total_female_students,technical_total_seats,technical_total_students,total_seats_part_1,total_students_part_1,female_students_part1,total_seats_part_2,total_students_part_2,female_students_part2,total_seats_part_3,total_students_part_3,female_students_part3,total_seats_part_4,total_students_part_4,female_students_part4,total_seats_part_5,total_students_part_5,female_students_part5,total_seats_part_6,total_students_part_6,female_students_part6,total_seats_part_7,total_students_part_7,female_students_part7,total_seats_part_8,total_students_part_8,female_students_part8,female_students_part_1,female_students_part_2,female_students_part_3,female_students_part_4,female_students_part_5,female_students_part_6,female_students_part_7,female_students_part_8
1103,130908,6,1,6,2,3,103,44,true,40,31,15,true,40,39,15,true,40,33,14,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,404419002,21,6,11,3,0,250,133,true,60,60,33,true,61,61,35,true,63,63,34,true,49,49,22,true,17,17,9,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,306768066,8,3,1,1,0,141,53,true,25,25,9,true,40,40,15,true,25,25,8,true,30,30,15,true,21,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,110707,13,4,4,2,5,150,150,true,0,30,30,true,0,32,32,true,31,31,31,true,0,29,29,true,0,28,28,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,116472,17,3,6,1,17,422,258,true,92,90,62,true,92,87,53,true,92,81,35,true,92,80,57,true,92,84,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,106754,17,3,5,1,0,364,184,true,77,77,40,true,80,80,41,true,59,59,22,true,62,62,33,true,86,86,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,118976,14,1,5,1,3,321,128,true,100,65,26,true,120,106,49,true,100,66,19,true,60,50,18,true,50,34,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,114441,17,4,1,0,5,209,113,true,60,52,32,true,60,40,22,true,60,45,25,true,60,49,21,true,60,23,13,false,,,,false,,,,1,1,0,0,1,0,,18,80,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,130228,12,2,15,1,0,350,190,true,88,88,42,true,88,88,45,true,82,82,45,true,46,46,29,true,46,46,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,119684,9,2,6,1,8,597,246,true,150,96,46,true,150,105,45,true,150,134,62,true,150,137,50,true,150,125,43,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,305440011,8,0,1,1,0,130,15,true,30,15,0,true,30,15,0,true,30,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,124413,17,4,5,1,10,211,112,true,60,50,25,true,60,45,24,true,60,51,22,true,60,50,32,true,60,15,9,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,105042,15,6,3,0,3,471,268,true,150,105,66,true,120,90,59,true,120,106,72,true,120,90,32,true,120,80,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,118981,15,0,5,1,4,344,126,true,100,80,28,true,60,46,18,true,110,103,34,true,70,65,32,true,60,50,14,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,113315,20,2,7,1,2,313,238,true,120,34,26,true,120,38,28,true,120,60,42,true,120,53,40,true,120,45,33,true,90,37,30,true,90,46,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,114358,17,4,6,1,7,609,236,true,110,104,36,true,110,133,52,true,130,121,49,true,140,122,51,true,140,129,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,119503,10,3,5,2,4,328,224,true,100,79,58,true,100,80,55,true,100,53,32,true,100,50,33,true,100,66,46,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,405760001,13,2,17,3,1,75,75,true,60,27,27,true,60,25,25,true,60,23,23,false,60,17,17,false,50,22,22,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,116527,33,16,7,2,5,673,304,true,100,100,40,true,80,80,50,true,70,70,30,true,105,105,70,true,88,88,30,true,145,145,43,true,85,85,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,119677,12,3,19,1,12,410,126,true,120,71,23,true,120,91,36,true,120,93,32,true,120,76,17,true,120,79,18,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,118932,14,4,3,0,9,244,136,true,39,39,28,true,49,49,24,true,68,68,34,true,51,51,28,true,37,37,22,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,110677,4,1,3,2,1,61,61,true,50,21,21,true,50,20,20,true,50,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,609127036,18,2,0,0,1,450,220,true,34,34,20,true,13,13,13,true,12,12,12,true,12,12,12,true,11,11,11,true,10,10,10,true,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,119506,10,3,6,1,6,330,330,true,120,90,90,true,100,64,64,true,110,73,73,true,100,62,62,true,100,41,41,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,116462,31,11,6,2,13,696,696,true,110,110,110,true,110,102,102,true,110,70,70,true,110,93,93,true,110,92,92,true,350,121,121,true,350,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,137663,15,7,9,2,2,273,149,false,,,,,,,,,,,,true,120,65,33,true,120,63,36,true,160,103,56,true,160,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,119480,14,4,6,1,12,545,250,true,121,121,55,true,131,131,55,true,103,103,49,true,102,102,50,true,88,88,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,108863,16,5,6,1,15,719,411,true,160,199,98,true,150,137,71,true,140,126,70,true,130,162,112,true,130,95,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,137392,9,3,1,0,0,190,139,true,0,63,43,true,0,62,46,true,0,65,50,false,0,0,0,false,0,96,45,,,,,,,,,5,0,2,0,5,2,,16,120,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,306768093,14,5,2,1,0,26,8,true,10,10,5,true,10,8,5,true,8,8,6,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,108676,16,4,7,1,16,504,250,true,180,116,52,true,120,98,42,true,120,100,48,true,120,95,55,true,120,95,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,116670,16,10,5,2,6,191,191,true,60,31,31,true,60,62,62,true,60,45,45,true,40,35,35,true,40,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,118925,26,4,6,1,21,531,236,true,120,107,38,true,140,136,66,true,120,96,33,true,120,102,53,true,120,90,46,,,,,,,,,3,0,0,0,0,0,,22,100,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,110810,16,3,6,2,12,414,126,true,163,163,25,true,90,89,36,true,65,64,23,true,60,48,20,true,60,50,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,114384,15,2,7,2,1,471,225,true,110,108,58,true,110,103,42,true,110,139,66,true,55,50,23,true,110,71,36,false,,,,false,,,,2,0,0,0,1,1,,31,160,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,108058,17,8,8,4,15,450,228,true,120,100,45,true,120,92,45,true,120,88,48,true,120,95,45,true,120,75,45,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,205158001,14,8,1,0,0,103,54,true,40,35,6,true,40,25,12,true,40,18,15,true,40,18,16,true,40,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,113998,9,5,6,2,9,175,175,true,30,30,30,true,35,35,35,true,32,32,32,true,32,32,32,true,46,46,46,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,138027,10,2,4,1,0,143,65,,,,,,,,,,,,,,,,,,,,,true,250,51,20,true,250,92,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,135669,6,1,4,1,0,142,51,true,0,0,0,true,0,0,0,true,0,0,0,true,100,17,8,true,100,21,7,true,100,36,12,true,100,18,8,4,1,3,0,0,0,,35,10,92,50,50,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,17,0,0,0,0,0,0,0
1143,129963,25,3,25,1,4,538,277,true,121,121,60,true,86,86,49,true,121,121,63,true,63,63,28,true,65,65,29,true,43,43,24,true,39,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,119495,15,4,6,1,12,640,328,true,0,145,75,true,0,161,81,true,0,120,63,true,0,106,54,true,0,108,55,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,110701,21,3,6,1,2,417,241,true,100,66,41,true,100,31,22,true,100,77,47,true,100,44,23,true,100,63,29,true,100,62,32,true,100,74,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,114418,23,6,8,0,4,500,277,true,100,97,38,true,80,75,36,true,80,68,45,true,80,42,25,true,80,51,36,true,100,65,44,true,150,102,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,119615,13,5,5,0,7,266,85,true,55,55,22,true,55,55,15,true,57,57,14,true,53,53,14,true,46,46,20,true,0,0,0,true,0,0,0,5,1,2,0,5,4,,2,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,118271,14,3,4,1,13,464,240,true,80,83,42,true,80,84,43,true,80,107,63,true,80,87,45,true,80,103,47,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,127012,30,6,10,0,1,572,275,,,,,,,,,,,,,,,,,,,,,true,550,306,150,true,550,266,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,100669013,22,13,5,3,0,69,23,true,25,21,4,true,25,13,4,true,25,22,10,true,25,7,3,true,25,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,205165008,7,4,1,1,0,35,18,true,30,10,5,true,15,8,3,true,20,10,7,true,15,7,3,true,15,0,0,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,135670,2,0,3,1,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,100,0,0,true,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,609018010,8,4,1,0,0,35,20,true,15,15,10,true,15,7,4,true,15,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,130633,14,5,5,1,5,397,110,true,0,100,7,true,0,138,72,true,0,102,25,true,0,25,3,true,0,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,116754,37,9,17,4,37,700,700,false,,,,false,,,,false,,,,false,,,,false,,,,true,350,350,350,true,350,350,350,4,0,1,0,4,2,,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,119491,14,2,6,1,6,399,187,true,120,70,34,true,120,105,46,true,120,77,35,true,120,65,26,true,120,82,46,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,119688,10,3,4,1,7,210,210,true,100,52,52,true,100,38,38,true,100,54,54,true,100,45,45,true,100,21,21,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,205158018,10,4,0,0,0,94,50,true,55,48,28,true,30,22,12,true,30,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,109536,26,7,15,5,1,464,250,false,,,,false,,,,false,,,,false,,,,false,,,,true,470,250,150,true,0,214,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,102900,18,8,3,2,17,778,778,true,110,165,165,true,100,161,161,true,110,157,157,true,110,159,159,true,110,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,136227,19,9,3,1,0,257,85,true,70,55,20,true,70,55,20,true,80,45,13,true,100,60,21,true,100,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,120513,13,3,5,1,7,403,149,true,55,107,45,true,55,87,32,true,55,98,42,true,55,54,19,true,55,57,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,115134,14,2,5,1,1,193,87,true,50,38,16,true,50,47,24,true,50,40,20,true,40,33,12,true,40,35,15,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,130431,19,6,9,4,8,1140,617,true,300,210,115,true,300,202,108,true,300,260,146,true,300,166,90,true,300,185,101,true,150,57,29,true,150,60,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,111036,22,5,4,1,20,767,397,true,165,169,79,true,165,169,79,true,165,153,78,true,110,120,70,true,110,156,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,109497,14,4,10,1,10,706,327,true,200,165,71,true,200,151,75,true,200,140,63,true,150,130,64,true,150,120,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,117215,24,1,6,1,6,391,224,true,80,51,30,true,80,58,31,true,80,63,38,true,80,46,32,true,80,72,45,true,100,42,18,true,100,59,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,108386,24,11,6,2,3,312,156,,,,,,,,,,,,,,,,,,,,,true,250,92,58,true,250,220,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,114479,14,4,6,1,12,515,238,true,220,110,45,true,220,100,44,true,165,115,49,true,165,100,51,true,165,90,49,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,139018,8,7,2,2,1,303,303,true,81,81,81,true,83,83,83,true,55,55,55,true,54,54,54,true,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,138416,4,2,6,2,2,120,61,true,56,38,18,true,56,40,23,true,56,42,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,126945,17,8,5,1,1,363,34,true,55,55,6,true,65,65,3,true,53,53,8,true,99,99,8,true,91,91,9,false,,,,,,,,7,2,2,0,4,0,,0,80,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,108452,31,14,10,5,4,1231,1231,,,,,,,,,,,,,,,,,,,,,,,,,true,1231,1231,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,116540,15,3,5,1,6,282,107,true,110,69,32,true,90,62,22,true,90,80,23,true,90,46,20,true,60,25,10,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,119527,15,5,6,1,6,154,89,true,50,50,28,true,31,31,17,true,31,31,22,true,21,21,14,true,21,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,101449,16,4,7,1,12,882,513,true,160,142,82,true,150,171,97,true,200,188,113,true,170,162,89,true,150,155,96,true,150,22,12,true,150,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,108717,8,1,2,0,6,318,318,true,110,55,55,true,110,79,79,true,110,64,64,true,110,60,60,true,110,60,60,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,136893,14,4,7,1,0,169,87,,,,,,,,,,,,,,,,,,,,,true,225,76,38,true,225,93,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,108752,18,6,7,2,3,1119,646,true,275,275,146,true,202,202,118,true,179,179,80,true,275,271,158,true,195,192,144,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,111021,18,3,3,0,7,260,93,true,70,60,25,true,60,50,15,true,80,70,21,true,60,40,14,true,50,40,18,,,,,,,,,18,3,3,0,3,1,,29,80,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,114422,23,9,3,1,0,341,207,true,110,55,28,true,110,66,45,true,100,62,37,true,110,50,30,true,110,50,30,true,100,28,16,true,100,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,118960,19,2,5,1,5,332,154,true,60,60,32,true,60,60,32,true,59,59,26,true,55,55,23,true,43,43,12,true,27,27,13,true,28,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,130439,25,3,11,0,1,2350,170,false,,,,,,,,,,,,true,100,27,25,true,500,450,50,true,900,900,50,true,1000,973,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,120505,13,3,3,0,1,342,122,true,70,63,34,true,80,74,19,true,80,80,26,true,70,63,15,true,70,62,28,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,108662,14,5,4,2,14,564,564,true,120,162,162,true,120,147,147,true,120,95,95,true,120,70,70,true,120,90,90,true,0,0,0,true,0,0,0,9,5,2,2,0,0,,36,90,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,116640,11,2,6,1,9,225,105,true,60,53,20,true,60,45,19,true,60,52,24,true,60,40,21,true,60,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,129961,8,4,4,1,0,312,153,true,81,81,42,true,78,78,36,true,69,69,35,true,50,50,24,true,34,34,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,105058,26,5,9,1,1,709,459,,,,,,,,,,,,,,,,,,,,,true,725,315,216,true,725,394,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,123660,14,3,6,1,,251,96,true,60,50,21,true,60,53,15,true,60,53,24,true,60,49,18,true,60,46,18,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,131349,11,3,4,1,8,227,68,true,70,43,15,true,60,52,7,true,60,54,18,true,50,43,17,true,80,35,11,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,129799,10,3,6,1,4,273,212,true,71,71,47,true,64,64,54,true,46,46,41,true,50,50,36,true,42,42,34,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,113985,19,6,6,2,19,424,210,true,100,66,35,true,100,87,43,true,100,116,57,true,100,81,40,true,100,74,35,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,110664,11,3,3,0,7,260,134,true,100,53,28,true,100,50,23,true,100,38,21,true,100,62,33,true,100,57,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,101599,10,0,7,1,0,240,109,true,60,47,21,true,60,49,22,true,60,55,23,true,60,46,23,true,60,43,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,115445,16,4,6,1,14,478,272,true,110,110,57,true,110,103,57,true,110,121,72,true,55,81,48,true,55,63,38,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,108748,11,6,2,0,8,480,256,true,120,87,42,true,120,87,51,true,120,108,56,true,90,70,37,true,150,128,70,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,136530,12,3,5,2,0,106,106,,,,,,,,,,,,,,,,,,,,,true,300,53,53,true,300,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,108831,13,8,4,1,0,201,201,true,60,55,55,true,60,50,50,true,60,38,38,true,60,32,32,true,60,26,26,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,109511,14,3,2,1,4,363,363,true,50,56,56,true,60,49,49,true,100,92,92,true,100,94,94,true,75,72,72,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,128688,11,5,5,2,1,550,550,true,110,110,110,true,110,110,110,true,150,110,110,true,116,116,116,true,104,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,119627,15,4,4,2,14,399,399,true,105,105,105,true,80,80,80,true,65,65,65,true,77,77,77,true,72,72,72,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,104556,13,4,7,2,8,254,254,true,60,39,39,true,60,48,48,true,60,60,60,true,60,52,52,true,60,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,119710,12,4,5,1,5,118,58,true,30,30,16,true,30,27,17,true,30,27,10,true,30,24,9,true,30,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,119640,13,3,6,2,6,506,224,true,115,115,47,true,80,80,41,true,72,72,34,true,99,99,43,true,140,140,59,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,116739,16,3,5,1,2,297,120,true,70,66,25,true,70,52,15,true,70,70,37,true,70,55,20,true,70,54,23,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,139404,12,6,2,1,2,336,336,true,140,140,140,true,120,120,120,true,76,76,76,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,115444,15,5,4,1,12,476,266,true,113,113,59,true,124,124,73,true,123,123,66,true,56,56,30,true,60,60,38,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,135343,9,2,8,3,0,261,188,false,,,,false,,,,false,,,,false,,,,false,,,,true,120,64,51,true,120,197,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,119457,35,8,9,2,5,954,463,true,250,219,106,true,250,200,100,true,250,126,50,true,250,123,70,true,250,84,28,true,250,134,73,true,250,68,36,6,2,2,0,3,1,,12,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,205158005,11,6,0,0,0,100,60,true,30,20,15,true,30,20,12,true,30,20,13,true,30,20,10,true,30,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,120420,14,4,6,1,11,143,75,true,55,29,10,true,55,19,11,true,55,26,17,true,55,44,23,true,55,25,14,false,0,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,110691,19,4,7,1,7,223,142,true,50,47,26,true,50,42,25,true,50,42,33,true,50,45,24,true,50,18,11,true,50,10,8,true,50,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,127850,14,2,6,1,8,240,78,true,70,50,12,true,70,60,14,true,60,55,17,true,40,30,15,true,50,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,123732,9,1,5,1,8,200,130,true,55,32,18,true,55,32,20,true,55,51,33,true,80,53,39,true,80,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,139638,8,2,5,1,0,61,16,,,,,,,,,,,,,,,,,,,,,false,150,61,,true,150,61,16,2,1,3,1,0,2,,2,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,137742,10,3,1,0,3,128,17,true,60,60,6,true,50,38,9,true,40,30,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,130235,16,2,7,1,0,348,202,,,,,,,,,,,,,,,,,,,,,true,147,147,87,true,201,201,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,107816,19,4,9,2,5,338,184,true,78,78,42,true,59,59,33,true,42,42,16,true,52,52,38,true,47,47,27,true,29,29,15,true,31,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,113039,13,7,6,1,10,559,283,true,119,119,60,true,116,116,56,true,112,112,48,true,108,108,61,true,104,104,58,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,126794,15,6,6,2,13,384,202,true,100,94,59,true,100,72,40,true,120,107,57,true,110,64,28,true,100,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,405079002,17,10,2,1,0,82,39,true,40,34,13,true,40,28,14,true,30,20,12,false,0,0,0,false,0,0,0,false,0,0,0,false,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
