id,eiin,geographical_position,has_student_toilet,total_toilet_for_boys,total_toilet_for_girls,total_toilet_for_special_needs,has_teacher_toilet,total_toilet_for_male_teachers,total_toilet_for_female_teachers,total_toilet_for_commons,has_wash_block,total_wash_block_for_boys,total_wash_block_for_girls,total_wash_block_for_girls_with_napkin_facility,total_wash_block_for_male_teachers,total_wash_block_for_female_teachers,total_wash_block_for_commons,has_common_room,total_common_room_for_boys,total_common_room_for_girls,has_pta,has_fast_aid_box,conducts_cleaning_program,cleaning_program_number,has_playground,conducts_assembly,celebrates_national_days,has_shahid_minar,conducts_co_curricular_activities,annual_cultural_program,bncc,scout,girls_guide,rover,annual_sports,debate,conducts_awareness_programs,baalyabibaha_rodh,evtijing_protirodh,madok_birodhi_karyakram,sontrash_birodhi_karyakram,jangibad_domon_karyakram,nirapod_shorok_chai_karyakram,community_interaction,acid_nikkhep_protirudh,booling_protirudh,has_boundary_wall,boundary_type,has_safe_water,tubewell,deep_tubewell,supply_water,tap_water,rain_water,purifying_plant,fountain,well,has_ramp_for_disabled,sports_field,garden,open_space,enclosed_with_plants,few_plants,no_plants,pond_or_waterbody,has_electricity,national_grid,generator,solar,has_boundary_marked_wall,has_pond,has_temporary_wall,has_permanent_wall,has_partial_wall,has_natural_wall,was_flooded,flooded_year,days_closed_for_flood
1104,130908,1,true,1,1,0,true,1,1,0,true,0,1,1,0,1,1,false,,,true,true,true,8,true,true,true,false,true,true,false,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false,false,,true,true,false,true,false,false,false,false,false,false,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,true,2023,2
1105,404419002,1,true,2,3,1,true,1,1,0,true,2,2,0,1,1,6,true,1,1,false,true,true,6,false,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,,
1106,306768066,1,true,1,1,0,true,1,1,1,true,1,1,0,1,1,3,true,1,1,false,true,true,12,true,true,true,false,true,true,,,,,,true,true,true,true,,,,true,,,,true,,true,,true,,,,,,,false,true,,true,,,,,true,true,,,,,,true,,,false,,
1107,110707,1,true,0,1,0,true,1,1,1,false,,,,,,,false,,,true,true,true,6,true,true,true,false,false,,,,,,,,true,true,true,true,,,,,true,,false,,true,true,,,,,,,,true,true,true,true,true,,,,true,true,,,,,,,,,false,2,
1108,116472,1,true,1,1,0,true,1,1,0,false,,,,,,,true,1,1,true,false,true,6,true,true,true,true,true,true,,,,true,true,,true,true,true,true,,,,,true,true,true,,true,true,,,,,,,,false,true,,true,,true,,,true,true,,,true,,,,,,false,,
1109,106754,2,true,5,5,0,true,1,1,1,true,1,1,1,1,1,0,false,,,true,true,true,24,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,true,false,,true,,true,,,,,,,true,true,true,true,true,true,,,true,true,,true,,,,,,,false,,
1110,118976,1,true,1,1,1,true,1,1,1,true,0,0,0,0,1,0,true,0,1,true,true,true,6,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,true,,true,,true,,true,,,,,,true,,,true,true,,,true,false,,true,true,true,,true,,,,true,,,true,2022,3
1111,114441,1,true,10,12,0,true,4,3,2,true,3,3,0,2,2,0,true,0,1,true,false,true,12,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,false,true,,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,true,true,false,false,true,false,false,false,true,false,false,,
1112,130228,4,true,1,1,0,true,1,0,0,true,1,0,1,0,0,0,true,0,1,true,true,true,4,true,true,true,false,false,,,,,,,,false,,,,,,,,,,true,,true,true,true,,,,,,,false,true,,,,,,,true,true,,,true,,,,,,true,2022,15
1113,119684,1,true,8,8,3,true,3,2,2,true,8,8,5,3,2,2,false,,,true,true,true,3,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,true,,true,,true,,true,true,,,true,,,,,true,true,,true,true,true,false,,true,true,,true,,,,,true,,false,,
1114,305440011,1,true,4,0,0,true,2,0,0,true,1,,,,,,false,,,true,false,true,30,true,true,true,false,false,,,,,,,,true,true,true,true,,,true,,true,true,false,,true,,true,,,,,,,false,true,true,true,true,,,true,true,true,,,,,,,,,false,,
1115,124413,1,true,4,4,0,true,1,1,1,true,3,4,0,1,1,0,true,0,1,true,false,true,13,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,false,false,true,false,false,false,true,,true,true,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,false,true,false,true,false,false,,
1116,105042,2,true,2,2,0,true,1,1,0,false,,,,,,,true,1,1,false,false,true,3,true,true,true,true,true,true,,,true,,true,true,true,true,true,true,,,false,,,true,true,,true,false,true,,,,,,,false,true,true,true,true,,,,true,true,,true,,,,,true,,false,,
1117,118981,3,true,3,3,0,true,2,0,0,false,,,,,,,true,0,1,true,true,true,3,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,true,false,false,false,,true,false,false,false,false,true,false,false,false,true,true,false,true,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,,
1118,113315,1,true,2,2,0,true,1,1,0,false,,,,,,,false,,,false,true,false,,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,,true,true,false,false,false,false,false,false,false,true,true,false,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,,
1119,114358,1,true,3,2,0,true,1,0,0,false,,,,,,,false,,,true,true,true,3,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,true,,,true,,true,true,,true,true,,,,,true,true,true,true,true,true,,,true,true,true,,true,,,true,,,false,,
1120,119503,1,true,2,2,1,true,1,1,0,true,0,0,0,0,0,1,true,0,1,true,true,true,14,true,true,true,true,true,true,false,true,true,,true,true,true,true,true,true,,,,,true,true,false,,true,true,,,true,,,,,true,true,,true,,true,,,true,true,,,,,,,,,false,,
1121,405760001,1,true,0,2,0,true,1,1,1,true,0,1,1,1,4,1,true,0,1,false,true,true,6,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,,true,true,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,false,true,false,false,true,false,false,false,,
1122,116527,1,true,5,2,0,true,2,2,1,true,0,0,0,1,1,2,true,0,1,false,true,true,9,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,,
1123,119677,12,true,2,2,0,true,1,1,0,false,,,,,,,true,0,1,true,true,true,2,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,,,true,,true,,true,true,true,,true,,,,,false,true,,,true,true,,,true,true,,true,,,,,true,,true,2014,365
1124,118932,1,true,4,3,1,true,1,1,1,true,0,1,1,1,1,0,false,,,true,true,true,12,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,false,false,,true,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,2020,14
1125,110677,1,true,0,1,0,true,1,1,0,false,,,,,,,false,,,true,true,true,12,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,false,,true,,,,,,true,,,true,true,,true,true,,,true,true,true,,,,,,,,,false,,
1126,609127036,4,true,4,2,0,true,2,2,1,false,,,,,,,false,,,false,true,true,3,true,true,true,false,false,,,,,,,,true,true,true,true,,,true,,,,true,,true,true,false,,,,,,,true,true,,,,true,,true,true,true,,,true,true,,,,,true,2022,30
1127,119506,1,true,0,1,0,true,0,0,1,false,,,,,,,false,,,true,true,true,6,false,true,true,false,true,true,,true,true,false,true,true,true,true,true,true,,,true,,true,true,true,,true,true,,,,,,,,false,,,,true,,,,true,true,,,,,,true,,,false,,
1128,116462,1,true,0,13,0,true,2,3,1,true,0,0,0,0,0,1,true,0,1,true,true,true,3,true,true,true,true,true,true,,,true,,true,true,true,true,true,true,,,true,,,true,true,,true,true,,,true,,,,,true,true,,true,true,,,,true,true,,,,,,,true,,false,,
1129,137663,1,true,2,2,0,true,1,1,0,false,1,1,0,1,1,0,true,0,1,true,false,true,1,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,true,,true,false,true,,,,,,,false,true,,true,true,true,,,true,true,,,true,,,false,true,,false,,
1130,119480,1,true,4,4,0,true,2,2,8,true,4,4,50,4,4,16,true,1,1,false,true,true,8,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,,true,,true,true,true,,true,false,true,,,,true,,,false,true,,true,,true,,,true,true,,true,,,,true,,,false,,
1131,108863,1,true,2,3,0,true,1,1,1,true,0,0,1,0,0,1,false,0,0,true,true,true,12,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,true,true,true,,true,,true,true,true,,,,,,,true,true,,true,,true,,,true,true,,,,,,,true,,false,,
1132,137392,1,true,1,2,0,true,0,1,0,false,,,,,,,false,1,1,true,true,true,3,true,true,true,false,true,true,,false,false,,true,true,true,true,true,true,,,,,,false,true,,true,false,true,,,,,,,false,true,,,false,false,,false,true,true,,,,,,true,false,,false,,
1133,306768093,1,true,4,1,0,true,4,3,1,false,,,,,,,false,,,false,true,false,,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,true,false,true,false,true,,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,,
1134,108676,1,true,5,5,0,true,2,1,1,true,1,1,1,2,2,1,true,0,1,true,true,true,6,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,,,true,true,true,,true,true,,,,,true,,,false,true,,true,true,,,true,true,true,,,false,,true,false,true,,false,,
1135,116670,1,true,0,4,0,true,1,1,1,false,,,,,,,false,,,true,true,true,12,true,true,true,false,true,true,,,true,,true,true,true,true,true,true,,,true,,,true,true,,true,true,true,,,,,,,true,true,true,true,true,,,,true,true,,,,,,,true,,false,,
1136,118925,1,true,2,2,0,true,1,1,0,false,,,,,,,true,0,1,true,true,true,3,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,,,,,false,,true,,,true,,,,,,true,,true,true,true,,,true,true,true,,true,,,,,,,false,,
1137,110810,1,true,4,4,0,true,0,0,4,true,0,0,0,0,0,0,false,,,true,true,true,12,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,true,true,true,true,true,,true,true,,,,,,,,true,true,,,,,,,true,true,,,,,,true,,,false,,
1138,114384,1,true,1,1,1,true,1,1,1,false,,,,,,,true,1,1,true,false,true,3,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,false,,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,,
1139,108058,1,true,4,5,0,true,0,0,1,true,2,2,0,1,1,1,true,1,1,true,true,true,3,false,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,,true,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,false,,
1140,205158001,1,true,1,3,0,true,1,1,0,false,,,,,,,true,1,1,false,false,true,12,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,true,,true,true,true,,true,true,,,,true,true,true,true,true,true,,,true,true,,,,,true,,,,false,,
1141,113998,1,true,0,1,0,true,0,0,0,false,,,,,,,false,,,true,true,true,12,true,true,true,true,true,true,,,true,,true,true,true,true,true,true,,,true,,true,,true,,true,true,true,,,,,,,true,true,true,true,true,,,,true,true,,,,,,,true,,true,2022,0
1142,138027,2,true,2,2,1,true,1,1,1,false,,,,,,,true,0,1,false,true,true,3,true,true,true,false,true,true,,false,,,true,true,true,true,true,true,,,,,true,true,false,,true,true,false,,,,,,,true,true,,true,false,true,,true,true,true,,true,,,,,,,false,,
1143,135669,3,true,1,1,0,true,2,1,0,false,,,,,,,true,0,1,false,true,true,6,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,true,,false,,,,,,,,,true,true,true,true,,true,,,true,true,true,,,,,true,,,false,,
1144,129963,4,true,2,2,1,true,2,1,3,false,,,,,,,true,0,1,false,true,true,3,true,true,true,false,true,true,,,,,,true,true,true,true,true,,,true,true,true,true,true,,true,true,,,,,,,,true,,true,true,true,,,,true,true,,,true,,,,,,true,2022,10
1145,119495,1,true,2,2,0,true,1,1,0,false,,,,,,,true,0,1,true,true,true,14,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,,,true,true,true,,true,true,,,true,,,,,false,true,,true,,true,,,true,true,,,,,,true,,,false,,
1146,110701,1,true,2,2,0,true,1,1,0,false,,,,,,,true,0,1,true,false,true,12,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,true,true,true,true,false,,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,2014,0
1147,114418,1,true,14,14,0,true,2,2,2,true,3,3,12,2,1,29,true,0,1,true,true,true,6,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,false,false,false,false,false,true,true,true,,true,true,false,false,true,false,false,false,false,true,true,false,true,false,true,false,false,true,true,false,true,true,false,false,true,false,false,false,,
1148,119615,1,true,5,4,0,true,1,1,0,true,1,1,1,1,1,1,true,0,1,false,true,true,6,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,true,true,,true,,true,true,true,,,,,,,true,true,true,true,true,true,,true,true,true,,,,,,true,,,false,,
1149,118271,1,true,3,6,0,true,2,1,1,true,3,1,1,2,1,0,true,1,1,true,true,true,9,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,true,,true,true,true,true,false,false,false,false,false,true,true,false,true,false,true,false,true,true,true,false,false,true,false,true,false,true,false,false,,
1150,127012,1,true,10,10,0,true,4,1,2,false,,,,,,,true,1,1,false,true,true,1,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,false,,true,,,true,,,,,,true,true,,true,,true,,true,true,true,,,,,,,,,false,,
1151,100669013,1,true,2,2,0,true,1,1,0,false,,,,,,,false,,,true,true,true,28,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,true,,true,true,,,,,,,,true,true,true,true,true,true,,,true,true,,,true,,,,,,false,,
1152,205165008,1,true,1,1,0,true,1,1,0,true,0,0,0,0,0,1,true,1,1,false,true,true,15,false,true,true,false,true,true,,,,,true,true,true,true,true,true,,,false,,true,,false,,true,,false,true,,,,,,false,,,,,true,,,true,true,,,,,,,,,false,,
1153,135670,3,true,0,1,0,true,1,1,0,false,,,,,,,false,,,false,true,true,6,true,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,false,false,false,false,true,false,true,,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,2024,7
1154,609018010,2,false,,,,false,,,,false,,,,,,,false,,,false,true,false,,true,true,true,false,true,,,,,,true,,true,true,true,,,,,,,,false,,false,,,,,,,,,false,,,true,,true,,,true,true,,,,,,,,,false,,
1155,130633,1,true,1,1,0,true,0,0,1,false,,,,,,,true,0,1,true,true,true,3,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,,false,,true,true,true,,,,,,,false,true,true,true,true,,,,true,true,,,,,,,,,false,,
1156,116754,1,true,0,12,1,true,1,1,0,true,0,2,0,2,2,0,true,0,1,true,true,true,6,true,false,true,false,true,true,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,,
1157,119491,1,true,6,2,0,true,4,2,12,true,3,1,1,2,1,1,true,0,3,false,true,true,2,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,true,,true,true,true,,true,true,,,,,,,,false,true,,true,,true,,,true,true,,,,,,true,true,,false,,
1158,119688,12,true,0,6,1,true,1,1,1,true,0,1,0,1,1,0,false,,,true,true,true,6,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,false,true,,true,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,false,true,true,false,true,false,false,false,false,true,false,true,2014,60
1159,205158018,1,true,1,1,0,true,0,0,1,false,,,,,,,false,,,false,false,true,3,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,false,,true,true,,true,true,true,,,,false,true,,true,,,true,true,true,true,,,,,,,,,false,,
1160,109536,1,true,4,4,0,true,1,1,1,true,2,2,2,2,2,1,true,1,1,false,false,true,6,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,false,true,false,true,false,false,,true,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,,
1161,102900,1,true,0,12,0,true,1,2,0,true,0,1,1,0,1,1,false,,,true,true,true,12,true,true,true,false,true,true,,false,true,,true,true,true,true,true,true,,,true,true,true,true,true,,true,,true,,,,,,,false,true,,,true,,,,true,true,,,true,,,true,,,true,2024,2
1162,136227,1,false,,,,false,,,,true,2,2,1,1,1,1,true,1,1,false,true,true,3,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,true,,,,true,,true,,,true,,,,,,false,,true,true,true,,,,true,true,,,true,,,true,,,false,,
1163,120513,1,true,2,2,0,true,1,1,0,true,1,1,0,1,1,0,true,0,1,true,true,true,5,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,true,true,false,,true,,,,true,,,,,false,true,,,,true,,,true,true,,,,,,,,,false,,
1164,115134,1,true,3,3,0,true,2,1,1,false,,,,,,,true,0,1,true,false,true,1,true,true,true,false,true,true,false,false,true,false,true,true,true,true,true,true,false,false,false,false,true,true,true,,true,false,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,true,2024,3
1165,130431,1,true,4,4,2,true,2,3,1,true,2,2,2,2,2,4,true,1,1,true,true,true,10,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,,true,true,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,true,true,false,true,false,false,false,false,true,false,false,,
1166,111036,1,true,2,6,0,true,2,2,2,true,2,0,0,1,0,0,true,1,0,false,true,true,10,true,true,true,true,true,true,false,true,true,,true,true,true,true,true,true,,,true,,true,true,true,,true,false,true,true,,,,,,true,true,,,true,,,true,true,true,,,true,,,,,,false,,
1167,109497,1,true,2,1,0,true,0,0,1,true,0,0,0,0,0,1,true,0,1,true,false,true,12,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,,,,true,true,,true,true,true,,true,,,,,false,true,true,true,true,true,,true,true,true,,,,,,,true,,false,,
1168,117215,1,true,2,2,0,true,2,1,0,true,1,1,0,0,0,0,true,0,1,true,true,true,7,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,true,true,,true,true,,true,true,,true,,true,true,,,false,true,true,true,true,,false,true,true,true,,true,,,,,true,,true,2023,0
1169,108386,1,true,1,1,0,true,0,0,1,true,1,1,0,1,1,1,true,1,1,true,true,true,3,true,true,true,false,true,true,,,,,true,,true,true,true,true,,,,,,true,false,,true,,,true,,,,,,false,true,,true,true,,,,true,true,,,,,,,,,false,,
1170,114479,1,true,6,8,0,true,3,3,0,true,1,1,0,1,1,1,true,0,1,true,true,true,2,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,false,true,,true,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,false,false,false,false,true,false,true,2020,2
1171,139018,4,true,0,3,0,true,0,1,0,true,0,1,1,0,1,1,true,0,1,true,true,true,6,true,true,true,false,false,,,,,,,,true,true,true,true,,,true,,,,true,,true,true,false,,,,,,,true,true,,,,true,,,true,true,,,true,,,,,,true,2022,15
1172,138416,1,true,8,8,3,true,3,2,0,true,3,3,3,2,1,0,true,0,1,true,false,true,2,true,true,true,true,false,,,,,,,,true,true,true,true,,,true,true,true,true,true,,true,,true,,,,,,,true,true,,true,true,true,,,true,true,,,,,,true,,,false,,
1173,126945,1,true,9,2,1,true,2,1,1,false,,,,,,,false,,,false,true,true,6,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,,true,,true,true,true,,,,,,,true,true,true,,true,,,true,true,true,,false,,,,,true,,false,,
1174,108452,1,true,0,12,0,true,3,2,0,false,,,,,,,true,0,3,true,false,false,,true,true,true,true,true,true,,true,,,,true,true,true,true,true,,,,,,,true,,true,,true,,,,,,,false,,,true,,,true,,true,true,,,,,,true,,,false,,
1175,116540,1,true,9,12,0,true,3,3,1,true,3,3,0,4,4,1,true,1,1,true,false,true,24,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,true,true,false,false,true,true,false,true,false,false,false,false,false,false,false,,
1176,119527,1,true,1,1,0,true,1,1,0,true,0,0,1,1,1,0,true,0,1,false,false,true,3,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,true,true,,true,true,,,,,,,,false,true,,true,true,true,,true,true,true,,true,,,true,,,,false,,
1177,101449,1,true,4,4,0,true,2,1,0,true,1,2,0,0,0,0,false,1,1,true,true,true,9,true,true,true,false,true,true,,true,,,true,,true,true,true,true,,,true,,true,true,true,,true,false,true,,,,,,,false,true,false,true,true,,,,true,true,,,,,false,false,true,true,false,,
1178,108717,5,true,0,18,6,true,1,1,0,false,,,,,,,true,0,1,true,true,true,8,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,false,,
1179,136893,1,true,3,2,1,false,,,,false,,,,,,,false,,,false,false,false,,true,false,true,false,true,true,,,,,,,true,true,true,true,,,true,,,,false,,true,true,,true,,,,,,false,true,true,true,true,true,,,true,true,,,,,,,,,false,,
1180,108752,1,true,1,1,0,true,2,2,1,true,1,1,1,2,1,1,true,1,1,true,true,true,2,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,true,false,false,false,false,false,false,true,,true,true,true,false,false,false,false,false,false,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,,
1181,111021,1,true,1,1,0,true,1,1,1,true,0,0,0,1,0,0,true,0,1,true,true,true,5,false,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,,false,,true,true,true,,true,,,,,false,,,,true,true,,true,true,true,true,true,,,,,,,false,,
1182,114422,1,true,7,3,1,true,1,1,1,false,,,,,,,true,1,1,true,false,false,,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,false,,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,,
1183,118960,1,true,3,3,0,true,1,1,0,true,0,1,1,1,1,0,false,,,true,false,true,3,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,,true,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,true,true,false,true,false,false,false,false,true,false,true,2020,3
1184,130439,1,true,3,3,1,true,3,3,2,true,2,2,1,3,3,2,true,1,1,true,true,true,2,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,true,,,true,true,,true,true,true,,true,,,,,true,true,true,true,true,,,false,true,true,,,true,,,true,,,true,2022,2
1185,120505,1,true,3,3,1,true,2,1,11,true,2,2,2,1,1,2,true,1,1,true,true,true,12,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,,true,,true,true,false,,true,true,,true,,,,,,true,true,true,true,true,true,,true,true,true,,,,,,,,,false,,
1186,108662,1,true,0,2,0,true,0,0,2,false,0,0,1,0,0,1,false,,,false,true,true,3,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,2024,0
1187,116640,1,true,2,2,0,true,1,1,1,true,1,1,1,1,1,1,false,,,true,false,true,9,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,true,,,true,true,,true,true,true,,,,,,,true,true,true,true,,,,,true,true,,,true,,,,,,false,,
1188,129961,1,true,1,1,0,true,1,1,1,false,,,,,,,true,0,1,true,false,true,3,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,,,,true,true,false,true,,true,false,true,,,,,,,true,,true,,,,,,true,true,,,true,,,,,,true,2022,15
1189,105058,2,true,4,4,0,true,2,2,1,false,,,,,,,true,1,1,false,true,true,3,true,true,true,true,true,true,false,true,,true,true,true,true,true,true,true,,,true,,true,true,true,,true,,true,,,,,,,true,true,true,true,true,,,,true,true,,,,,,,true,,false,,
1190,123660,1,true,4,4,2,true,2,1,1,true,1,1,0,1,1,0,true,0,1,true,true,true,12,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,true,true,true,true,true,,true,,true,,,,,,,true,true,true,true,true,,,,true,true,,true,true,,,true,,,false,,
1191,131349,1,true,1,1,0,true,1,1,1,false,,,,,,,true,0,1,true,true,true,12,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,,true,true,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,,
1192,129799,2,true,1,1,0,true,1,1,0,false,,,,,,,false,,,false,false,false,,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,,
1193,113985,1,true,2,2,0,true,1,1,0,false,,,,,,,false,,,true,false,true,12,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,,true,true,true,true,true,,true,true,,,,,,,,true,true,,true,,true,,,true,true,,true,true,,,,,,false,,
1194,110664,1,true,2,2,0,true,1,1,0,false,,,,,,,true,0,1,true,false,true,12,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,true,,true,,true,,,,,,,false,true,true,true,,true,,,true,true,,,true,,,true,,,false,,
1195,101599,12,true,4,3,0,true,1,0,2,true,1,0,1,2,0,1,true,0,1,true,true,true,3,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,false,,true,true,,,,,,,,true,true,true,true,true,true,,,true,true,,true,,,,,,,false,,
1196,115445,1,true,12,12,2,true,4,4,0,true,6,6,1,3,3,1,true,0,1,false,true,true,9,true,false,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,true,false,true,true,,true,false,false,false,true,false,false,false,false,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,,
1197,108748,1,true,4,4,2,true,2,2,0,false,,,,,,,false,,,true,true,true,15,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,,true,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,true,false,false,false,true,false,false,false,,
1198,136530,1,true,0,2,0,true,0,0,1,false,,,,,,,false,,,false,false,true,5,true,false,true,false,false,,,,,,,,true,true,true,true,,,true,true,true,true,false,,true,true,,,,,,,,false,true,,true,true,true,,,true,true,,,,,,,,,false,,
1199,108831,1,true,0,4,0,true,1,1,1,true,0,1,0,1,1,0,false,,,true,true,true,6,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,,
