id,eiin,geographical_position,has_student_toilet,total_toilet_for_boys,total_toilet_for_girls,total_toilet_for_special_needs,has_teacher_toilet,total_toilet_for_male_teachers,total_toilet_for_female_teachers,total_toilet_for_commons,has_wash_block,total_wash_block_for_boys,total_wash_block_for_girls,total_wash_block_for_girls_with_napkin_facility,total_wash_block_for_male_teachers,total_wash_block_for_female_teachers,total_wash_block_for_commons,has_common_room,total_common_room_for_boys,total_common_room_for_girls,has_pta,has_fast_aid_box,conducts_cleaning_program,cleaning_program_number,has_playground,conducts_assembly,celebrates_national_days,has_shahid_minar,conducts_co_curricular_activities,annual_cultural_program,bncc,scout,girls_guide,rover,annual_sports,debate,conducts_awareness_programs,baalyabibaha_rodh,evtijing_protirodh,madok_birodhi_karyakram,sontrash_birodhi_karyakram,jangibad_domon_karyakram,nirapod_shorok_chai_karyakram,community_interaction,acid_nikkhep_protirudh,booling_protirudh,has_boundary_wall,boundary_type,has_safe_water,tubewell,deep_tubewell,supply_water,tap_water,rain_water,purifying_plant,fountain,well,has_ramp_for_disabled,sports_field,garden,open_space,enclosed_with_plants,few_plants,no_plants,pond_or_waterbody,has_electricity,national_grid,generator,solar,has_boundary_marked_wall,has_pond,has_temporary_wall,has_permanent_wall,has_partial_wall,has_natural_wall,was_flooded,flooded_year,days_closed_for_flood
17031,113434,1,true,0,8,4,true,1,1,1,true,0,9,0,0,0,0,false,,,true,true,true,15,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,,true,true,false,false,false,false,true,false,false,true,true,true,true,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,,
17032,120023,1,true,2,2,0,true,2,1,0,false,,,,,,,true,0,1,true,true,true,6,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,true,,true,true,true,true,true,,,,,false,true,true,,true,,,true,true,true,,,,,,false,true,,false,,
17033,127546,1,true,2,4,0,true,2,1,0,false,,,,,,,true,0,1,false,true,true,6,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,false,false,true,false,true,false,true,,true,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,,
17034,117832,1,true,9,11,0,true,3,1,0,false,,,,,,,true,0,2,true,true,true,20,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,true,,true,true,true,,true,true,true,false,true,,,,,true,true,true,true,,true,,true,true,true,,true,,,,true,,,false,,
17035,109166,1,true,1,1,0,true,1,0,1,false,,,,,,,false,,,false,true,true,15,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,false,,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,,
17036,138804,1,true,4,4,1,true,2,2,1,true,1,1,1,1,1,1,true,1,1,true,true,true,6,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,true,,true,,true,,true,,true,,,,,,,true,true,true,true,,true,,,true,true,true,,,,,true,,,false,,
17037,135070,1,true,6,4,0,true,3,2,2,false,,,,,,,true,0,1,true,false,true,15,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,,true,,false,,true,true,,,,,,,,false,true,true,,,true,,,true,true,,,,,,,,,true,2025,15
17038,127825,1,true,1,1,0,true,1,1,1,false,,,,,,,true,0,1,true,true,true,12,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,true,false,,true,true,,,,,,,,false,true,,true,true,,,,true,true,,,,,,,,,false,,
17039,121162,1,true,1,1,0,true,1,1,1,false,,,,,,,true,8,0,false,false,true,5,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,,,true,true,true,,true,,true,,,,,,,false,true,,,true,,,,true,true,,,,,,,true,,false,,
17040,122896,1,true,0,2,0,true,1,0,0,false,,,,,,,false,,,true,false,true,2,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,false,false,true,true,,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,,
17041,100860,1,true,1,1,0,true,1,1,0,false,,,,,,,true,0,1,true,true,true,9,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,,true,,true,,true,,true,,,,,false,true,,true,true,,,,true,true,,,true,,,,,,true,2024,1
17042,123610,8,true,2,2,0,true,0,0,1,true,0,0,0,0,0,2,true,0,1,false,false,false,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,,true,false,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,,
17043,136121,1,true,24,12,0,true,12,6,10,false,,,,,,,true,1,1,false,true,true,12,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,,true,,true,,true,,true,true,,,,,,true,true,true,true,true,,,true,true,true,,,true,,,,,,false,,
17044,110549,1,true,2,2,0,true,1,1,0,true,1,1,0,1,1,2,false,,,true,true,true,7,true,true,true,true,true,true,,,,,true,true,true,true,,true,,,true,false,true,true,false,,true,true,,,true,,true,,,false,true,,true,true,,,,true,true,,,,,,,,,false,,
17045,123188,8,true,1,1,0,true,1,1,0,true,0,1,0,0,0,1,true,0,1,true,false,true,6,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,true,,true,false,true,,true,true,true,,,,,,,false,true,true,,true,,,,true,true,,,,,,true,,,false,,
17046,134810,1,true,2,2,0,true,1,1,1,true,1,1,1,1,1,1,true,0,1,true,true,true,15,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,,true,,true,true,true,,true,,,,,false,true,true,true,true,true,,true,true,true,,true,true,,,,true,,false,,
17047,110263,1,true,0,8,0,true,2,2,1,false,,,,,,,true,0,1,true,true,true,3,true,true,true,true,true,true,true,true,,,true,true,true,true,true,true,,,true,,,,true,,true,true,,,true,,,,,true,true,true,true,true,,,,true,true,,,,,,true,,,false,,
17048,104977,10,true,2,2,0,true,1,0,0,false,,,,,,,true,0,1,true,true,true,6,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,,,true,true,true,,true,true,true,,,,,,,true,true,true,true,true,false,false,true,true,true,,,true,,,true,,,false,,
17049,134540,1,true,0,1,0,true,0,0,1,false,,,,,,,false,,,true,true,true,6,true,true,true,false,true,true,,,true,,true,true,true,true,true,true,,,true,,,,false,,false,,,,,,,,,false,true,,true,,,,,true,true,,,,,,,,,false,,
17050,121924,1,true,1,1,0,true,1,1,1,false,,,,,,,true,0,1,true,true,true,3,true,true,true,false,true,true,,true,false,true,true,true,true,true,true,true,,,true,,,true,true,,true,true,,true,true,,,,,false,true,,true,true,,,true,true,true,,,true,,,true,true,,false,,
17051,110300,1,true,9,9,0,true,4,3,0,true,3,3,3,2,2,0,false,,,true,true,true,9,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,true,,true,true,true,,true,true,,,,,,,,false,true,true,true,true,,,false,true,true,,,,,,true,,,false,,
17052,116577,1,true,1,1,0,true,1,1,0,false,,,,,,,true,0,2,true,true,true,45,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,false,,true,true,false,,true,true,,,,,,,,true,true,true,true,true,true,,true,true,true,,,,,,,,,false,,
17053,122735,1,true,1,1,0,true,0,0,1,false,,,,,,,true,0,1,true,true,true,6,true,true,true,false,true,true,,,true,,true,true,true,true,true,true,,,true,true,true,true,false,,true,true,,,,,,,,false,true,,true,,true,,,true,true,,,,,,,,,false,,
17054,125001,1,true,3,2,0,true,1,1,1,false,,,,,,,true,0,1,true,true,true,3,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,true,false,false,true,true,true,false,true,,true,true,false,false,true,false,false,false,false,true,true,false,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,,
17055,138928,1,true,2,3,1,true,1,1,0,true,1,1,0,1,1,0,true,0,1,false,false,true,3,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,,,true,,true,,true,true,,true,,,,,,false,true,,true,,true,,,true,true,,,,,true,,,,false,,
17056,133846,1,true,6,6,0,true,2,2,1,true,1,1,1,1,1,1,false,,,true,true,true,54,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,,,true,true,true,true,true,,true,true,true,,true,,,,,true,,true,true,true,true,,,true,true,,,,,,true,,,false,,
17057,117967,1,true,0,2,0,true,0,0,1,true,0,0,0,0,0,1,false,,,true,false,true,3,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,false,,true,,true,,,,,,,false,true,,,,true,,true,true,true,,,,,,,,,false,,
17058,609023057,1,true,10,10,0,true,1,1,0,true,5,5,0,1,1,0,true,1,3,true,true,true,10,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,,,,true,,true,,true,,,,,,,false,true,,true,true,,,,true,true,,,,,,,true,,false,2,
17059,122168,1,true,1,1,0,true,1,1,0,false,,,,,,,true,0,1,false,false,true,6,false,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,true,,false,,true,true,,,,,,,,false,false,,true,false,true,,,true,true,,,,,,,,,true,2022,2
17060,302614121,1,true,3,0,0,true,2,0,0,false,,,,,,,false,,,false,false,true,9,true,false,true,false,true,true,,,,,,,true,true,true,true,,,true,,,,false,,true,,true,,true,,,,,false,true,,,true,,,,true,true,,true,,,,,,,false,,
17061,121195,1,true,12,12,1,true,3,3,2,true,1,1,2,1,1,1,true,1,1,false,true,true,6,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,,,true,,false,,true,true,,,true,,,,,true,true,true,true,true,,,,true,true,,,,,,,,,false,,
17062,121063,1,true,2,2,1,true,1,1,0,false,,,,,,,true,0,1,false,false,true,1,true,false,true,true,true,true,,,,,true,true,true,true,true,true,,,true,,true,true,false,,true,false,true,false,,,,,,false,true,,true,true,,,,true,true,,,,,,,,,false,,
17063,127902,1,true,1,1,0,true,0,0,10,false,,,,,,,true,0,1,true,true,true,12,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,,true,true,false,false,false,false,false,false,false,false,true,false,true,true,false,false,true,true,true,false,true,true,false,true,false,true,false,false,,
17064,117409,1,true,0,15,0,true,2,2,1,true,0,4,0,0,0,0,false,,,false,true,true,3,true,true,true,true,true,true,true,,true,,true,,true,true,true,true,,,true,true,,,true,,true,,true,,,,,,,true,true,,true,,true,,,true,true,,,,,,true,,,false,,
17065,137567,1,true,1,1,0,true,1,1,0,true,1,1,0,1,1,0,false,,,true,true,true,6,true,true,true,true,true,true,,,,,true,,true,true,,,,,true,,,true,true,,true,,true,,,,,,,true,true,true,true,true,,,true,true,true,,,,,,true,,,true,2016,3
17066,139233,1,true,3,3,0,true,1,1,2,true,1,1,0,1,1,0,true,0,1,true,true,true,3,true,true,true,false,true,true,,,true,,true,true,true,true,true,true,,,,,true,true,true,,true,true,true,,true,,,,,false,true,,true,,,true,,true,true,,,,,,true,,,false,,
17067,139097,5,true,0,3,0,true,1,1,0,false,,,,,,,true,0,1,true,true,true,3,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,,,true,false,,true,true,,,,,,,,false,true,true,true,true,true,,,true,true,,true,,,,,,,true,2024,8
17068,113206,1,true,8,5,0,true,2,1,0,false,,,,,,,true,0,1,false,true,true,12,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,,,true,true,false,,true,true,,,true,,,,,false,true,,true,true,true,,,true,true,,,,,,,,,false,,
17069,128156,1,true,3,2,1,true,1,1,1,true,0,0,0,1,0,0,true,1,1,true,true,true,6,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,,true,true,false,false,false,false,false,false,false,true,true,false,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,false,,
17070,123871,1,true,0,3,1,true,1,1,2,true,0,1,1,1,0,0,true,0,1,true,true,true,12,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,true,,true,true,true,true,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,,
17071,122914,1,false,,,,false,,,,false,,,,,,,true,0,1,true,true,true,6,true,true,true,true,true,true,,true,,,true,true,true,true,true,true,,,,,true,,true,,true,true,,,,,,,,false,true,,true,,true,,,true,true,,,,,,,true,,false,,
17072,114566,1,true,4,4,0,true,1,1,1,false,,,,,,,true,1,1,true,false,true,6,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,false,,true,,true,,false,,,,,,,,,false,true,true,true,true,false,,,true,true,,,,,true,,true,,false,,
17073,113858,1,true,2,3,0,true,2,1,1,true,1,1,1,1,1,0,true,0,1,true,true,true,3,true,true,true,true,true,true,false,true,,,true,true,true,true,true,true,,,true,,,true,false,,true,true,true,,true,,,,,false,true,,true,true,true,,,true,true,,true,,,,,,,false,,
17074,125933,1,true,0,6,4,true,2,1,1,true,0,6,1,1,1,0,true,0,0,true,true,true,6,true,true,true,false,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,false,false,true,true,,true,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,false,true,true,false,true,false,false,false,true,false,false,false,,
17075,115032,1,true,3,5,1,true,2,1,2,true,1,1,1,1,1,0,true,0,1,true,true,true,18,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,,,,,true,,true,,,,,true,true,,,true,true,true,true,true,,,true,true,true,,true,,,,true,,,true,2024,6
17076,306758025,1,true,1,1,0,true,1,1,0,false,,,,,,,false,,,true,true,true,12,false,true,true,false,true,true,false,,,,true,true,true,true,true,true,,,true,false,true,true,true,,true,,true,,,,,,,false,,,,,true,true,false,true,true,,,true,,,,,,false,,
17077,117842,1,true,3,1,0,true,2,1,0,false,,,,,,,true,0,1,true,true,true,3,true,true,true,false,true,true,false,,,,true,true,true,true,true,true,,,true,,,,true,,true,true,,,true,,,,,false,true,,true,true,,,,true,true,,,,,,true,,,false,,
17078,114460,1,true,45,18,0,true,4,3,0,false,,,,0,,,true,1,1,true,true,true,6,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,,true,true,false,true,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,,
17079,137030,1,true,0,1,0,true,0,0,1,false,,,,,,,true,0,1,true,true,true,6,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,true,false,true,false,true,,true,true,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,false,true,2022,10
17080,453936140,1,true,4,0,0,true,2,0,0,false,,,,,,,false,,,false,false,true,6,false,false,false,false,false,,,,,,,,true,,,true,,,,,,,true,,true,true,,,,,,,,false,,,true,true,,,,true,true,,,,,true,,,,false,,
17081,137904,1,true,3,3,1,true,1,1,0,true,2,2,0,1,1,0,false,,,true,true,true,12,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,,,true,true,false,,true,,true,,,,,,,false,true,,,true,,,,true,true,,,,,,,,,true,2024,2
17082,113198,1,true,9,5,0,true,2,1,1,true,0,1,1,0,1,0,true,0,1,false,true,true,90,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,,true,,true,,true,,true,,,true,,,,,,false,true,true,,,,,,true,true,,,true,,,,,,false,,
17083,100539,1,true,5,5,0,true,1,1,0,true,0,1,0,0,0,1,false,,,true,true,true,9,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,false,,true,,true,,,,,,,true,true,true,true,true,,,true,true,true,,,,,,,,,true,2024,7
17084,138314,1,true,0,4,0,true,1,1,1,false,,,,,,,false,,,true,true,true,10,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,,true,false,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,,
17085,101024,1,true,2,4,0,true,0,0,1,false,,,,,,,false,,,true,true,true,24,true,true,true,true,true,true,false,false,false,,true,true,true,true,true,true,,,,,true,true,true,,true,true,true,,,,,,,true,true,,true,true,true,,,true,true,,,,,,,true,,false,,
17086,119036,1,true,0,2,0,true,1,0,0,false,,,,,,,false,,,false,false,false,,true,true,true,false,true,true,,,true,,true,,true,true,true,,,,,,,,true,,true,true,false,,,,,,,false,true,,true,,,true,,true,true,,,,,,true,,,true,2024,0
17087,101081,1,true,2,2,0,true,2,1,0,false,,,,,,,true,0,1,true,false,true,21,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,true,,true,,true,,,,,,,false,true,true,true,true,,,true,true,true,,,true,,true,,true,,true,2024,7
17088,126590,1,true,1,1,0,true,1,1,0,false,,,,,,,false,,,true,true,true,6,true,true,true,false,true,true,,,,,,true,true,true,true,true,,,,,,,false,,true,true,true,,,,,,,true,true,,true,true,,,,true,true,,,,,,,,,false,,
17089,100124,3,true,8,8,1,true,3,2,0,true,2,2,1,2,2,0,true,1,1,true,true,true,12,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,true,true,true,true,,true,,true,,,true,true,,,true,true,true,true,true,,,,true,true,,,,,,true,,,true,2024,2
17090,114121,1,true,2,2,0,true,1,1,1,false,,,,,,,true,0,1,true,true,true,6,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,true,true,,true,true,,true,true,,,,,true,true,true,true,true,,,true,true,true,,,,,,true,true,,false,,
17091,111563,1,true,2,2,0,true,0,0,1,false,,,,,,,false,,,true,true,true,2,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,,,,true,true,,true,true,,true,true,,,,,false,true,true,true,true,,,true,true,true,false,,,,,,true,,false,,
17092,139573,1,true,1,1,0,true,0,0,1,true,1,1,0,1,1,0,false,,,true,true,true,6,true,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,false,false,true,true,true,true,true,,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,true,false,false,true,false,false,true,false,false,false,,
17093,135051,1,true,1,1,1,true,0,0,1,false,,,,,,,true,0,1,false,true,true,12,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,true,,true,,true,,true,,,,,,,true,true,true,true,true,true,,,true,true,,,,,true,,true,,false,,
17094,114323,1,true,12,12,6,true,4,2,1,true,8,8,0,2,2,0,true,1,1,true,true,true,12,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,true,,true,true,true,,,,,,,true,true,true,true,true,,,,true,true,,,,,,true,,,false,,
17095,3bf0488a-72e7-4a59-b601-44507aad4d66,1,true,10,6,0,true,4,2,0,false,,,,,,,false,,,true,true,true,10,true,true,true,false,true,true,,true,,,true,,true,true,true,true,,,true,true,true,true,true,,true,,true,,,,,,,false,true,true,,,true,,,true,true,true,,,,true,,,,false,,
17096,124514,1,true,12,12,2,true,2,2,1,true,10,10,2,6,2,2,true,0,1,true,true,true,6,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,true,,true,true,,,true,,,,,true,true,,,,true,,,true,true,,,,,,true,,,false,,
17097,137801,1,true,1,1,0,true,1,1,1,true,1,1,1,1,1,1,true,0,1,false,true,true,2,true,true,true,false,true,,,,,,true,,true,true,true,true,,,true,,,,false,,true,true,,,true,,,,,false,true,,true,,true,,,true,true,,,,,,,,,false,,
17098,101112,1,true,50,0,5,true,6,2,1,true,2,0,0,1,1,0,true,2,0,true,true,true,6,true,true,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,true,,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,,
17099,113342,1,true,2,0,0,true,1,1,0,true,2,2,0,1,1,0,true,0,2,true,true,true,3,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,,true,true,true,false,true,false,false,false,false,true,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,true,false,false,,
17100,101587,10,true,2,2,0,true,1,1,1,true,0,0,1,0,0,0,true,0,0,true,true,true,3,true,true,true,false,true,true,,true,,,true,true,true,true,true,true,,,,,,true,false,,true,false,true,,,,,,,false,true,true,true,true,,,,true,,true,true,,,,,,,false,,
17101,126157,1,true,2,2,0,true,0,0,2,false,,,,,,,true,0,2,true,false,true,3,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,true,false,,true,true,,,,,,,,false,true,true,true,true,,,true,true,true,,,,,,,,,false,,
17102,401823037,1,true,1,1,0,true,0,0,1,false,,,,,,,false,,,false,true,true,60,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,,,,false,,true,true,,,,,,,,false,true,true,true,,true,,,true,true,,,,,,,,,false,,
17103,125564,1,true,10,0,0,true,1,1,1,true,3,0,0,0,0,1,false,,,true,true,true,3,true,true,true,true,true,true,false,true,,false,true,true,true,true,true,true,,,true,,true,true,true,,true,true,true,,,,true,,,false,true,true,true,true,,,,true,true,true,,,,,true,true,,false,,
17104,119699,1,true,5,5,0,true,2,2,0,true,5,5,0,1,1,0,true,0,1,true,true,true,9,true,true,true,false,true,true,,true,true,,true,true,true,true,true,true,,,true,true,true,true,true,,true,true,true,,,,,,,true,true,true,true,true,,,,true,true,,true,,,,true,,,false,,
17105,304833010,4,true,6,3,0,true,1,0,1,true,0,0,0,0,0,1,false,,,false,false,true,12,false,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,true,,true,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,false,true,true,false,false,false,false,false,false,,
17106,118931,1,true,2,2,0,true,1,1,2,false,,,,,,,false,,,true,false,true,6,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,true,true,,true,false,false,false,false,true,false,false,false,true,true,false,true,false,true,false,true,true,true,false,true,false,false,false,true,false,false,false,,
17107,554979030,5,true,0,8,0,true,1,3,0,false,,,,,,,false,0,,false,true,true,13,false,true,,false,true,true,,,,,,,false,,,,,,,,,,true,,true,true,true,,,,,,,false,false,,true,true,,,,true,true,,true,,,true,,,,false,,
17108,136085,1,true,1,1,0,true,1,1,1,false,,,,,,,true,0,1,true,true,true,10,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,,,,true,,true,,true,,,,,,,false,true,,true,,true,,,true,true,false,,,,,true,,,false,,
17109,121355,1,true,1,1,0,true,0,0,1,true,0,0,0,0,0,1,false,,,true,true,true,3,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,false,,true,true,,,,,,,,false,true,,true,true,true,,,true,true,,,,,,,,,false,,
17110,306758026,1,true,2,2,0,true,1,1,0,false,,,,,,,false,,,true,true,true,2,true,true,true,false,true,true,,true,,true,true,true,true,true,true,true,,,true,,true,,true,,true,,true,,,,,,,false,true,true,true,,true,,,true,true,,,,,,true,,,false,,
17111,109679,1,true,2,2,0,true,1,1,1,false,,,,,,,true,0,1,true,true,true,3,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,,,true,,true,,true,,true,true,true,,,,,,,false,true,true,true,true,,,,true,true,,,true,,,true,,,true,2024,20
17112,121001,1,true,2,2,0,true,1,1,0,true,1,1,1,1,1,1,true,0,1,true,true,true,12,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,false,,true,true,true,,,,,,,true,true,true,false,,true,,,true,true,,,,,,,,,false,,
17113,107107,1,true,8,8,0,true,4,2,0,true,4,1,0,4,2,0,true,1,1,true,false,true,3,true,true,true,true,true,true,true,,,,true,true,true,true,true,true,,,,false,true,,true,,true,,true,,,,,,,false,true,true,true,true,,,true,true,true,,,,,,true,,,false,,
17114,130065,4,true,0,9,2,true,1,1,0,false,0,,,0,,,true,0,0,true,true,true,6,false,true,true,false,true,true,false,,true,,true,true,true,true,true,true,,,true,,true,true,true,,true,true,,,,,,,,true,true,true,true,true,,,true,true,true,,,,,,,true,,true,2022,15
17115,133370,1,true,0,2,1,true,1,0,0,true,0,0,1,0,0,0,false,,,true,true,true,4,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,,true,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,true,false,false,false,false,true,false,false,,
17116,116007,1,true,0,4,0,true,1,1,0,false,,,,,,,false,,,true,true,true,12,true,true,true,true,true,true,,,true,,true,true,true,true,true,true,,,true,true,true,true,true,,true,true,,,,,,,,false,true,,true,true,,,,true,true,,,true,,,true,,,false,,
17117,113475,1,true,12,12,0,true,2,1,1,false,,,,,,,false,,,true,true,true,6,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,true,true,,true,true,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,true,true,false,true,false,false,false,false,true,false,false,,
17118,112995,1,true,4,4,0,true,2,2,0,true,0,0,0,1,1,1,false,,,false,false,true,2,true,true,true,true,true,true,,true,true,,true,true,true,true,true,true,,,true,,true,true,false,,true,,,,true,,,,,false,true,,true,false,true,,,true,true,,,,,,,,,true,2022,7
17119,115872,1,true,0,2,0,true,1,0,1,true,0,1,1,1,1,1,true,0,0,true,false,true,6,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,,
17120,118825,1,true,2,2,0,true,1,1,0,false,,,,,,,false,,,true,true,true,3,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,2025,0
17121,109070,1,true,0,9,0,true,2,1,1,true,0,1,0,1,1,0,true,0,1,true,true,true,4,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,true,,true,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,,
17122,120730,1,true,3,3,1,true,2,1,1,false,,,,,,,true,0,2,true,true,true,3,true,true,true,true,true,true,,,,,true,true,true,,,,,,,,,,true,,true,,true,,,,,,,true,true,true,true,true,true,,true,true,true,,,,,,true,,,false,,
17123,201967071,1,true,6,6,0,true,2,0,0,false,,,,,,,false,,,false,true,true,3,false,false,true,false,true,true,,,,,true,,false,,,,,,,,,,true,,true,,,,true,,false,,,false,,,,,true,false,,true,true,true,,true,,,,,,false,,
17124,118679,1,true,2,1,0,true,1,0,0,true,1,0,1,0,0,0,true,0,1,true,false,true,1,true,true,true,true,true,true,,true,true,,true,,true,true,true,true,,,,,true,,false,,true,,true,,,,,,,false,true,,,,true,,,true,true,,,,,,,,,true,2025,45
17125,453915010,1,true,2,1,0,false,,,,false,,,,,,,false,,,true,true,true,6,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,,,,,true,,true,true,true,,,,,,,false,true,true,,,true,,,true,true,,,,,,,true,,false,2,
17126,102383,3,true,6,5,0,true,1,1,1,true,1,1,0,1,1,0,true,0,1,true,true,true,6,true,true,true,false,true,true,,,,,true,true,true,true,true,true,,,true,,true,,false,,true,true,true,,,,,,,true,true,true,true,true,,,true,true,true,,true,,,,,,,true,2013,3
17127,113566,1,true,1,1,0,true,0,0,1,false,,,,,,,false,,,true,false,true,12,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,,true,false,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,,
17128,137638,1,true,2,1,1,true,1,1,0,false,,,,,,,true,0,1,true,true,true,24,true,true,true,true,true,true,,,,,true,true,true,true,true,true,,,true,true,true,true,true,,true,,true,,,,,,,false,true,true,true,,true,,,true,true,,,,,,true,,,false,,
