id,eiin,institution_type,maximum_level,student_type,approval_status,management_type,mpo_status,has_technical_attachment,technical_type,teaching_medium_bangla,teaching_medium_english,teaching_medium_english_version,teaching_medium_arabic,shifts_operated,has_build_approval,has_teaching_approval,has_full_approval,has_no_approval
3955,201294032,4,10,1,,2,2,FALSE,,FALSE,FALSE,,TRUE,3,,TRUE,FALSE,
3956,138030,6,3,3,,2,1,FALSE,3,TRUE,,,,1,,TRUE,,
3957,129969,4,7,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
3958,116755,3,4,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
3959,506475001,1,1,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
3960,456116035,5,14,2,,4,2,FALSE,,TRUE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE
3961,107883,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
3962,134211,4,6,2,,3,2,FALSE,,TRUE,,,,1,,,TRUE,
3963,400108006,5,9,2,,4,3,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
3964,104543,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3965,114900,1,2,3,,2,1,FALSE,,TRUE,TRUE,,,1,,,TRUE,
3966,129986,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3967,130716,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
3968,119013,1,2,3,,2,1,FALSE,,TRUE,,,,1,FALSE,,TRUE,
3969,208487020,1,1,3,,2,2,FALSE,,TRUE,FALSE,TRUE,,1,,,TRUE,
3970,106304,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
3971,115094,4,6,3,,2,1,FALSE,,TRUE,,,TRUE,1,TRUE,TRUE,TRUE,
3972,115087,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3973,456194147,1,2,3,,2,2,FALSE,,TRUE,,,,2,,,,TRUE
3974,110474,4,8,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
3975,117944,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3976,306758081,1,2,3,,2,3,FALSE,,TRUE,,,,2,,FALSE,,TRUE
3977,116762,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3978,120734,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,,TRUE,
3979,131802,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3980,123191,4,8,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3981,113674,4,6,3,,2,1,FALSE,,TRUE,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
3982,139206,1,2,2,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE
3983,456113101,4,10,1,,2,3,FALSE,,FALSE,FALSE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE
3984,117295,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3985,302614053,5,14,1,,2,2,FALSE,,TRUE,,,TRUE,1,TRUE,TRUE,,
3986,105813,4,6,3,,2,1,FALSE,,TRUE,,,TRUE,1,,,TRUE,
3987,408782028,6,3,3,,3,2,TRUE,7,TRUE,,,,1,,TRUE,TRUE,
3988,d8e1eb7b-c091-4362-86b1-d9aa8a950a4b,4,6,3,,3,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE
3989,132870,6,3,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
3990,114125,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
3991,100407,1,2,2,,2,1,TRUE,1,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
3992,121893,3,3,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
3993,119871,4,8,3,,2,1,TRUE,4,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
3994,303334002,1,2,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE
3995,101834,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
3996,124138,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
3997,118733,3,4,3,,2,1,TRUE,3,TRUE,,,,1,TRUE,TRUE,TRUE,
3998,124093,4,8,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
3999,102102,4,6,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE
4000,110888,1,2,3,,2,1,TRUE,1,TRUE,,,,1,TRUE,TRUE,TRUE,
4001,202290055,5,12,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,,
4002,557345002,1,1,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
4003,102675,4,6,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE
4004,104941,2,3,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4005,140115,6,3,3,,3,2,TRUE,7,TRUE,TRUE,,,1,FALSE,TRUE,TRUE,
4006,130255,4,6,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4007,137608,3,3,3,,2,3,FALSE,,TRUE,,,,1,,,TRUE,
4008,117512,1,2,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
4009,101491,1,2,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
4010,116665,4,9,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4011,100925002,1,2,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
4012,609120039,2,3,3,,3,2,FALSE,,TRUE,,,,1,,,,TRUE
4013,138053,6,3,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
4014,405747001,1,1,3,,2,2,FALSE,,TRUE,,,,2,,TRUE,,
4015,107855007,5,10,3,,3,2,FALSE,,TRUE,,,,1,TRUE,TRUE,,
4016,507655024,2,2,3,,2,2,FALSE,,,,TRUE,,2,TRUE,FALSE,,
4017,115243,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4018,115307,2,3,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4019,113281,1,2,3,,2,1,FALSE,,TRUE,TRUE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4020,105797,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4021,124463,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4022,201533009,4,6,2,,2,2,FALSE,,TRUE,,,,1,TRUE,,,
4023,128391,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4024,105270,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4025,139436,3,3,2,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4026,138585,3,3,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
4027,111476,4,6,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4028,132476,6,2,3,,5,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4029,106778,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4030,102723,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4031,108602,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4032,201582028,2,2,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
4033,129000,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4034,306704149,4,6,3,,2,2,FALSE,,TRUE,,,,1,,,,TRUE
4035,104374,4,2,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4036,453936077,5,15,2,,2,2,FALSE,,TRUE,TRUE,,TRUE,2,TRUE,,,
4037,b48ceda3-7635-4b4f-af5d-2d71b0060857,5,13,1,,2,3,FALSE,,TRUE,,,TRUE,1,,,,TRUE
4038,103268,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4039,116662,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4040,118646,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE
4041,137234,1,1,3,,1,3,FALSE,,TRUE,,,,2,TRUE,TRUE,TRUE,
4042,113247,4,6,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4043,134883,3,3,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4044,123210,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4045,119469,3,3,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4046,101408,4,6,3,,2,1,FALSE,,TRUE,TRUE,,FALSE,1,,,TRUE,
4047,302614031,1,2,3,,2,2,FALSE,,TRUE,,,,1,FALSE,,,TRUE
4048,108131,1,2,3,,2,1,FALSE,,TRUE,,,,2,,,TRUE,
4049,140095,6,3,3,,5,2,TRUE,5,TRUE,TRUE,,,1,,,TRUE,
4050,115337,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4051,131077,2,3,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4052,110914,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4053,101151,1,1,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4054,115853,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4055,121240,1,2,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4056,114369,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4057,456172061,1,1,3,,2,2,FALSE,,TRUE,,,,2,TRUE,TRUE,TRUE,
4058,133856,6,3,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4059,110943,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4060,119141,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4061,117835,1,2,3,,2,1,TRUE,1,TRUE,TRUE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4062,302638099,1,2,3,,3,3,FALSE,,TRUE,,,,2,,,,TRUE
4063,115190,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4064,114437,4,6,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE
4065,124364,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4066,136429,2,3,3,,2,2,FALSE,,,TRUE,,,1,,,TRUE,
4067,107308,3,4,3,,1,3,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4068,110835,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4069,105774,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4070,306852015,1,2,3,,2,2,FALSE,,TRUE,,,,2,,TRUE,,
4071,609127041,1,1,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
4072,115401,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4073,137418,1,1,3,,1,3,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4074,118315,1,2,2,,2,1,FALSE,,TRUE,,,,1,FALSE,,TRUE,
4075,121147,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4076,302696008,5,2,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
4077,127032,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4078,458967008,1,1,3,,2,3,FALSE,,TRUE,,,,2,,TRUE,,
4079,306876122,5,14,3,,2,2,FALSE,,TRUE,,,TRUE,3,,TRUE,,
4080,139804,1,2,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,FALSE
4081,106009,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4082,128536,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4083,114348,3,3,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4084,302614081,1,2,3,,2,2,FALSE,,TRUE,,,,2,TRUE,TRUE,TRUE,
4085,134673,4,6,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,,
4086,123031,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4087,134496,1,2,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,FALSE
4088,125699,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4089,131859,4,6,3,,3,2,FALSE,,TRUE,,,TRUE,1,TRUE,,,
4090,129962,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4091,100349,1,2,3,,1,3,FALSE,,TRUE,,,,1,,,TRUE,
4092,109331,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4093,101813,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4094,106412,4,6,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4095,113267,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4096,132687,6,3,3,,2,2,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE
4097,132992,6,2,3,,2,1,FALSE,3,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE
4098,124288,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4099,305682069,1,2,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,,
4100,123560,4,6,3,,2,2,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
4101,103918,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4102,408782029,6,3,3,,3,2,TRUE,7,FALSE,TRUE,,,1,,TRUE,TRUE,
4103,111992,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4104,138532,1,1,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4105,131774,4,6,3,,2,2,FALSE,,TRUE,,,,2,TRUE,TRUE,TRUE,
4106,104522,1,2,3,,3,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4107,106669,4,7,3,,2,1,TRUE,1,TRUE,,,TRUE,1,TRUE,,TRUE,
4108,131903,2,3,3,,2,3,FALSE,,TRUE,,,,2,TRUE,TRUE,TRUE,
4109,118082,1,2,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
4110,408782030,6,3,3,,3,2,TRUE,7,FALSE,,TRUE,,1,,TRUE,TRUE,
4111,103373,4,6,2,,2,1,FALSE,,TRUE,,,TRUE,1,FALSE,FALSE,TRUE,
4112,117691,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4113,108682,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4114,123029,1,2,3,,1,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4115,123147,1,2,3,,2,1,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
4116,118625,1,2,2,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4117,118729,3,3,3,,2,1,FALSE,1,TRUE,TRUE,,,1,TRUE,TRUE,,
4118,109366,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4119,106634,4,6,3,,2,1,FALSE,,TRUE,,,TRUE,1,,TRUE,TRUE,
4120,201512009,4,1,3,,2,2,FALSE,,TRUE,,,,1,TRUE,,,
4121,121256,1,2,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4122,139392,1,2,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE
4123,115162,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4124,127175,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4125,302610001,1,2,3,,2,3,FALSE,,TRUE,,,,2,,,,TRUE
4126,119364,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4127,115999,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4128,102354,1,2,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
4129,131465,4,6,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4130,205143061,1,2,3,,3,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
4131,130761,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4132,117772,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
4133,128545,3,3,3,,2,2,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
4134,121714,4,6,3,,2,1,FALSE,,TRUE,,,TRUE,1,,,TRUE,
4135,119719,1,2,3,,2,1,TRUE,1,TRUE,,,,1,TRUE,,TRUE,
4136,107870,1,2,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
4137,115890,4,7,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4138,121095,2,3,2,,2,1,TRUE,3,TRUE,,,,1,,,TRUE,
4139,306704139,1,1,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
4140,121898,3,4,2,,2,1,TRUE,3,TRUE,,,,1,,,TRUE,
4141,100748,1,2,3,,2,1,FALSE,,TRUE,FALSE,,,1,TRUE,TRUE,TRUE,
4142,119407,1,2,3,,2,1,TRUE,1,TRUE,,,,1,TRUE,TRUE,TRUE,
4143,108629,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4144,112404,1,2,3,,2,1,FALSE,,TRUE,,,,2,,,TRUE,
4145,302990021,5,10,1,,3,3,FALSE,,TRUE,,,TRUE,3,TRUE,TRUE,,
4146,456194114,1,1,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
4147,105846,2,3,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4148,118961,4,8,3,,2,1,FALSE,,TRUE,,,,1,,,,
4149,609092010,5,14,3,,2,2,FALSE,,TRUE,,TRUE,TRUE,2,,TRUE,TRUE,
4150,128781,1,2,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4151,103610,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4152,107686,3,3,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4153,129699,2,3,3,,2,1,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
4154,131832,4,2,2,,2,3,FALSE,,TRUE,,,,1,,TRUE,,
4155,129570,4,8,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
4156,101751,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4157,456120017,1,2,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
4158,103695,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4159,129867,1,2,2,,1,3,TRUE,1,TRUE,,,,1,TRUE,TRUE,TRUE,
4160,128455,3,3,2,,2,2,FALSE,,TRUE,,,,1,,TRUE,TRUE,
4161,120571,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4162,129888,2,3,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4163,100669015,5,10,1,,2,2,FALSE,,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,FALSE,FALSE
4164,117100,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4165,109774,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4166,118388,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4167,110004,2,3,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
4168,103787,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4169,132610,6,2,3,,1,3,TRUE,1,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4170,107822,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4171,105153,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4172,107651,4,6,2,,2,2,FALSE,,TRUE,TRUE,,TRUE,1,TRUE,TRUE,TRUE,
4173,126333,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4174,124251,1,2,3,,2,1,TRUE,1,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4175,128583,1,2,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
4176,108413,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4177,304854027,5,15,2,,2,2,FALSE,,TRUE,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
4178,131946,3,4,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
4179,116356,4,3,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
4180,115266,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4181,119120,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4182,115315,1,2,3,,2,1,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
4183,114200,2,3,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4184,111065,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4185,137841,1,1,3,,1,3,FALSE,,TRUE,,,,2,,TRUE,TRUE,
4186,302638039,1,2,3,,2,3,FALSE,,TRUE,FALSE,,,2,,,,TRUE
4187,108881,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4188,118886,4,6,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,TRUE,TRUE,
4189,113557,1,2,2,,2,1,TRUE,1,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4190,138535,1,2,3,,1,2,FALSE,,TRUE,,,,2,,TRUE,,
4191,118844,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4192,116441,4,6,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
4193,103082,3,4,3,,1,3,FALSE,,TRUE,,,,1,,,TRUE,
4194,113237,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4195,107079,1,2,3,,2,1,FALSE,,TRUE,,,,1,,FALSE,TRUE,
4196,302634050,1,2,3,,2,2,FALSE,,TRUE,,,,2,TRUE,TRUE,TRUE,
4197,121137,1,2,3,,2,1,FALSE,,,,,,1,,,TRUE,
4198,135617,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4199,110676,1,1,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
4200,123438,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4201,101764,4,8,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4202,133890,1,2,3,,2,1,TRUE,1,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4203,125675,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4204,133956,1,2,3,,2,1,FALSE,,TRUE,,,,1,FALSE,TRUE,TRUE,
4205,139872,1,2,3,,3,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4206,559482023,5,10,1,,2,2,FALSE,,TRUE,,,TRUE,2,,,TRUE,
4207,7680d7dd-d36e-4209-bdfa-75162f1cc00e,5,15,2,,2,3,FALSE,,TRUE,,,TRUE,1,,,,TRUE
4208,609162002,1,2,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE
4209,131819,4,6,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
4210,458937012,1,2,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE
4211,134505,1,2,3,,2,1,TRUE,1,TRUE,,TRUE,,1,TRUE,TRUE,TRUE,
4212,137632,3,3,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4213,507616016,4,14,2,,2,2,FALSE,,TRUE,TRUE,,TRUE,1,,TRUE,,
4214,114861,1,2,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4215,107317,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4216,102062,4,6,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
4217,109415,4,2,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
4218,135359,3,3,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
4219,113391,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
4220,126744,4,6,3,,2,1,FALSE,,TRUE,,,TRUE,1,,,TRUE,
4221,109811,1,2,3,,2,1,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
4222,137606,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
