id,eiin,building_no,building_name,foundation_floor_count,year_built,total_floor_count,total_room_count,vertical_expansion_possible,type,condition
2781,306768066,1,1,1,2016,1,2,false,2,1
2782,306768066,2,2,1,2016,1,4,false,2,1
2783,306768066,3,3,1,2016,1,4,false,2,1
2784,110707,1,1,4,2023,4,3,true,1,1
2789,106754,1,1,4,2021,4,12,false,1,1
2790,106754,2,2,1,1996,1,3,false,1,1
2791,118976,1,1 Number Vabon,3,1990,2,10,false,1,2
2792,118976,2,2 Number Vabon,3,2018,2,10,true,1,1
2796,130228,1,01,2,2004,2,11,false,2,1
2797,130228,2,02,5,2022,5,12,false,1,1
2801,119684,1,abdul mannan vobon,6,2020,4,12,true,1,1
2802,119684,2,koritola s h vobon,3,1996,2,6,false,1,1
2839,119677,1,noukhila,4,2016,1,3,true,1,1
2843,110677,1,1,1,1919,1,5,false,2,1
2846,119506,1,01,3,1996,1,3,true,1,1
2847,119506,2,02,2,2002,1,2,true,1,1
2848,119506,3,03,0,1993,0,2,false,2,1
2849,116462,1,ACADEMIC O1,3,1995,3,11,false,1,1
2850,116462,2,LIBRARY 02,2,1975,2,4,false,1,1
2851,116462,3,ADMINITRATIVE 03,1,1971,1,5,false,1,1
2852,116462,4,ACADEMIC 02,4,2022,4,12,false,1,1
2857,119480,1,Academic Vabon 1,2,2006,2,111,false,1,1
2858,119480,2,Academic Vabon 2,4,2019,4,12,false,1,1
2876,108676,1,Ekademic vobon 1,2,2006,2,10,false,1,1
2877,108676,2,ekademic vobon 2,4,2020,1,3,true,1,1
2883,118925,1,Academic,3,1999,3,9,false,1,1
2884,118925,2,Academic 2,2,2007,2,4,false,1,1
2885,118925,3,Administrative,3,2007,2,4,true,1,1
2901,129963,1,???????? ???????,4,2007,4,4,true,1,1
2902,129963,2,???????? ???,4,2024,2,8,true,1,1
2903,129963,3,?????????? ???,2,1967,2,8,true,1,1
2936,100669013,1,???????? ??? ?,2,2008,1,5,true,2,1
2937,100669013,2,???????? ??? ?,2,2008,1,5,true,2,1
2938,100669013,3,???????? ???,1,2008,1,9,false,2,1
2941,609018010,1,?,0,2022,0,6,false,2,1
2942,130633,1,KAZI NAZRUL ISLAM VABHAN,0,2003,0,4,false,2,1
2943,130633,2,ROBINDRONATH THAKUR VABHAN,0,2005,0,4,false,2,1
2949,119491,1,01,3,2008,3,9,false,1,1
2950,119491,2,02,2,1994,1,3,true,1,2
2951,119491,3,03,1,2006,1,5,false,2,1
2962,136227,1,????? ???,1,2012,1,15,false,2,1
2979,109497,1,Administrative Academy,2,1990,2,8,false,1,1
2980,109497,2,Academy Bhaban,3,1994,2,10,false,1,1
2981,109497,3,Academy,5,2022,1,1,true,1,1
2982,109497,4,Holl room,1,1968,1,1,false,2,1
2983,109497,5,Academy bhaban,4,2023,1,3,true,1,1
2984,117215,1,Administrative and Lab,1,2001,1,2,false,1,1
2985,117215,2,Academic Building 1,0,1988,0,8,false,2,2
2986,117215,3,Academic 2,0,2020,0,3,false,2,1
2987,117215,4,Academic Building 3,0,2015,0,2,false,3,2
2988,108386,1,1,0,2020,1,18,true,2,1
2989,108386,2,2,10,2023,1,3,true,1,1
2994,139018,1,01,2,1986,2,8,false,1,1
2995,139018,2,02,1,2019,1,1,false,2,1
3000,126945,1,Block-A,2,1993,2,10,false,1,1
3001,126945,2,Block-B,5,1997,1,2,true,1,1
3002,126945,3,Block-C,4,2012,3,9,true,1,1
3003,126945,4,Block-D,1,1997,1,3,false,2,3
3004,126945,5,Block-E,1,1985,1,4,false,1,3
3005,126945,6,Block-F,1,1900,1,8,false,1,3
3011,119527,1,Bonna Asroy Kendro,3,2006,2,4,true,1,1
3012,119527,2,Academic Vaban,2,1995,1,3,true,1,1
3013,119527,3,Vabon 3,1,2000,1,3,false,3,1
3014,101449,1,01,2,1996,2,8,false,1,1
3015,101449,2,02,3,2023,3,9,false,1,1
3016,101449,3,03,0,2020,0,4,false,3,2
3033,111021,1,2,2,1995,2,6,false,1,1
3034,111021,2,2,3,2004,1,6,true,1,1
3035,111021,3,3,4,2025,4,12,false,1,1
3063,120505,1,PAUSHGARA HIGH SCHOOL,3,2002,1,13,true,1,1
3069,129961,1,???????? ???,4,2015,1,8,true,1,1
3070,129961,2,???????? ???,0,2010,0,8,false,2,1
3071,130439,1,??????? ???,3,1999,2,18,true,1,2
3072,130439,2,?????? ???,3,1999,2,5,true,1,1
3073,130439,3,????????? ???,3,1996,2,7,true,1,1
3074,130439,4,??????? ???,3,1913,2,11,true,1,1
3075,105058,1,Administration Building,4,2020,3,9,true,1,1
3076,105058,2,academic building-01,3,2013,2,4,true,1,1
3077,105058,3,academic building-02,1,1992,1,5,false,2,1
3078,105058,4,academic building-03,1,1992,1,3,false,2,1
3079,105058,5,Mosque Male,2,1994,1,1,true,1,1
3080,105058,6,Mosque Female,3,2016,1,1,true,1,1
3081,123660,1,01,3,2021,2,14,true,1,1
3082,123660,2,02,3,2022,82,3,true,1,1
3083,123660,3,03,1,1989,1,3,true,3,1
3094,110664,1,1,2,2022,2,8,false,1,1
3095,110664,2,2,1,1985,1,2,false,1,2
3103,105042,1,Academic building -1,4,2015,1,3,true,1,1
3104,105042,2,Academic building -2,2,2011,1,3,true,1,1
3105,105042,3,Academic building -3,4,2005,1,2,true,1,1
3106,105042,4,Academic building -4,1,2004,1,7,false,2,1
3107,105042,5,Academic building -5,1,1977,1,5,false,2,2
3109,136530,1,?????? ?????? ??? ???,5,2013,2,5,true,1,1
3124,119710,1,akademik vobon,2,1999,1,2,true,1,1
3136,119457,1,1,4,2000,3,15,true,1,1
3137,119457,2,2,4,2007,3,18,true,1,1
3138,119457,3,3,4,2015,3,9,true,1,1
3139,119457,4,4,4,2015,3,9,true,1,1
3140,119457,5,5,2,1989,2,5,false,1,1
3141,119457,6,6,4,2000,3,15,true,1,1
3155,123732,1,salimuddin vabon,4,2019,4,12,false,1,1
3156,123732,2,2,1,2016,1,2,false,2,1
3168,137742,1,??????  ??? ???,3,2000,3,9,false,1,1
3169,130235,1,01,2,2004,2,8,false,1,1
3170,130235,2,02,2,2006,2,6,false,1,1
3171,130235,3,03,1,2008,1,2,false,1,1
3172,130235,4,04,1,2002,1,1,false,2,2
3173,139404,1,HASHAMEM FOUNDATION,4,2019,1,3,true,1,1
3186,126794,1,01,4,2019,1,3,true,1,1
3187,126794,2,02,2,2021,1,1,true,1,1
3188,126794,3,03,3,1995,1,3,true,1,1
3189,126794,4,04,2,2011,1,2,true,1,1
3201,305440011,1,1,1,1996,1,3,false,2,1
3202,305440011,2,2,3,2024,2,1,true,1,1
3203,305440011,3,3,1,2020,1,1,false,2,1
3204,305440011,4,4,1,2010,1,1,false,3,1
3205,305440011,5,5,1,2005,1,1,false,2,1
3214,106785,1,Bharat Bangladesh Moitree Bhaban,4,2020,4,10,false,1,1
3215,106785,2,Academic Building,3,2019,3,10,false,1,1
3216,106785,3,Bhaban 3,1,1990,1,2,false,2,3
3217,121792,1,prosasonik,2,1994,2,6,false,2,1
3218,121792,2,class room,2,2012,2,10,false,1,1
3219,121792,3,namajghor,1,2015,1,1,true,1,1
3220,127149,1,1,1,1995,1,3,false,1,2
3221,127149,2,2,2,2003,1,3,true,1,1
3222,127149,3,3,1,1997,1,4,false,1,2
3244,100299,1,1,2,1982,2,6,false,1,1
3245,100299,2,2,2,1990,2,8,false,1,1
3246,100299,3,3,4,1998,1,2,true,1,1
3247,100299,4,4,5,2019,5,12,false,1,1
3248,108698,1,akademic vobon,4,2023,4,15,false,1,1
3269,127850,1,1,4,2016,2,4,true,1,1
3286,139472,1,1,5,2014,3,12,true,1,1
3287,139472,2,2,5,2023,3,9,true,1,1
3296,110880,1,Honours Bhaban,5,2015,5,21,false,1,1
3297,110880,2,F. R. Khan Bhaban,6,2023,6,24,false,1,1
3298,110880,3,Science Bhaban,4,1993,4,17,false,1,1
3299,110880,4,Dormitory,1,1972,1,8,false,1,2
3300,110880,5,Student Auditorium,1,2013,1,3,false,2,1
3301,110880,6,Student Sangsad,2,1964,2,4,false,1,1
3315,108780,1,1,1,2007,1,5,true,1,1
3316,108780,2,1,0,2022,0,2,true,3,1
3326,119521,1,Dakhil Vaban,1,2008,1,4,false,2,1
3327,119521,2,Ebtedayee Vaban,1,1985,1,6,false,1,1
3328,119521,3,Dakhil Vaban 2,2,2006,2,8,false,1,1
3329,119521,4,Prosasonik Vaban,4,2025,4,16,false,1,1
3331,123922,1,Academic building,2,2019,2,8,false,2,1
3335,609108007,1,1,1,2008,1,5,false,2,1
3336,609108007,2,2,2,2012,1,2,false,2,1
3337,609108007,3,3,1,2023,1,2,false,2,1
3338,609127022,1,01,4,2013,3,12,true,1,1
3339,127123,1,?,0,0,0,13,false,3,1
3347,137566,1,Academic building-1,2,1998,2,6,false,1,1
3348,137566,2,academic building -2,1,2013,1,2,false,3,1
3349,11878b76-cc8a-4dce-9497-3cc51a39906d,1,1,0,2022,0,5,false,3,1
3350,11878b76-cc8a-4dce-9497-3cc51a39906d,2,2,0,2022,0,4,false,3,1
3351,11878b76-cc8a-4dce-9497-3cc51a39906d,3,3,0,2022,0,5,false,3,1
3355,126790,1,???? ?????? ????????,2,2013,2,8,false,1,1
3356,126790,2,???????? ???,2,2000,2,4,false,1,3
3357,126790,3,???? ????? ?????,2,2022,2,4,false,1,1
3361,308694011,1,1,3,2023,0,4,false,3,2
3372,108863,1,Office Vobon,4,2024,1,3,true,1,1
3373,108863,2,Academic Vobon,2,2003,2,9,false,1,1
3380,116493,1,??? ??,3,1986,2,5,true,1,1
3381,116493,2,??? ?,4,2000,2,5,true,1,1
3382,116493,3,??? ?,2,1994,1,3,true,1,2
3388,117220,1,Academic Building 1,1,1994,1,3,false,1,3
3389,117220,2,Administrative Building,1,2024,1,2,false,1,1
3390,117220,3,Academic Building 2,0,2015,0,5,false,2,2
3391,117220,4,Academic Building 3,0,2015,0,5,false,2,2
3392,132297,1,academy,4,2007,2,25,true,1,1
3400,132993,1,?????????? ???? ???,4,2022,1,2,true,2,1
3418,130452,1,?? ?????? ????? ???,5,1992,5,35,false,1,1
3419,130452,2,???? ??? ?????? ????? ???,4,2013,2,20,false,1,1
3420,130452,3,??????? ??????? ???? ???(??????? ????????),2,1995,2,15,false,1,1
3421,120503,1,1,2,1999,1,3,true,1,1
3422,120503,2,2,0,2002,0,3,false,2,1
3423,120503,3,3,0,2003,0,1,false,2,1
3431,117748,1,Yewolo,3,2003,3,9,false,1,1
3432,117748,2,Alhaze Mojibor,3,2007,2,6,false,1,1
3433,117748,3,Auditorium,2,2015,1,1,false,1,1
3434,117748,4,Academic,3,2005,2,10,false,1,1
3435,101454,1,Building 1,6,2025,4,12,true,1,1
3454,116466,1,ADMANISTRATIVE,2,1965,1,5,true,1,2
3455,116466,2,ACADEMIC,2,1965,2,6,false,1,1
3456,116466,3,College,2,2015,2,8,false,1,1
3457,116466,4,HALL ROOM,1,1965,1,1,false,1,3
3480,e910c9fe-22e1-45b7-bd47-df17a54680c1,1,????? ???,3,2012,2,25,true,1,1
3484,308694035,1,HAZRAT ALI,1,2010,1,5,false,1,1
3485,308694035,2,UMMEY KULSUM,1,2010,1,3,false,1,1
3486,308694035,3,HAZRAT ABU BAKKAR,1,2010,1,4,false,1,1
3487,308694035,4,HAZRAT USMAN,1,2010,1,4,false,1,1
3488,306860167,1,0,0,2011,1,11,true,2,1
3506,119698,1,akademik vobon,3,2000,1,2,true,1,1
3512,115000,1,01,2,2004,2,7,false,1,1
3513,115000,2,02,4,2018,1,3,true,1,1
3514,105673,1,??? ???,4,1990,4,20,false,1,1
3515,105673,2,??????? ???,4,1990,4,8,false,1,2
3522,116642,1,1,4,2023,3,6,true,1,1
3523,116642,2,2,4,2023,4,12,false,1,1
3524,116642,3,3,2,1965,2,6,false,1,3
3525,116642,4,4,2,2000,2,6,false,1,1
3526,116642,5,5,4,2023,3,6,true,1,1
3527,116642,6,6,2,2010,1,2,true,1,1
3528,100669001,1,???? ??? ???,4,2021,2,5,true,1,1
3536,114019,1,1,2,1994,2,6,false,1,2
3537,114019,2,2,3,2013,3,10,false,1,1
3538,114019,3,3,3,1999,3,6,false,1,1
3539,114019,4,4,1,1980,11980,4,false,2,2
3540,114019,5,5,1,1012,1,5,false,2,2
3545,302918007,1,haisina sams vobon,4,2015,2,18,true,1,1
3546,302918007,2,chtarabas,4,1991,1,6,true,1,1
3547,302918007,3,jama mosjid,3,2014,2,1,true,1,1
3555,302614073,1,Sofia kamal,1,2008,1,5,false,1,1
3556,302614073,2,nazrul islam,2,1975,2,5,false,1,1
3557,302614073,3,Robindronath,2,1975,2,4,false,1,1
3575,104320,1,Building -1,3,1990,3,12,false,1,1
3576,104320,2,Building -2,4,2019,1,3,true,1,1
3577,104320,3,Building -3,1,1995,1,3,false,1,1
3578,3759b38f-47be-45df-816e-224b86ea45c4,1,??? ?????,1,2013,1,3,false,3,1
3579,3759b38f-47be-45df-816e-224b86ea45c4,2,??? ???????,1,2013,1,5,false,3,1
3580,3759b38f-47be-45df-816e-224b86ea45c4,3,??? ?????????,1,2013,1,3,false,3,1
3581,3759b38f-47be-45df-816e-224b86ea45c4,4,???????????,1,2013,1,2,false,3,1
3582,3759b38f-47be-45df-816e-224b86ea45c4,5,???? ??????,1,2013,1,4,false,3,1
3597,105006,1,Academic building -01,1,1995,1,3,false,1,2
3598,105006,2,academic building -2,3,2004,3,4,false,1,1
3603,130099,1,1,1,1985,1,5,false,2,1
3604,130099,2,2,4,2013,3,10,false,1,1
3606,117745,1,1,4,2018,4,12,false,1,1
3607,117745,2,2,3,2017,1,3,true,1,1
3608,117745,3,3,3,1978,3,15,false,1,1
3624,123915,1,Academic building,2,1985,2,18,false,1,1
3625,123915,2,academic building,2,1986,1,4,false,1,1
3626,123915,3,academic building,3,2010,3,9,false,1,1
3627,123915,4,academic building,6,2015,4,22,true,1,1
3630,107392,1,Academic Building,4,2020,3,10,true,1,1
3631,107392,2,conference room,1,2007,1,2,false,2,1
3632,104472,1,01,3,2010,2,9,true,1,1
3633,104472,2,02,2,1988,2,5,true,1,1
3634,104472,3,03,5,2022,4,12,true,1,1
3635,108770,1,1,0,1993,0,0,false,3,2
3636,108770,2,2,0,1998,0,2,false,2,1
3637,108770,3,3,0,2015,0,2,false,2,1
3638,108770,4,4,0,2006,0,2,false,3,1
3639,108770,5,5,0,1903,0,1,false,2,1
3640,117803,1,1,1,1998,1,10,false,2,1
3641,117803,2,2,1,2000,1,2,false,2,1
3643,609127007,1,01,3,2012,2,6,true,1,1
3644,609127007,2,02,1,2015,1,5,false,2,3
3645,302614129,1,1,7,2025,7,16,true,1,1
3654,102903,1,Adminstrative 1,2,1950,2,10,false,1,3
3655,102903,2,Academy 1,2,1990,2,8,false,1,1
3656,102903,3,Academy 2,2,2004,2,6,false,1,1
3680,135198,1,1,0,2008,0,5,false,2,1
3681,135198,2,2,0,2009,0,4,false,2,1
3682,135198,3,3,0,2013,0,4,false,2,1
3699,111004,1,1,1,1919,1,15,false,1,1
3700,111004,2,2,2,1993,1,3,true,1,1
3701,111004,3,3,1,1972,1,2,false,1,1
3702,111004,4,4,4,2022,1,3,true,1,1
3703,111004,5,5,4,2022,4,12,false,1,1
3710,100972,1,?,2,1996,1,3,true,1,1
3711,100972,2,?,4,2015,4,8,false,1,1
3712,100972,3,?,0,2012,1,2,false,2,1
3718,201927004,1,????? ???,5,2014,4,25,true,1,1
3723,01492429-f71d-46ee-87aa-3e07f875bf4d,1,1,1,2003,1,3,false,2,1
3724,01492429-f71d-46ee-87aa-3e07f875bf4d,2,2,3,2011,1,5,true,1,1
3739,303551004,1,1,1,2008,1,6,false,3,1
3740,303551004,2,2,1,2009,1,1,false,3,1
3741,303551004,3,3,1,2008,1,4,false,3,1
3742,303551004,4,4,1,2017,1,1,false,3,1
3753,609162266,1,????? ???? -?,5,1965,3,10,false,1,1
3782,107802,1,Academic Building 1,3,1992,2,15,false,1,2
3783,107802,2,Academic Building 2,3,2006,2,5,true,1,1
3784,107802,3,Academic Building 3,3,2008,1,8,true,1,1
3795,108833,1,1,1,2017,1,4,false,2,1
3796,102906,1,Academic Bhobon 1,3,2010,1,3,true,1,1
3797,102906,2,Academic and Official 2,1,2007,1,3,false,1,1
3798,102906,3,Academic Bhobon 3,1,2018,1,3,false,2,1
3799,102906,4,Academic Bhobon 4,1,2007,1,3,false,3,2
3800,102906,5,Office Bhobon 5,1,1999,1,1,false,2,1
3801,102906,6,Store Room 6,1,1965,1,2,false,2,2
3806,126969,1,???????? ???,3,2014,3,15,false,1,1
3808,127012,1,???????? ???,4,2018,4,12,false,1,1
3809,127012,2,???????? ??? ?,3,2002,2,8,false,1,1
3810,127012,3,???????? ??? ?,1,1998,1,5,false,2,1
3820,113448,1,Academic,2,2006,2,8,false,1,1
3821,113448,2,bhobon 2,0,1970,0,3,false,2,1
3830,305682070,1,vobon 1,0,2007,1,4,false,2,1
3831,305682070,2,vobon 2,0,2010,1,4,false,2,1
3838,105130,1,Kadaba Talagram Tarini charan Laha high School,4,2023,4,12,false,1,1
3839,105130,2,Kadaba Talagram Tarini charan Laha high School,2,1993,1,3,true,1,1
3840,105130,3,Kadaba Talagram Tarini charan Laha high School,3,1993,1,3,true,1,1
3841,105130,4,Kadaba Talagram Tarini charan Laha high School,3,2017,2,4,true,1,1
3842,105130,5,Kadaba Talagram Tarini charan Laha high School,2,1984,2,4,false,1,1
3843,105130,6,Kadaba Talagram Tarini charan Laha high School,3,2019,1,4,true,1,1
3844,107992,1,01,4,2020,1,3,true,1,1
3845,130220,1,01,4,2016,3,9,true,1,1
3846,130220,2,02,2,1988,2,6,false,1,1
3847,130220,3,03,2,2003,2,4,false,1,1
3848,113537,1,1,1,1966,1,3,false,2,3
3849,113537,2,2,2,2001,2,8,false,1,1
3850,113537,3,3,4,2022,4,12,false,1,1
3852,117199,1,Administrative Building 1,1,2011,1,1,false,2,1
3853,117199,2,Teachers Common Room,1,2008,1,1,false,2,1
3854,117199,3,Female General Class Room,1,2013,1,1,false,2,1
3855,117199,4,Academic Building 1,4,2017,2,3,false,1,1
3859,302956019,1,1,5,2019,2,9,true,1,1
3860,107026,1,Safla Baban,4,2019,4,12,false,1,1
3861,129939,1,???????? ???,3,2012,3,10,true,1,1
3862,201954011,1,??? ???,8,2019,4,36,true,1,1
3870,609018019,1,?,0,2018,0,2,false,2,1
3871,609018019,2,???? ???,0,2018,,2,false,2,1
3878,127050,1,1,2,1994,2,4,false,1,1
3879,127050,2,2,2,1994,2,6,true,1,1
3880,127050,3,3,2,2000,1,3,true,1,1
3884,116450,1,SOUTH BUILDING - 1,4,2012,3,3,false,1,1
3885,116450,2,SOUTH BUILDING - 2,4,1957,3,4,false,1,3
3886,116450,3,NORTH BUILDING,2,1976,2,4,false,1,2
3887,116450,4,WEST BUILDING,2,1976,2,6,false,1,2
3888,116450,5,EAST BUILDING,4,2001,3,15,true,1,1
3895,119486,1,01,3,2000,2,5,true,1,1
3896,119486,2,02,2,2005,1,3,true,1,1
3897,119486,3,03,1,1996,1,4,false,1,2
3898,119486,4,04,2,1996,2,8,false,1,1
3899,119486,5,05,1,1940,1,4,false,1,1
3903,127073,1,??,2,1995,1,3,true,1,1
3904,127073,2,??,4,2014,1,3,true,1,1
3905,127073,3,??,1,2018,1,2,false,1,1
3906,127073,4,??,1,2023,1,2,false,1,1
3907,127073,5,??,1,1993,1,6,false,3,3
3916,109565,1,1,2,2006,1,3,false,1,2
3917,109565,2,2,4,2013,3,9,true,1,1
3924,108760,1,1,3,2010,1,3,false,1,2
3925,108760,2,2,7,2022,4,12,false,1,1
3935,108664,1,akademic building,3,1999,3,9,false,1,1
3936,108664,2,Hira vobon,2,2016,2,4,false,1,1
3937,130218,1,Academi billding 1,0,1994,1,2,false,2,2
3938,130218,2,Academi billding 2,3,2006,2,4,false,1,1
3939,130218,3,Hazi Abdul mutliv billding,4,2016,1,3,true,1,1
3940,130218,4,Academi billding 3,4,2018,1,4,true,1,1
3941,130218,5,Ict billding 1500 College,4,2021,4,11,false,1,1
3944,112287,1,1,0,1995,1,2,false,2,1
3945,112287,2,2,0,2008,1,5,false,2,1
3946,112287,3,3,0,2004,1,2,false,3,1
3947,112287,4,1997,0,1997,1,2,false,3,1
3948,123722,1,01,2,2002,2,4,false,1,1
3949,123722,2,02,4,2014,1,3,true,1,1
3950,123722,3,03,1,1997,1,2,false,2,1
3951,123722,4,04,1,2024,1,1,false,1,1
3952,123722,5,05,1,1998,1,1,false,2,1
3953,130327,1,1,1,2000,1,3,false,2,1
3954,130327,2,2,1,2007,1,3,false,2,1
3955,130327,3,3,1,2011,1,1,false,2,1
3956,130327,4,4,1,2024,1,1,false,1,1
3970,129935,1,????????? ???,3,2011,3,9,false,1,1
3971,129935,2,?????? ???????,2,2012,2,5,false,1,1
3972,129935,3,???????? ???,3,2015,2,5,true,1,1
3973,129935,4,????????? ???,2,2007,2,2,false,1,1
3974,129935,5,?????????,2,2017,2,2,false,1,1
3975,129935,6,???????? ???,3,2012,1,2,true,1,1
3980,110853,1,DAKKHIN MUKHI VABAN,2,1998,1,3,false,1,2
3981,110853,2,AKADEMIK VABAN,4,2021,1,3,true,1,1
3985,134176,1,???? ?????????,5,2013,4,33,true,1,1
3986,134176,2,?????? ?????????,5,2015,3,26,true,1,1
3987,117812,1,???????? ???,7,1988,1,6,true,1,1
3988,117812,2,??????? ???,3,1994,3,12,false,1,1
3989,117812,3,?????? ???,4,2022,4,14,true,1,1
3990,117812,4,?????? ?????????,1,2021,1,1,true,2,1
3998,114853,1,sonthospur hige school,4,2022,4,14,true,1,1
3999,108643,1,1,4,2023,4,12,false,1,1
4000,108643,2,2,2,2001,2,4,true,1,1
4001,125763,1,1,3,1996,2,6,true,1,1
4002,125763,2,2,4,2022,2,2,true,1,1
4003,125763,3,3,0,2020,0,3,false,3,3
4006,107475,1,????? ??? -?,1,1980,1,2,false,2,2
4007,107475,2,????? ???-?,1,2002,1,1,false,1,3
4008,107475,3,???????? ???-?,2,2000,2,5,false,1,1
4009,107475,4,???????? ???-?,3,2001,3,8,false,1,1
4010,107475,5,???????? ???-?,6,2024,6,17,false,1,1
4021,305682025,1,vobol 1,0,2012,1,5,false,2,1
4022,305682025,2,vobon 2,0,2012,1,3,false,2,1
4023,100956,1,????????? ???,1,1977,1,5,false,1,3
4024,100956,2,???????? ???,1,1980,1,3,false,1,3
4025,100956,3,??????? ????,2,1985,1,2,false,1,1
4026,119664,1,vobon1,3,2002,2,9,true,1,1
4027,119664,2,vobon2,3,2007,2,4,true,1,1
4030,127306,1,Academic Building,0,1981,1,3,false,2,2
4031,127306,2,Academic Building 2,3,1994,1,5,false,1,1
4032,127306,3,Academic Building 3,3,1995,1,3,false,1,1
4033,127306,4,Hall Room,0,2015,1,1,false,2,1
4034,127306,5,Academic Building (Vocational),3,2004,1,2,true,1,1
4035,127306,6,Academic Building 5,3,2010,1,3,true,1,1
4036,100957,1,?,2,1998,2,8,true,1,1
4037,100957,2,2,3,2014,3,9,true,1,1
4038,456124046,1,Abdul Lotif master vobon,0,2017,1,7,false,1,1
4039,111036,1,Main Building,2,1999,2,4,false,1,1
4040,111036,2,Academic Building 2,2,1995,2,6,false,1,1
4041,111036,3,Academic Building new,4,2021,4,12,false,1,1
4042,111036,4,South Building,2,1998,1,3,true,1,1
4043,111036,5,Tin Building 1,1,1984,1,1,false,2,1
4044,111036,6,Tin Building 2i,1,1985,1,1,false,3,2
4056,108869,1,Vobon 1,4,2022,4,12,false,1,1
4057,108869,2,Vobon 2,3,1995,2,6,true,1,1
4058,108869,3,Vobon 3,1,1980,1,3,false,1,1
4059,108869,4,Vobon 4,1,1970,1,4,false,2,2
4064,112839,1,01,4,2019,4,12,false,1,1
4065,112839,2,02,2,1994,1,3,true,1,1
4066,112839,3,03,1,1990,1,2,false,1,3
4067,119844,1,PADMA,2,1996,2,8,false,1,1
4068,119844,2,JAMUNA,2,1999,2,8,false,1,1
4069,119844,3,MEGHNA,2,2002,2,4,false,1,1
4078,119681,1,akademik vobon,2,1996,2,8,false,1,1
4079,119681,2,akademik vobon 2,4,2018,1,4,true,1,1
4080,119420,1,1,4,2019,4,11,false,1,1
4081,119420,2,2,3,2009,3,9,false,1,1
4082,119420,3,3,2,1995,2,6,false,1,1
4083,119420,4,4,1,1970,1,4,false,1,1
4084,119420,5,5,1,2000,1,4,false,1,1
4085,119420,6,6,1,2000,1,2,false,1,1
4086,201927012,1,???????? ???,5,2015,4,21,false,1,1
4090,136886,1,01,6,1995,6,16,false,1,1
4101,135896,1,Main building,2,2012,2,3,false,1,1
4102,107601,1,kazi Nazrul Islam Bhahan,4,2022,1,5,true,1,1
4108,110825,1,0,5,2011,4,11,true,1,1
4109,110825,2,0,0,2001,1,6,false,3,1
4110,110825,3,0,0,2001,1,2,false,3,1
4121,123446,1,RAINTRI,2,1995,2,0,false,1,1
4122,123446,2,SHAPLA,2,1999,2,6,false,1,1
4123,123446,3,RAJANIGANDHA,4,2020,4,13,false,1,1
4124,112504,1,Bobon Number-1,3,2001,3,9,false,1,1
4125,112504,2,Bobon Number-2,3,2008,3,9,false,1,1
4126,112504,3,Bobon Number-3,2,1999,2,6,false,1,1
4127,112498,1,Academy Bobon,4,2019,4,12,false,1,1
4128,112498,2,Prototype,2,1995,2,8,false,1,1
4129,112498,3,Flat Shelter,3,2005,3,6,false,1,1
4140,119429,1,Vobon_1,3,2004,2,4,true,1,1
4141,119429,2,VOBON_2,1,2024,1,2,false,2,1
4142,119429,3,VOBON_3,1,2013,1,1,false,2,2
4143,110881,1,Radhika Mohan Shaha Bhaban,3,1997,2,6,true,1,1
4144,110881,2,Noor Alom Chowdhury ICT Academic Bhaban,6,2014,4,11,true,1,1
4145,110881,3,Science Building,4,2025,1,3,true,1,1
4146,110881,4,Commerce Bhaban,1,1985,1,2,false,2,2
4147,100669029,1,?,2,1015,1,2,true,1,1
4148,100669029,2,2,1,2015,1,3,true,2,1
4149,130223,1,01,5,2022,4,12,false,1,1
4150,130223,2,02,1,2021,1,1,false,1,1
4151,130223,3,03,2,2007,1,3,true,1,1
4152,130223,4,04,2,2005,2,2,false,1,1
4153,130223,5,05,2,1994,1,1,false,1,1
4154,130223,6,06,5,1990,2,3,true,1,1
4155,130223,7,07,1,1985,1,3,false,2,3
4169,110828,1,Muslim Uddin Bhaban,3,2005,2,4,true,1,1
4170,110828,2,Elias Ahmed Chowdhury Bhaban,5,2012,3,14,true,1,1
4171,110828,3,Abdul Majid Khan Bhaban,5,2000,3,7,true,1,1
4172,110828,4,Muktijoddha Md Rejaul Karim Talukder Bhaban,3,1993,2,6,true,1,1
4173,110828,5,Anwar Sir Bhaban,3,1989,2,6,true,1,1
4174,110828,6,Muktijoddha Md Sahjahan Mollah Bhaban,6,2014,3,8,true,1,1
4180,302672001,1,????? ???,7,2025,2,17,true,1,1
4185,100669028,1,1,1,2002,1,2,false,2,1
4186,100669028,2,2,1,2015,1,2,false,2,1
4187,100669028,3,3,3,2024,1,2,true,1,1
4200,117250,1,Nuruzzaman complex,2,2001,2,10,false,1,1
4201,117250,2,nurulhaque complex,4,2022,4,12,false,1,1
4202,117250,3,teenshade,1,1960,1,1,false,2,2
4203,123476,1,01,4,2024,4,13,false,1,1
4204,123476,2,02,2,1995,1,3,false,1,1
4205,123476,3,03,2,2014,1,3,true,1,1
4206,123476,4,04,1,1985,1,7,false,2,2
4223,108514,1,Administrat,2,1928,2,15,false,1,1
4224,108514,2,west Building,4,1995,4,8,false,1,1
4225,108514,3,Lila Nag Building,8,2022,8,24,false,1,1
4226,108514,4,Get Near,2,2000,2,3,false,1,1
4248,207507027,1,Hozrat Abu Bakar R vabon,2,2012,1,8,true,1,1
