id,eiin,building_no,building_name,foundation_floor_count,year_built,total_floor_count,total_room_count,vertical_expansion_possible,type,condition
37391,104928,3,3,2,1972,2,15,false,1,1
37401,559451008,1,Madrasa vobon,1,2015,1,3,false,2,1
37408,306704025,1,P1,2,2019,2,11,false,1,1
37409,306704025,2,P2,5,2021,1,3,true,1,1
37410,102796,1,Academic building -1,0,1999,1,11,false,3,1
37411,102796,2,Academic Building -2,0,1999,1,6,false,3,1
37412,102796,3,Academic Building -3,0,1999,1,2,false,3,1
37419,105701,1,?????,3,2006,3,9,false,1,1
37420,105701,2,???,1,2000,1,1,false,2,1
37421,105701,3,??????,1,2016,1,1,true,1,1
37437,304854001,1,1,0,2013,1,3,false,2,1
37438,304854001,2,2,0,2013,1,4,false,2,2
37439,304854001,3,3,0,2013,1,4,false,2,1
37440,117746,1,AcademicVaban 1,3,2019,3,12,false,1,1
37441,117746,2,AcademicVaban 2,0,1992,1,2,false,2,3
37442,117746,3,AcademicVaban,0,1992,1,2,false,2,3
37443,117746,4,AcademicVaban 4,0,1992,1,1,false,2,3
37444,306876152,1,01,3,1994,3,7,false,1,1
37445,306876152,2,02,0,2006,0,4,false,2,1
37446,306876152,3,03,0,2008,0,2,false,3,2
37449,139684,1,1,1,2019,1,9,false,2,1
37450,104921,1,1,3,1996,2,18,true,1,1
37451,104921,2,2,4,2005,3,12,true,1,1
37452,104921,3,3,4,2023,4,12,false,1,1
37457,133951,1,1,4,2013,4,12,true,1,1
37458,133951,2,2,9,2019,4,12,true,1,1
37465,306704135,1,H1,4,2006,3,11,true,1,1
37466,108031,1,1,6,1996,5,20,true,1,1
37467,108031,2,2,5,2001,4,12,true,1,1
37468,108031,3,3,8,2014,8,24,true,1,1
37469,108031,4,4,6,2022,2,6,true,1,1
37473,302694010,1,0,0,2003,0,4,false,1,1
37474,559451022,1,Academic vobon,1,1993,1,8,false,2,1
37477,305480002,1,1,0,2010,1,6,false,2,1
37478,305480002,2,2,0,2010,1,4,false,2,1
37481,135617,1,1,0,2012,1,8,false,2,1
37482,456181102,1,1,3,2019,3,12,true,1,1
37483,138378,1,1,0,2011,0,6,false,2,2
37484,118869,1,01,1,2008,1,2,false,1,1
37485,118869,2,02,1,2017,1,2,false,2,1
37486,118869,3,03,4,2023,4,13,false,1,1
37487,107013,1,Rose Garden,4,2025,4,12,false,1,1
37488,107013,2,Night Queen,2,2002,2,8,false,1,1
37489,107013,3,Sun Flower,2,1997,2,8,false,1,1
37490,107013,4,Science Baban,2,1986,1,2,false,1,3
37495,130710,1,Kazi Nazrul Islam Building,1,2022,1,3,false,2,1
37503,131626,1,1,3,2019,2,10,true,1,1
37504,131626,2,2,0,0,0,4,false,2,2
37505,131626,3,3,0,0,0,2,false,3,1
37506,131626,4,4,0,0,0,1,false,3,1
37522,114360,1,01,1,1947,1,11,false,1,1
37523,114360,2,02,1,1965,1,6,false,1,3
37524,114360,3,03,2,1995,2,10,false,1,1
37525,114360,4,04,3,2008,1,3,false,1,3
37526,114360,5,05,3,2014,1,4,true,1,1
37527,114388,1,Model,4,2016,3,9,true,1,1
37528,114388,2,02,1,1990,1,6,false,2,1
37529,114388,3,03,1,2008,1,5,false,2,1
37530,114388,4,04,1,1998,1,7,false,2,1
37531,114388,5,05,1,1998,1,2,false,2,1
37532,114388,6,06,2,2020,1,1,true,1,1
37533,139812,1,Academic,6,2000,4,14,true,1,1
37534,139812,2,Academic,5,2004,4,15,true,1,1
37535,134483,1,Academic,5,2015,2,22,true,1,1
37536,134483,2,Academic,0,2023,1,3,false,2,1
37537,129379,1,Facilities Building,2,1995,1,3,false,1,1
37538,129379,2,Classroom,0,1990,0,2,false,2,1
37539,129379,3,Classroom,0,2010,0,2,false,2,1
37540,129379,4,Libray and Lab,0,2020,1,3,false,1,1
37541,129379,5,Office room,0,2025,0,2,false,2,1
37542,129379,6,Store room,0,2023,0,2,false,3,3
37566,306768048,1,1,0,2016,1,6,false,2,1
37567,306768048,2,2,0,2016,1,2,false,2,1
37578,101157,1,01,0,2008,0,3,false,2,1
37579,101157,2,02,0,2017,0,3,false,2,1
37584,458970025,1,01,2,2016,1,3,true,2,1
37585,458970025,2,02,0,2014,0,2,false,2,1
37586,458970025,3,03,0,2016,0,4,false,2,1
37587,123703,1,1,3,2000,3,9,false,1,1
37588,123703,2,2,1,2005,1,4,false,2,1
37589,123703,3,3,1,2005,1,5,false,2,1
37593,119073,1,1,1,2000,1,4,false,2,2
37594,119073,2,2,1,2002,1,4,false,2,2
37595,119073,3,3,3,2003,2,4,true,1,1
37596,119073,4,4,4,2023,1,3,true,1,1
37597,302604001,1,1,5,2018,4,10,true,1,1
37598,111334,1,01,3,1994,1,3,true,1,1
37599,111334,2,02,3,2021,1,3,true,1,1
37600,111334,3,03,4,2022,1,3,true,1,1
37601,111334,4,04,1,2016,1,2,false,2,1
37602,111334,5,05,1,2017,1,2,false,2,1
37604,110014,1,Academic 1,3,1999,1,3,true,1,1
37605,110014,2,Academic,2,2024,1,1,true,1,1
37606,110014,3,Academic 3,0,1992,0,3,false,2,2
37607,110014,4,Academic 4,0,2005,0,2,false,2,1
37608,110014,5,Academic 5,0,2012,0,2,false,3,2
37609,116767,1,01,1,2000,1,3,false,3,2
37610,116767,2,02,4,2014,1,3,true,1,1
37611,116767,3,03,1,2012,1,2,false,2,1
37617,118903,1,Bir Mokti godda Md Abul khair bhabon,4,2018,4,13,false,1,1
37618,118903,2,Cyclone shelter cum ideal college,3,2018,3,12,false,1,1
37622,102304,1,?,0,2007,0,7,false,3,1
37623,102304,2,?,0,2000,0,2,false,3,3
37624,102304,3,?,0,2019,0,2,false,2,1
37625,113666,1,1,1,2000,1,11,false,3,2
37627,404480006,1,01,3,2009,3,9,false,1,1
37632,110050,1,Academic 1,0,2018,0,7,false,2,1
37633,110050,2,Academic 2,0,2012,0,2,false,3,2
37634,110050,3,Academic 3,0,2023,0,4,false,2,1
37646,123700,1,01,1,2004,1,4,true,2,1
37647,123700,2,02,2,2006,1,7,true,2,1
37659,453936157,1,NEW building,4,2017,1,3,false,1,1
37660,453936157,2,Office,1,2017,1,1,false,2,1
37661,453936157,3,BEGUM Rokea,1,2017,1,4,false,2,1
37662,453936157,4,kobi Jasim uddin,1,2017,1,4,false,2,1
37663,453936157,5,wash roam,1,2017,1,2,false,1,1
37664,453936157,6,TIN SHED,1,2016,1,2,false,3,2
37665,117862,1,1,4,2020,4,12,false,1,1
37666,117862,2,2,0,1999,0,3,false,2,1
37667,117862,3,3,0,1999,0,5,false,2,1
37676,205158024,1,Joba Baban,0,2008,1,4,false,3,1
37677,205158024,2,Sun Rise Banan,0,2008,1,4,false,3,1
37678,205158024,3,Night Queen Baban,0,2008,1,4,false,3,1
37679,205158024,4,Rose Garden Baban,0,2008,1,4,false,3,1
37696,304811050,1,1,0,2018,0,4,false,1,1
37697,304811050,2,2,0,2004,0,2,false,2,1
37698,304811050,3,3,0,2023,0,1,false,2,1
37699,306768008,1,1,2,2014,2,8,false,1,1
37700,306768008,2,2,4,2020,2,5,true,1,1
37701,306768008,3,3,2,2025,2,4,false,1,1
37708,201290041,1,Bhavon-1,1,2019,1,4,false,2,1
37709,201290041,2,Bhavon-2,1,2021,1,4,false,2,1
37710,201290041,3,Bhavon_3,1,2023,1,2,false,2,1
37716,136888,1,1,5,1984,4,24,true,1,1
37717,127718,1,1,0,2001,0,4,false,2,1
37718,127718,2,2,0,2005,0,5,false,2,1
37719,127718,3,3,0,2015,0,4,false,2,1
37720,104856,1,1,4,2020,4,12,false,1,1
37721,104856,2,2,4,2023,2,4,true,1,1
37722,100921003,1,1,1,2012,1,3,false,3,2
37727,456113115,1,0,1,2024,1,8,false,2,1
37734,496b4f6e-0501-4b32-9b33-7bec323fb842,1,?,3,2005,1,4,true,1,1
37735,496b4f6e-0501-4b32-9b33-7bec323fb842,2,?,0,2005,1,4,false,3,2
37737,453936186,1,1,0,2000,1,8,false,3,1
37738,453936186,2,2,0,2002,1,2,false,3,1
37739,453936186,3,3,0,2001,1,5,false,2,1
37740,453936186,4,4,0,2004,1,4,false,3,1
37751,123065,1,1,4,2021,1,3,true,1,1
37752,123065,2,2,1,2021,1,1,false,2,2
37753,114597,1,1,2,1992,2,9,false,1,1
37754,114597,2,2,0,1983,0,2,false,3,1
37755,114597,3,3,0,1984,0,2,false,3,1
37756,114597,4,4,0,1984,0,2,false,3,1
37757,114597,5,5,0,1964,0,1,false,3,1
37758,603668010,1,MUL VOBON,1,1970,1,4,false,1,2
37759,603668010,2,HIPS SHAKHA VOBON,2,1994,2,3,false,1,1
37760,603668010,3,Chatrabas,2,2023,1,3,true,1,1
37761,603668010,4,MOSJID,3,2024,1,2,true,1,1
37762,603668010,5,vobon no 5,0,2017,1,1,false,3,2
37763,107826,1,1,4,1999,4,16,false,1,1
37764,107826,2,2,6,2025,6,18,false,1,1
37765,107826,3,Teacher's Quarter,5,2010,5,10,false,1,1
37766,458988028,1,1,0,2006,0,3,false,2,1
37767,458988028,2,2,0,2009,0,2,false,2,1
37768,458988028,3,3,0,2012,0,,false,2,1
37769,458988028,4,4,0,2017,0,7,false,2,1
37771,100231,1,1,2,1994,1,3,true,1,2
37772,100231,2,2,3,1996,2,7,true,1,1
37773,100231,3,3,1,2015,1,4,false,2,1
37794,104945,1,1,6,2024,6,20,false,1,1
37795,104945,2,2,4,2005,4,12,false,1,2
37796,104945,3,3,2,2005,2,5,false,1,1
37804,104976,1,Meghna,4,2022,4,12,false,1,1
37805,104976,2,Padma,1,2002,1,2,true,1,1
37807,138193,1,Academic & Administrative Building,3,2010,3,14,false,1,1
37808,138193,2,Motalib Building,7,2021,2,6,true,1,1
37809,123450,1,1,2,2012,2,8,false,1,1
37810,123450,2,2,2,1994,2,9,false,1,2
37814,104968,1,1,3,1995,3,8,false,1,1
37815,104968,2,2,2,1980,2,8,false,1,2
37816,104968,3,3,4,2016,2,3,true,1,1
37817,104968,4,4,2,2024,2,5,false,1,1
37818,116409,1,1,1,1992,1,6,false,2,1
37819,116409,2,2,3,2000,1,3,true,1,1
37820,116409,3,3,3,2024,1,1,true,1,1
37821,306876162,1,01,5,2020,2,6,true,1,1
37822,306876162,2,02,0,2013,0,3,false,3,1
37823,306876162,3,03,0,2014,0,2,false,3,1
37826,506460037,1,1,3,2010,2,3,true,1,1
37827,506460037,2,2,1,2025,1,3,false,2,1
37832,110643,1,1,1,1995,1,2,false,1,1
37833,110643,2,2,2,2022,2,8,false,1,1
37834,110643,3,3,1,2017,1,3,false,3,1
37835,110643,4,4,1,2005,1,2,false,3,3
37843,105112,1,1,3,1980,2,0,false,1,3
37844,105112,2,2,4,2010,4,12,false,1,1
37845,105112,3,3,3,2017,3,8,false,1,1
37846,105112,4,4,5,2020,2,8,true,1,1
37848,456172094,1,1,3,2013,1,1,true,1,1
37849,456172094,2,2,1,1990,1,1,false,2,1
37850,456172094,3,3,1,2021,1,1,false,2,1
37851,456172094,4,4,1,2017,1,1,false,2,1
37853,134395,1,none,5,2010,3,16,true,1,1
37861,105659,1,1,4,2014,1,4,true,1,1
37862,105659,2,2,0,2015,0,1,false,2,1
37863,105659,3,3,0,2000,0,4,false,3,1
37864,105659,4,4,0,1996,0,5,false,3,1
37871,131235,1,Sapla,2,2000,2,8,false,1,1
37872,131235,2,Bely,4,1999,2,4,true,1,1
37873,131235,3,3,4,2020,4,8,false,1,1
37874,116435,1,1,4,2014,1,3,true,1,1
37875,116435,2,2,1,2000,1,7,false,2,1
37876,116435,3,3,1,2004,1,2,true,2,1
37883,136075,1,01,0,2006,0,5,false,2,2
37893,456181003,1,Hifzul Quran Vibag,0,2022,0,4,false,3,1
37894,456181003,2,Mohila Sakha,0,2022,0,3,false,3,1
37895,203094014,1,????????? ???,4,2013,2,13,true,1,1
37896,203094014,2,?????? ???,4,2004,2,4,true,1,1
37897,203094014,3,????? ?????? ???,4,2006,2,8,true,1,1
37898,203094014,4,???????? ???,4,2004,2,2,true,1,1
37899,203094014,5,???????? ??? ?,1,2024,1,8,false,3,1
37925,124449,1,01,1,1994,1,4,false,3,1
37926,124449,2,02,1,2013,1,3,false,2,1
37927,124449,3,03,4,2019,1,3,true,1,1
37928,124449,4,04,1,2023,1,1,false,1,1
37932,ed22b7e8-2d6d-4025-92e4-6ea0538d0b08,1,1,1,2008,1,1,false,3,
37933,107735,1,Academic Building 01,3,2003,2,4,false,1,1
37934,107735,2,Academic Building 02,3,2011,3,17,false,1,1
37935,107735,3,Academic Building 03,4,2020,4,8,false,1,1
37936,138113,1,NIT Building,8,2017,6,20,true,1,1
37954,107727,1,Administration building,3,2022,1,3,true,1,1
37955,107727,2,Lab building,1,1994,1,3,false,1,1
37956,107727,3,Academic Building,1,1991,1,4,false,2,2
37957,107727,4,Science  Building,1,1990,1,2,false,1,1
37975,57985086-7e21-4bde-89ec-e4c11c4d55e6,1,1,1,2019,1,3,false,3,1
37976,57985086-7e21-4bde-89ec-e4c11c4d55e6,2,2,4,2024,1,2,true,1,1
37982,114604,1,1,3,2005,3,9,false,1,1
37983,114604,2,2,0,2007,0,1,false,3,1
37984,114604,3,3,0,2011,0,2,false,3,2
37985,114604,4,4,0,2012,0,2,false,3,2
37986,114604,5,5,1,2014,1,2,false,3,2
37991,139603,1,1,4,2021,4,12,false,1,1
37993,137841,1,1,3,2002,3,6,false,1,1
37994,137841,2,GOMTI,3,1995,3,8,false,1,1
37995,507d8bd2-23b2-4d51-b35e-a2fe00ce7fd6,1,Admin Building,5,2020,2,16,true,1,1
37996,507d8bd2-23b2-4d51-b35e-a2fe00ce7fd6,2,Academic,0,2015,0,4,false,2,1
38008,101126,1,0,1,2012,1,4,false,2,1
38009,134873,1,01,0,2011,0,4,false,2,1
38010,134873,2,02,0,2011,0,5,false,2,1
38011,134873,3,03,0,2019,0,3,false,2,1
38012,118436,1,1,3,2006,3,6,false,1,1
38013,118436,2,2,3,2012,3,6,false,1,1
38014,118436,3,3,4,2024,1,3,true,1,1
38015,118436,4,4,3,2023,1,2,true,1,1
38016,118436,5,5,1,1996,1,2,false,2,2
38021,b2064080-922a-4c29-83eb-524d013d09dc,1,Academic,0,2021,0,3,false,3,1
38027,128909,1,1,1,1998,1,9,false,2,1
38028,128909,2,2,4,2023,1,3,true,1,1
38039,116417,1,1,3,2016,3,9,false,1,1
38040,116417,2,2,1,1994,1,4,false,2,1
38043,408704002,1,1,1,2013,1,3,false,2,1
38044,408704002,2,2,1,2015,1,5,false,2,1
38045,408704002,3,3,3,2016,2,4,true,1,1
38046,408704002,4,4,5,2018,2,1,true,1,1
38051,118402,1,sheikh amanot Hossain Building-1,5,2011,4,12,true,1,1
38052,118402,2,Academic Building-2,2,1995,2,13,false,1,2
38053,118402,3,Academic Building-3,5,2020,4,8,true,1,1
38054,118402,4,4,3,2015,2,4,true,1,1
38056,116761,1,01,2,2007,2,4,false,1,1
38057,116761,2,02,4,2021,4,12,false,1,1
38067,127681,1,1,0,1998,0,3,false,3,2
38068,127681,2,2,0,2001,0,3,false,2,1
38069,127681,3,3,0,2002,0,3,false,2,1
38070,127681,4,4,0,2004,0,4,false,2,1
38079,113368,1,ACADEAMIC VABON,4,2019,1,3,true,1,1
38080,113368,2,TENSHEED VABON,0,1995,0,5,false,2,1
38082,124542,1,A,1,1994,1,5,true,2,2
38083,124542,2,B,2,2004,1,6,true,1,1
38084,124542,3,C,1,2015,1,2,true,2,1
38085,124542,4,D,4,2000,1,3,true,1,1
38107,114623,1,1,0,1994,0,3,false,3,1
38108,114623,2,2,0,1997,0,3,false,3,1
38109,114623,3,3,0,2002,0,2,false,3,1
38110,114623,4,4,3,2013,1,3,true,1,1
38111,114660,1,1,0,1984,0,6,false,3,1
38112,114660,2,2,0,1999,0,2,false,3,1
38113,114660,3,3,0,2000,0,2,false,3,1
38114,114660,4,4,0,2022,0,4,false,2,1
38122,137809,1,01,1,2006,1,6,false,2,1
38130,406552004,1,1,3,2009,1,4,true,1,1
38131,406552004,2,2,0,,0,3,false,3,1
38132,406552004,3,3,0,2009,0,1,false,3,2
38133,124432,1,1,1,1995,1,3,false,1,2
38134,124432,2,2,2,2016,1,1,true,1,1
38135,124432,3,3,4,2017,4,12,false,1,1
38139,106800,1,1,1,1984,1,3,false,2,2
38140,106800,2,???????? ???,2,1994,2,7,false,1,1
38141,106800,3,03,1,2001,1,5,false,2,1
38144,106797,1,01,2,2021,2,6,false,1,1
38145,106797,2,02,0,1992,1,4,false,2,1
38146,106797,3,03,3,1998,1,2,true,1,1
38147,106797,4,04,0,1988,1,5,false,2,1
38148,106797,5,05,3,2014,2,6,true,1,1
38149,139549,1,???????? ????,3,2019,1,7,true,1,1
38150,110491,1,1,3,2006,2,6,true,1,1
38151,110491,2,2,2,2005,2,9,false,1,1
38152,110491,3,3,0,1993,1,3,false,2,1
38153,110491,4,4,0,2002,1,2,false,2,1
38154,106437,1,1,3,2003,2,6,true,1,1
38155,106437,2,1,5,2023,4,12,false,1,1
38156,106437,3,3,0,2000,1,1,false,2,1
38164,135012,1,1,0,2013,1,4,false,3,1
38165,135012,2,2,0,2014,1,1,false,3,2
38166,135012,3,3,0,2025,1,2,true,1,1
38167,104315,1,WAGE HONOURS,2,1998,1,2,true,1,1
38168,104315,2,FACILITIES,2,1997,1,3,true,1,1
38169,104315,3,NIRBALA,1,1997,1,4,false,1,1
38170,104315,4,SHIKKHA PROKHOSHILE,4,2015,1,3,true,1,1
38171,104312,1,FACILITIES BHABAN,2,1998,2,2,false,1,1
38172,104312,2,ACDEMIC BHABAN,3,1988,3,17,false,1,1
38173,104327,1,01,3,1998,2,8,true,1,1
38174,104327,2,02,2,1965,2,13,false,1,2
38177,d83b7740-f7b6-44ef-be35-71304c6ff4e7,1,ACADEMIC,1,2024,1,5,true,2,1
38178,139921,1,1,2,2025,1,3,false,2,1
38179,139921,2,2,1,2021,1,6,false,2,1
38180,139921,3,3,1,2021,1,7,false,2,1
38181,139921,4,4,4,2025,1,1,true,2,1
38182,106438,1,Administrative,2,2002,1,1,true,2,1
38183,106438,2,Academy 1,2,2018,1,4,true,2,1
38184,106438,3,Academy 2,0,2012,1,2,false,2,1
38185,106438,4,Academy 3,0,2022,1,2,false,2,1
38186,114886,1,Rabindra bhabon,2,2002,1,3,false,1,2
38187,114886,2,Nazrul bhabon,1,1994,1,3,false,1,2
38188,114886,3,Rokeya bhabon,1,1931,1,6,false,1,2
38189,114907,1,academic building,2,2012,2,7,false,1,1
38190,114907,2,admin building,2,2019,2,3,false,1,1
38197,116342,1,1,5,2012,4,12,true,1,1
38198,116342,2,2,2,2004,1,1,true,1,1
38199,116342,3,3,1,1996,1,3,false,2,3
38203,116326,1,ADMINIDTRATIVE,2,1990,2,12,false,1,1
38204,116326,2,JASIM UDDIN,3,1997,2,8,true,1,1
38205,116326,3,ROKEYA,4,2012,4,16,false,1,1
38206,116326,4,4,1,1985,1,4,false,2,3
38212,116379,1,1,5,2017,2,8,true,1,3
38213,112493,1,KABI NAZRUL,6,2014,3,26,true,1,1
38214,112493,2,KABI JASHIMUDDDIN,0,2012,0,5,true,2,1
38264,139904,1,1,1,2019,1,6,false,2,1
38265,139904,2,2,1,2022,1,4,false,2,1
38268,138727,1,1,5,2015,1,6,true,1,1
38269,109983,1,1,3,2001,1,2,true,1,1
38273,140067,1,??? ?,5,2016,2,5,true,1,1
38274,140067,2,??? ?,1,2010,1,8,false,2,1
38275,116442,1,1,1,2002,1,1,false,2,1
38276,116442,2,2,1,2004,1,3,false,2,1
38277,116442,3,3,1,2004,1,7,false,2,1
38278,104476,1,1,2,1968,2,11,false,2,3
38279,104476,2,2,3,1996,3,11,false,1,1
38280,104476,3,3,2,1995,2,4,false,1,1
38281,104476,4,4,4,2022,4,12,false,1,1
38297,104882,1,1,2,1985,2,9,false,1,1
38298,104882,2,2,3,2001,1,3,true,1,1
38303,101487,1,1,2,1988,2,5,false,1,1
38304,101487,2,2,2,2001,2,8,false,1,1
38305,101487,3,3,3,2002,3,5,false,1,1
38306,101487,4,4,4,2023,1,3,true,1,1
38320,138895,1,1,0,2018,1,3,false,3,2
38321,138895,2,2,0,2019,0,3,false,2,1
38322,138895,3,3,4,2025,1,3,true,1,1
38325,117435,1,Academic Building 1,3,2010,1,3,true,1,1
38326,117435,2,Facilities Building,2,1991,1,3,false,1,2
38327,117435,3,Sheikh Hasina Building,4,2020,4,12,false,1,1
38328,117435,4,Administrative Building,2,1977,2,4,false,2,3
38329,117449,1,Abdur Razzak Building,2,2019,2,4,false,1,1
38330,117449,2,SM Din Islam Building,2,2018,2,4,false,1,1
38331,117449,3,Muktejoddha Building,1,2008,1,1,false,2,2
38332,117449,4,Tinsed Building,1,2022,1,1,false,2,2
38333,117450,1,Academic Building,2,2004,1,4,false,2,1
38334,110055,1,1,1,2001,1,11,false,2,1
38335,110055,2,2,0,2023,0,5,false,2,1
38336,102800,1,Academic Building- 1,0,2024,1,6,false,3,2
38337,102800,2,Academic Building-2,1,2009,1,2,false,2,1
38345,102727,1,Administrative & Academic Building -1,4,2021,4,8,false,1,1
38346,102727,2,Academic Building -2,2,1966,2,9,false,1,3
38347,102727,3,Academic Building- 3,1,1996,1,3,false,1,2
38348,102727,4,Academic Building- 4,3,2005,3,6,false,1,1
38349,102727,5,Academic Building- 5,2,1966,2,3,false,1,3
38355,102767,1,Administrative Building- 1,3,2005,2,4,false,1,1
38356,102767,2,Academic Building- 1,4,2017,1,2,true,1,1
38357,102767,3,Academic Building- 1,5,2020,3,8,false,1,1
38366,101560,1,Academy vobon,1,2023,1,12,false,3,2
38379,122857,1,1,1,2000,1,4,false,2,1
38380,122857,2,2,1,2004,1,4,false,2,1
38381,122857,3,3,4,2022,1,3,false,1,1
38382,112720,1,1,3,1997,3,24,false,1,1
38383,112720,2,Abdul Kader Mollah Vhaban,3,2013,2,7,true,1,1
38384,112720,3,3,3,1988,2,5,true,1,2
38385,112720,4,4,3,1994,2,6,true,1,2
38386,112720,5,5,4,2013,4,12,true,1,1
38407,113296,1,Academic Baban,4,2017,4,11,false,1,1
38408,113296,2,Academic Baban-2,2,2010,1,7,false,1,1
38418,130841,1,??? ???,4,2019,3,15,true,1,1
38419,130841,2,???????? ???,2,2000,2,14,false,1,1
38432,110044,1,1,0,2000,0,5,false,2,1
38433,110044,2,2,1,2001,1,6,false,3,1
38434,110044,3,3,4,2019,4,12,false,1,1
38437,0da4b026-ee7e-4ab8-b2aa-3beff9f0ba1b,1,01,5,2025,4,21,true,1,1
38482,125608,1,ACADEMIC BUILDING,4,2013,1,3,true,2,1
38483,125608,2,BUILDING 2,4,2013,1,3,true,2,1
38493,923d66dc-6eff-4352-850f-bfdd3e1a426e,1,1,0,2020,0,1,false,2,1
38494,923d66dc-6eff-4352-850f-bfdd3e1a426e,2,2,0,2020,0,3,false,2,1
38495,923d66dc-6eff-4352-850f-bfdd3e1a426e,3,3,0,2021,0,3,false,3,2
38496,923d66dc-6eff-4352-850f-bfdd3e1a426e,4,4,0,2025,0,3,false,2,1
38497,112515,1,1,4,2024,4,15,false,1,1
38498,110680,1,01,3,1999,1,3,false,1,3
38499,110680,2,02,3,2001,2,8,true,1,1
38500,110680,3,03,5,2018,4,11,true,1,1
38501,110715,1,1,4,2012,4,111,false,1,1
38502,110715,2,02,4,1997,3,9,true,1,1
38503,110715,3,03,5,2017,1,3,true,1,1
38504,110640,1,01,3,2004,2,6,true,1,1
38505,110640,2,02,3,1995,2,6,true,1,1
38506,110640,3,03,4,2021,3,9,true,1,1
38507,110706,1,1,3,2007,3,4,false,1,1
38508,110706,2,02,3,2018,3,12,false,1,1
38509,110706,3,3,1,2003,1,1,false,1,1
38510,110685,1,01,1,1996,1,10,false,2,3
38511,110685,2,02,4,2021,4,12,false,1,1
38528,111712,1,Shapla,4,2020,4,14,false,1,1
38529,111712,2,Golap,0,1980,0,4,false,2,1
38530,111712,3,Joba,0,1986,0,4,false,2,1
38531,111712,4,Jui,0,2012,0,2,false,3,1
38532,111712,5,Bely,0,2010,0,1,false,2,1
38539,111685,1,Kazi Nazrul Islam,2,2007,2,4,false,1,1
38540,111685,2,Sukumar Roy,1,1972,1,2,false,2,1
38541,111685,3,Sofia Kamal,1,1980,1,3,false,2,1
38542,111685,4,Polli Kobi Josim Uddin,1,2019,1,2,false,2,1
38555,207521005,1,1,3,2017,2,6,true,1,1
38556,456181051,1,Gias Uddin Bhaban,5,20,2,15,true,1,1
38565,104912,1,1,3,1975,3,11,false,1,2
38566,104912,2,2,4,2023,4,13,false,1,1
38567,104912,3,3,4,1985,4,11,false,1,1
38568,104912,4,4,3,2015,3,5,false,1,1
38569,104912,5,5,2,2010,2,6,false,1,1
38571,113907,1,1,0,2015,0,2,false,2,1
38572,113907,2,2,0,2007,0,2,false,3,1
38573,113907,3,3,0,2005,0,2,false,3,1
38574,113907,4,4,0,2018,0,3,false,3,1
38575,113907,5,5,0,2019,0,3,false,3,1
38576,113907,6,6,0,2020,0,2,false,3,1
38580,458970022,1,01,0,2024,0,6,false,3,1
38581,458970022,2,02,0,2023,0,10,false,3,1
38582,458970022,3,03,0,2024,1,2,false,2,1
38585,119064,1,0,2,2004,1,2,true,2,1
38586,119064,2,0,2003,2003,2,2,true,2,1
38587,119064,3,0,2,2003,1,2,true,2,1
38588,104863,1,1,1,1990,1,1,false,1,2
38589,104863,2,2,2,1990,2,9,false,1,2
38590,104863,3,3,4,2003,2,6,true,1,1
38591,104863,4,4,3,2002,3,9,false,1,1
38592,104863,5,5,4,2023,4,12,false,1,1
38598,123144,1,1,3,2001,3,12,false,1,1
38599,123144,2,2,3,1994,1,3,true,1,1
38600,123144,3,3,1,1960,1,1,false,1,3
38602,201213012,1,Abdul rashid bhuiyan,3,2018,2,6,true,1,1
38603,304854047,1,0,0,2021,0,5,false,3,1
38604,304854047,2,0,0,2021,0,1,false,3,1
38605,138451,1,Academic-1,2,2012,2,8,false,1,1
38606,117502,1,OFFICE VHOBON,2,1967,2,3,false,1,1
38607,117502,2,D.RADHA BENOD PALL VHOBON,4,2014,4,9,false,1,1
38608,117502,3,KHALIFA AJEJUR RAHMAN VHOBON,2,1975,2,10,false,1,1
38609,117502,4,D.KUDROTE KHODA VHOBON,2,1994,1,3,true,1,1
38620,305984010,1,1,0,2003,0,1,false,2,1
38621,305984010,2,2,2,2009,2,10,true,1,1
38630,124713,1,1,1,1983,1,5,false,2,2
38631,124713,2,2,2,2020,2,15,false,1,1
38632,119071,1,0,1,1972,1,2,true,1,1
38633,119071,2,0,1,1972,1,4,true,1,1
38634,119071,3,0,1,2024,1,1,true,1,1
38635,302614005,1,1,5,2013,3,4,true,1,1
38651,401807030,1,jamat bivag 01,1,2012,1,5,true,1,1
38652,401807030,2,Jamat bivag 02,5,2024,1,2,false,1,3
38653,401807030,3,Nurani bivag,1,2023,1,3,false,3,1
38654,123191,1,1,4,2021,4,14,false,1,1
38655,123191,2,2,2,2001,1,2,true,1,1
38656,123191,3,3,2,2012,2,6,false,1,1
38657,123191,4,4,1,2004,1,5,false,2,2
38658,114629,1,1,0,1995,0,9,false,3,1
38659,114629,2,2,0,1995,0,2,false,3,1
38660,114629,3,3,4,2015,1,5,true,1,1
38662,200373007,1,Puraton Bhavon,0,2016,0,2,false,2,1
38663,200373007,2,Notun Bhavon,2,2025,1,3,true,1,1
38667,119095,1,0,1,1997,1,5,true,2,1
38671,139123,1,Old Bhabon,0,2018,1,7,false,2,1
38672,139123,2,Academic Bhabon,4,2023,1,4,true,1,1
38673,116043,1,1,2,2000,1,4,true,2,1
38674,116043,2,2,1,2004,1,3,false,2,1
38676,123154,1,1,2,2020,2,10,false,1,1
38677,123154,2,2,1,1995,1,7,false,2,1
