id,eiin,new_building_space_available,new_building_space_amount,normal_class_room_count,multimedia_auditorium_room_count,multimedia_class_room_count,multimedia_interactive_class_room_count,headmaster_room_count,office_room_count,science_lab_count,boys_common_room_count,girls_common_room_count,teacher_common_room_count,hostel_count,auditorium_count,educational_materials_room_count,smart_board_tv_room_count,ict_lab_count,library_present,book_count,has_assistant_librarian,has_assistant_library_related_teacher,has_ict_lab,working_desktop_count,working_laptop_count,non_lab_desktop_count,non_lab_laptop_count,has_ict_teacher,ict_teacher_count,has_ict_capable_teacher,internet_used_for_teaching,is_exam_center,public_exam_center,is_registered_in_other_institute,total_registered_in_other_institute,has_internet,broadband,wifi,modem,mobile_hot_spot,total_building_number
1104,130908,true,25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,,false,false,false,,,0,0,false,,true,false,false,NAKIPUR PILOT H.C.GOVTMENT SCHOOL,false,,true,true,true,false,false,1
1105,404419002,false,0,10,1,6,0,1,2,1,1,1,1,0,0,1,0,0,false,,false,false,false,,,2,16,true,2,false,true,false,JHENAIDAH NEW ACADEMY,true,49,true,true,false,false,false,1
1106,306768066,true,7,10,1,1,1,1,1,0,1,1,1,1,1,1,0,0,false,,false,true,false,,,0,1,true,2,,true,false,Kanchan Bharat Chandra High School,true,21,true,,,,true,3
1107,110707,true,4,10,0,0,0,0,1,0,0,0,0,0,0,1,1,0,false,,false,false,false,,,0,0,false,,false,true,false,na,false,,true,,true,,,1
1108,116472,true,450,13,0,1,0,1,3,1,1,1,0,0,0,1,0,0,true,4000,false,true,false,,,1,0,true,1,,true,false,SOLIMUNNESA HIGH SCHOOL,false,,true,true,true,,,4
1109,106754,true,500,15,0,2,0,1,1,1,0,0,1,0,1,1,1,0,true,6602,true,,false,,,0,3,false,,true,true,false,Hutchinson pur High school,false,,true,,,true,true,2
1110,118976,true,16,10,1,0,0,1,1,0,0,1,1,0,1,1,0,0,true,2022,false,true,false,,,1,1,true,1,,true,false,SHYAMNAGAR KENDRIO MADRASHA,false,,true,,true,,,2
1111,114441,false,0,12,1,1,1,1,1,0,0,1,0,0,1,1,1,1,true,3000,false,true,true,20,2,0,1,true,1,false,true,false,Madhupur adorso islamia fazil madrasa,false,,true,false,true,false,false,3
1112,130228,false,,18,1,1,0,1,1,1,1,1,1,0,1,1,1,1,true,1000,true,,true,11,9,1,1,false,,true,true,false,Thana sadar school,false,,false,,,,,2
1113,119684,true,20,18,0,0,0,1,1,1,0,0,1,0,0,1,0,0,true,2250,true,,false,,,0,1,true,1,,true,false,sariakandi sorkari school,true,15,true,,true,,,2
1114,305440011,true,30,6,0,0,0,1,1,,0,0,0,1,0,1,0,0,false,,true,,false,,,1,1,true,1,,true,false,NURANI TALIMUL QURAN EDUCATION BOARD,false,,true,false,true,,true,5
1115,124413,true,12,11,0,1,0,1,1,1,0,1,1,0,1,1,0,0,true,3500,false,true,false,,,0,2,true,1,false,true,false,prosadpur kamil madrasa,false,,true,false,true,false,false,2
1116,105042,true,100,10,0,1,0,0,1,0,1,1,1,1,0,1,0,0,true,500,false,true,false,,,0,0,false,,true,true,false,Kanchona Anwar Ulum Alim Madrasah,false,,true,,,,true,5
1117,118981,true,15,10,1,1,0,1,1,0,0,1,0,1,0,0,0,0,true,2012,false,true,false,,,1,2,false,,true,true,false,SHAYMNAGAR CENTRAL DARUL ULUM KAMIL MADRASAH,false,,true,false,true,true,true,3
1118,113315,true,22,12,0,1,1,1,1,0,0,0,1,0,0,0,1,1,false,,false,false,true,0,16,0,0,false,,true,true,false,south ujanchar islamia alim madrasa,false,,true,false,true,false,false,5
1119,114358,true,20,14,1,0,0,1,1,0,0,0,1,0,0,1,0,1,true,350,true,,true,0,15,0,1,true,1,,true,false,MADHUPUR RANI VHABANI MODEL HIGH SCHOOL,false,,true,,true,,,5
1120,119503,true,5,6,0,0,0,1,1,1,0,1,0,0,0,0,0,1,true,2000,false,true,true,0,17,0,0,false,1,true,true,false,GABTALI PILOT HIGH SCHOOL,false,,true,,true,,,3
1121,405760001,true,15,12,0,1,0,0,1,1,0,1,1,0,0,1,1,0,false,,false,false,false,,,2,3,true,1,false,true,false,Mujibnagar Govt. Secondary School,true,38,true,true,true,false,true,1
1122,116527,true,100,20,1,1,0,1,2,1,0,1,2,0,1,1,0,1,true,3424,false,false,true,0,21,0,1,true,2,false,true,true,JHENAIDAH SIDDIKIA KAMIL MADRASHA,false,,true,false,true,false,false,2
1123,119677,true,18,9,0,0,0,1,1,1,0,1,1,0,0,1,1,1,true,2500,true,,true,0,17,0,0,false,,true,true,false,sariakandi pailot gris school,true,33,true,,true,,,1
1124,118932,true,15,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,false,,true,false,false,,,0,1,true,1,false,false,false,NOWABENKI SECONDARY SCHOOL– 440,false,,true,false,true,false,false,3
1125,110677,true,33,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,false,,true,,false,0,1,0,1,false,,true,true,false,SAHEBRAMPUR KABI NAZRUL ISLAM DEGREE COLLEGE,false,,true,,true,,,1
1126,609127036,true,15,16,0,0,0,1,1,0,0,0,0,0,0,1,0,0,true,150,false,false,false,,,0,0,true,1,,false,false,jamiua rahmani Madrasah,false,,false,,,,,2
1127,119506,true,40,5,0,0,0,1,1,0,0,0,0,0,0,1,0,1,true,3000,true,,true,1,9,0,1,true,1,,true,false,Shibgonj.c. Mokamtola High School,false,,true,,true,true,true,3
1128,116462,true,15,20,0,1,0,1,3,2,0,1,2,0,1,1,0,1,true,1593,true,,true,0,17,2,1,true,2,,true,true,"QAZIR ALI SCHOOL &COLLEGE , MOSHARAF HOSSAIN COLLEGE.",false,,true,true,,,,4
1129,137663,true,10,8,0,0,0,1,1,1,0,1,1,0,0,0,0,1,true,100,false,false,true,4,1,1,0,false,,true,true,true,আনারননেছা টেকনিক্যাল  স্কুল এন্ড বিজনেস ম্যানেজমেন্ট ইন্সটিটিউট।,false,,true,true,true,,true,1
1130,119480,true,60,9,1,1,1,1,2,1,1,1,1,0,1,1,1,0,true,2000,true,,false,,,1,1,true,1,,true,false,Gabtali Pailot High School,false,,true,true,true,,true,2
1131,108863,true,20,8,0,0,0,1,1,1,0,0,0,0,1,1,0,1,true,814,false,false,true,0,16,0,1,true,1,,true,false,Talma NazimUddin High School,false,,true,true,true,,,2
1132,137392,true,35,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,25000,false,false,false,0,17,0,1,false,1,true,false,false,Azar Ali High school,false,,false,,true,,,2
1133,306768093,true,20,12,0,0,0,1,2,0,0,0,1,2,1,1,0,0,false,,false,true,false,,,1,0,true,1,false,true,false,KALADI SHAHJ UDDIN JAMEA-E-ISLAMIA KAMIL MADRASA,false,,true,false,true,false,false,3
1134,108676,true,100,13,1,1,1,1,1,1,0,1,0,0,1,1,1,1,true,500,true,,true,1,10,1,1,true,1,,true,false,Boalmari govt girls high school,false,,true,,true,,,2
1135,116670,true,30,11,0,0,0,1,0,0,0,0,1,0,0,1,0,0,true,1920,false,true,false,,,0,1,false,,true,true,false,kotchandpur kamil madrasah,false,,false,,,,,4
1136,118925,true,20,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,false,,false,true,false,,,2,1,true,1,,true,false,NOKIPUR PILOT HIGH SCHOOL,false,,true,false,true,,,3
1137,110810,true,30,10,0,0,0,1,1,1,0,0,1,0,0,1,0,1,false,,true,,true,4,1,0,0,true,1,,true,false,Govt. Rajoir K.J.S Pilot model Institutions and College.,false,,true,true,true,,,1
1138,114384,true,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,1400,true,false,true,28,13,1,1,true,2,false,true,false,মধুপুর শহীদ স্মৃতি উচ্চ মাধ্যমিক বিদ্যালয়।,false,,true,false,true,false,false,3
1139,108058,false,0,16,1,1,0,1,1,1,1,1,1,0,1,0,0,1,true,100,true,false,true,0,16,1,1,false,,true,true,false,Ali Ahammed  School & College,false,,true,false,true,false,false,2
1140,205158001,false,,10,0,0,0,0,1,0,1,1,1,0,0,0,0,0,false,,false,false,false,,,0,0,true,1,,false,false,Raipur kamil madrasa,true,14,false,,,,,1
1141,113998,true,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,,false,true,false,,,0,1,true,1,,true,false,BATHULI SADI LAILY BEGUM HIGH SCHOOL (597),false,,true,,,,true,3
1142,138027,true,100,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,true,2000,false,false,false,,,1,1,true,1,,false,false,Longadu Govt. College,false,,true,,false,true,true,3
1143,135669,true,10,7,0,0,0,1,1,1,0,1,0,0,0,0,0,1,false,,false,true,false,,,10,3,false,,true,true,true,MUKTIJODDA MOFIZUL. HAQUE  KRISSI PROJUKTI INSTITUTE.,false,,true,,true,,,2
1144,129963,true,20,20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,true,350,false,false,true,1,11,1,1,false,,true,true,true,ইকড়ছই সিনিয়র মাদ্রাসা,false,,true,,true,,,3
1145,119495,true,20,8,1,0,0,1,1,1,0,1,1,0,0,1,0,0,true,2018,true,,false,,,2,1,true,1,,true,false,GABTALI PILOT HIGH SCHOOL,false,,true,,true,,,3
1146,110701,true,14,16,0,1,0,1,1,0,0,1,1,0,0,1,0,0,false,,true,false,false,,,2,0,true,1,false,true,false,DIQRIRCHOR FAZIL MADRASAH,false,,true,false,true,false,false,4
1147,114418,true,18,17,1,1,0,1,2,1,0,1,1,0,1,1,1,1,true,1564,true,false,true,1,18,0,2,true,1,false,true,false,Madhupur adorso islamia fazil madrasa,false,,true,false,true,false,false,3
1148,119615,true,5,7,7,7,5,1,1,2,0,1,1,0,1,0,5,2,true,750,false,false,true,1,1,1,2,false,,true,true,true,kazi abdul wazed high balika school,false,,true,false,true,,,5
1149,118271,true,50,17,1,1,0,1,1,1,1,1,1,0,0,1,1,1,true,500,true,false,true,0,3,0,0,true,1,false,true,false,Dariapur Secondary School,false,,true,false,true,true,false,4
1150,127012,true,66,25,1,8,1,1,1,4,1,1,1,0,1,1,0,0,true,2000,true,,false,,,1,9,true,1,,true,true,বানেশ্বর সরকারি কলেজ,false,,true,true,true,,,3
1151,100669013,true,22,17,1,1,1,1,1,0,1,1,1,0,1,1,0,0,false,,false,true,false,,,3,2,true,1,,true,false,চরলক্ষ্মীপুর মাধ্যমিক বিদ্যালয়,true,0,true,,true,,,3
1152,205165008,false,,6,0,0,0,1,1,0,1,1,0,0,1,1,0,0,false,,false,true,false,,,4,1,false,,false,false,false,Ramgonj Rabbania Kamil Madrasah.,true,18,true,,true,,,1
1153,135670,true,30,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,,false,true,false,,,0,0,false,,false,false,false,Dr. MASUM BILLAH TECHNICAL  COLLEGE,false,,false,false,false,false,false,1
1154,609018010,false,,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,false,,false,false,false,,,0,0,false,,false,false,false,রতারগাঁও ইস্কুল এন্ড কলেজ,false,,false,,,,,1
1155,130633,true,40,5,0,0,0,1,1,0,0,1,1,0,0,0,0,0,true,1800,true,,false,,,1,1,true,1,,false,false,GURUDASPUR GOVT. MODEL PILOT HIGH SCHOOL,false,,true,,true,,,2
1156,116754,true,45,7,6,6,6,1,1,1,0,1,1,0,1,1,1,1,true,4000,true,false,true,30,8,1,0,true,1,false,false,true,Maheshpur Govt. Degree College,false,,true,true,true,false,false,2
1157,119491,true,100,6,1,1,0,1,1,1,0,3,1,0,0,0,1,0,true,2015,true,,false,,,2,0,true,1,,true,false,Mokamtola Boys High School,false,,true,,true,false,false,3
1158,119688,true,9,7,0,0,0,1,1,1,0,0,0,0,0,1,0,0,true,2380,true,false,false,,,0,0,false,,true,false,false,sariakandi pailot grils school,false,,true,false,true,false,false,1
1159,205158018,true,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,,false,false,false,,,0,0,true,1,,false,false,Char bangshee s.m Azizia High School,true,13,false,,,,,2
1160,109536,true,40,15,1,1,0,1,1,1,1,1,0,0,0,0,0,1,false,,true,false,true,30,7,2,0,true,1,false,false,false,M.A Khaleque College,false,,true,true,false,false,false,3
1161,102900,true,10,10,1,1,1,1,1,1,0,0,1,0,0,1,0,0,true,402,true,,false,,,0,1,true,1,,true,false,Pirojpur town high school,false,,true,,true,,,3
1162,136227,false,,15,1,1,0,1,1,0,1,1,1,0,0,0,0,0,false,,false,false,false,,,2,1,true,1,,true,false,সাভার উচ্চ বালিকা বিদ্যালয়,false,,true,true,,,,1
1163,120513,true,20,5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,false,,true,,false,,,0,0,true,1,,true,false,Bangla Hili Sorkari Balika School,false,,true,,true,,,2
1164,115134,true,15,10,1,0,0,1,1,0,0,1,0,0,0,0,0,4,false,,false,true,true,0,10,0,1,true,1,false,false,true,polerhat alhajj azharia dakhil madrasah,false,,false,false,false,false,false,4
1165,130431,true,30,16,1,1,1,1,2,1,1,1,1,0,1,1,0,0,true,3200,false,true,false,,,1,1,false,,true,false,false,"THE AIDED HIGH SCHOOL , SYLHET.",false,,true,false,true,false,false,4
1166,111036,true,30,20,0,0,0,1,2,1,1,1,1,0,1,1,0,1,true,200,true,,true,1,21,0,0,true,1,,true,false,Barangail Gopal chandra High School,false,,true,true,,,,6
1167,109497,true,100,10,0,1,1,1,1,1,0,1,1,0,0,1,1,1,true,1000,true,,true,0,17,1,1,true,1,,true,true,"Govt. S.K. College, Ramdia, Gopalgonj",false,,true,true,true,,,5
1168,117215,true,25,12,0,1,0,0,1,0,0,1,0,1,0,1,0,1,false,,false,true,true,0,17,0,0,true,1,,true,false,"Koyra 2( Ghugrakathi),Koyra",false,,true,,true,,,4
1169,108386,true,10,12,0,0,0,1,1,1,1,1,1,0,0,0,0,0,true,3500,false,true,false,,,3,2,true,1,,false,false,Madartek Abdul Aziz School and College,false,,true,true,true,,,2
1170,114479,true,12,16,0,1,0,1,1,0,0,1,1,0,0,0,0,0,true,700,true,false,false,,,1,1,true,1,false,true,false,"এস,কে, পাইলট সরকারী বালক উচ্চ বিদ্যালয়।",false,,true,false,true,false,false,4
1171,139018,true,82,7,0,1,1,1,1,0,0,1,1,0,0,1,1,0,true,200,false,true,false,,,1,1,false,1,true,true,false,Shaheed smrity tuker Bazar  school and college,true,40,false,,,,,2
1172,138416,true,10,4,0,0,0,1,1,0,0,1,1,0,1,1,0,0,true,200,false,false,false,,,1,0,false,,true,true,false,পরীক্ষা নাই,false,,true,true,,,,1
1173,126945,true,150,12,0,7,1,1,1,0,0,0,1,0,0,0,1,1,true,2550,true,,true,1,0,0,5,true,1,,true,true,PUTHIA GIRLS HIGH SCHOOL,false,,true,true,true,,,6
1174,108452,false,,23,1,0,0,1,1,1,0,1,1,0,1,1,1,1,true,4500,true,,true,7,7,12,15,true,2,,false,true,savar laboratory college,false,,true,,true,,,3
1175,116540,true,10,18,0,0,0,1,1,1,1,1,0,0,1,1,0,0,false,,false,false,false,,,0,1,true,1,false,false,false,JHENIDAH SIDDIKIA KAMIL MADRASHA,false,,true,false,true,false,true,2
1176,119527,true,40,12,1,1,0,1,1,1,0,1,1,0,1,0,0,0,true,1500,false,true,false,,,0,1,true,1,,true,false,Gabtali 1,false,,false,,,,,3
1177,101449,true,50,14,0,1,0,1,1,1,1,1,1,0,0,0,0,1,true,3000,true,,true,0,5,0,0,false,,true,true,true,JAYNUL ABEDEEN LABORATY HIGH  SCHOOL,false,,true,,true,,,3
1178,108717,true,10,23,1,1,1,1,1,1,0,1,1,0,1,1,0,0,false,,false,true,false,,,2,1,false,,true,true,true,Charbhadrasion Pilot High School,false,,true,false,true,true,false,3
1179,136893,true,14,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,false,,true,,false,,,1,0,false,1,true,false,false,MADHUPUR SHOHID SRITI HIGH SCHOOL,false,,false,,,,,4
1180,108752,true,6.55,15,1,1,1,1,1,1,1,1,1,0,1,2,1,1,true,750,true,false,true,0,17,0,0,true,1,false,true,false,pulish line high school,true,2,true,true,false,false,false,4
1181,111021,false,,12,1,1,1,1,1,1,0,1,1,0,1,1,1,0,false,,false,false,false,,,0,2,true,1,,true,false,Manikganj Kamil Madrasa,false,,true,,true,,,3
1182,114422,true,40,22,1,1,1,1,1,1,1,1,1,0,0,1,0,0,true,4700,false,false,false,,,1,1,true,2,false,true,false,মধুপুর আর্দশ ইসলামিয়া ফাজিল মাদ্রাসা,false,,true,false,true,false,false,6
1183,118960,true,33,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,false,,false,true,false,,,0,0,true,1,false,false,false,"SHYAMNAGAR KENDRIYA DARUL ULUM KAMIL MADRASAH, SHYAMNAGAR –1",false,,true,false,false,false,true,3
1184,130439,true,30,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,1000,true,,true,12,12,2,1,true,1,,true,true,একই প্রতিষ্ঠানে,false,,true,true,true,false,true,4
1185,120505,true,30,8,1,1,1,1,1,1,1,1,1,0,1,1,0,1,true,1050,true,,true,3,2,1,2,true,1,,true,false,KATLA HIGH SCHOOL,false,,true,true,true,,,1
1186,108662,true,60,9,0,0,0,1,1,0,0,0,0,0,0,0,10,1,false,,false,true,true,21,20,0,0,false,,true,false,false,Bhanga mohila college,false,,true,true,false,false,false,4
1187,116640,true,12,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,false,,true,,false,,,0,1,true,1,,true,false,kotchandpur pailot secondary girls school,false,,true,,true,,,2
1188,129961,true,65,7,1,1,1,1,1,0,0,1,1,0,1,1,1,1,true,2000,false,true,true,1,11,0,1,false,,true,true,false,স্বরুপচন্দ্র সরকারি উচ্চ বিদ্যালয়,false,,true,false,true,,,2
1189,105058,true,100,10,0,3,0,1,1,2,1,1,2,0,1,0,0,1,true,3000,true,,true,0,17,0,2,true,1,,true,false,Satkania Govt College,false,,true,true,,,true,6
1190,123660,true,40,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,true,2500,true,,false,,,1,0,true,1,,true,false,PORSHA,false,,true,,true,,,3
1191,131349,true,30,7,0,0,0,1,2,1,0,1,1,0,0,0,0,0,true,2100,true,false,false,,,0,1,false,,true,true,false,Nanupur Abu Subhan high School,false,,true,false,true,false,false,3
1192,129799,false,0,11,0,0,0,1,1,0,0,0,1,0,0,0,0,1,false,,false,false,true,17,17,1,1,false,,true,false,false,মেরুয়াখলা মমিনিয়া ফাজিল মাদ্রাসা,false,,true,false,true,false,false,3
1193,113985,true,20,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,false,,true,,false,,,0,0,true,1,,false,false,Bathuli sadi laily begum high school,false,,true,false,true,,,3
1194,110664,true,100,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,false,,true,,false,,,0,11,false,,true,true,false,SAHEBRAMPUR KABI NAZRUL ISLAM DEGREE COLLEGE,false,,true,,true,,,2
1195,101599,true,140,6,1,0,0,1,1,1,0,1,1,0,1,1,0,1,false,,true,,true,17,12,0,0,true,1,,true,false,Chadpur govt school,false,,true,,true,,,1
1196,115445,true,30,8,1,1,0,1,1,1,0,1,0,0,1,1,1,0,true,1050,true,false,false,,,1,1,true,1,false,true,false,JIBONNAGAR THANA ML HIGH SCHOOL,false,,true,false,true,false,false,3
1197,108748,true,6,7,1,1,0,1,1,1,0,0,0,0,1,1,0,0,true,360,true,false,false,,,1,0,true,1,false,true,false,Faridpur high school,false,,true,false,true,false,false,1
1198,136530,true,55,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,false,,false,false,false,,,3,0,true,1,,true,false,চরকালেখান আদর্শ কলেজ,false,,true,,true,,,1
1199,108831,true,20,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,true,500,true,false,false,,,0,1,true,1,false,true,true,Madhukhali,false,,true,false,true,false,false,3
1200,109511,true,15,8,1,0,0,1,1,1,0,1,1,0,0,0,0,1,false,,true,false,true,10,1,0,1,true,1,false,false,false,Kashiani G.C.Pailot High School,false,,true,false,true,false,false,3
1201,128688,true,30,8,5,7,7,1,2,1,0,0,1,0,0,0,5,1,true,550,true,,true,17,17,2,0,true,1,,true,true,BALIADANGI PILOT MODEL HIGH SCHOOL,false,,true,,true,true,,3
1202,119627,false,,15,1,1,1,1,1,0,0,1,1,0,1,1,0,1,true,1200,true,,false,,,21,21,true,1,,false,true,Nandigram gov pilot high school,false,,true,true,,,,3
1203,104556,true,6,5,1,0,0,1,1,1,0,0,0,0,1,0,0,0,true,4612,true,,false,,,0,0,true,1,,true,false,CHUNATI MEHERUNNESA SECONDARY SCHOOL,false,,true,,true,,,2
1204,119710,true,46,12,0,0,0,1,1,0,0,1,1,0,0,1,0,0,true,4000,false,false,false,,,0,0,false,,true,false,false,sariakandi fazil madrasha,false,,true,,,,true,1
1205,119640,true,83,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,false,,true,false,false,,,0,0,true,1,false,false,false,নন্দিগ্রাম মডেল সরকারি পাইলট  উচ্চ বিদ্যালয়,false,,false,false,false,false,false,2
1206,116739,true,20,10,1,1,1,1,4,0,0,1,1,0,1,0,0,0,true,2244,false,true,false,,,1,0,true,1,false,true,false,Jalilpur Alim Madrasah,false,,true,true,true,false,false,2
1207,139404,true,30,9,1,1,1,1,1,0,0,1,1,0,1,1,1,0,true,1200,false,true,false,,,2,0,true,1,,true,false,A.J. CHOWDHURY HIGH SCHOOL,false,,true,,true,,,1
1208,115444,true,70,8,0,1,0,1,1,0,0,0,1,0,0,1,0,0,true,1400,true,false,false,,,0,0,true,1,false,true,false,MANOHARPUR SECONDARY SCHOOL,false,,true,true,false,false,false,2
1209,135343,true,50,4,0,0,0,1,1,1,0,1,1,0,1,1,1,0,true,2005,true,false,false,,,0,0,false,,false,true,false,Govt. Rajento College,false,,true,true,false,false,false,1
1210,119457,true,15,26,0,0,0,1,2,4,0,2,2,0,1,1,0,1,true,3500,true,,true,2,17,2,0,true,2,,true,true,Dhupchanchia Darussunnah kamil Madrasah,true,10,true,,true,,,6
1211,205158005,true,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,,false,false,false,,,0,0,false,,true,false,false,Haidargong T.R.M Kamil Madrassah,true,7,false,,,,,2
1212,120420,true,10,7,0,0,0,1,1,0,0,1,1,0,0,0,0,0,true,2000,true,false,false,,,0,2,true,1,false,true,false,Dadul Chakiapara High school,false,,true,false,true,false,false,2
1213,110691,true,10,15,0,0,0,1,1,0,0,1,0,0,0,1,0,0,true,2350,true,,false,,,1,0,false,,false,false,false,১৭২(কালকিনি-৩) ডিক্রিরচর।,false,,true,false,,true,true,3
1214,127850,true,8,7,0,0,0,1,1,1,0,1,1,0,0,0,0,0,true,2000,true,,false,,,0,0,true,1,,false,false,Khalashpir High School,false,,false,,,,,1
1215,123732,true,20,5,0,1,0,1,0,1,0,1,1,0,1,0,0,0,true,2425,true,,false,,,0,1,false,,true,false,false,(259) RANINAGAR-C,false,,true,,true,,,2
1216,139638,true,6,16,1,8,8,1,1,1,1,1,1,0,1,1,0,1,true,200,false,true,true,20,1,3,2,true,2,,true,false,Bogura Polytechnic Institute,false,,true,true,true,,,4
1217,137742,false,,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,true,1000,false,true,true,0,7,1,1,true,1,,true,false,Maheshpur Government high school,true,30,true,true,true,,true,1
1218,130235,true,300,18,1,1,0,1,1,1,1,1,1,0,0,0,0,1,true,3200,true,,true,8,16,8,2,true,1,,true,true,parua anwara high school and college,false,,true,,,,true,4
1219,107816,true,3,20,1,0,0,1,1,1,1,1,1,0,1,1,0,1,true,2597,true,,true,0,3,1,2,true,1,,true,false,Rangamati senior madrasa,false,,true,false,true,,true,3
1220,113039,true,10,5,0,0,0,1,1,1,0,0,0,0,0,1,1,1,true,400,true,false,true,0,12,1,1,true,1,false,false,false,আশুজিয়া জে.এন.সি শিক্ষা প্রতিষ্ঠান,false,,true,false,false,true,true,5
1221,126794,true,10,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,true,1500,true,,false,,,1,2,true,1,,true,false,mohanpur govt girls high school,false,,true,,true,true,,4
1222,405079002,true,8,9,0,1,0,1,1,0,0,0,1,0,0,1,0,0,false,,false,false,false,,,2,1,false,,true,true,false,kushtia govt girls school,false,,true,false,true,false,false,4
1223,603626004,true,35,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,,true,,false,,,0,0,false,,true,false,false,Shakir Mohammad high School,true,40,false,,,,,2
1224,130590,true,40,15,2,2,1,1,1,1,1,1,1,1,1,1,0,1,true,15000,true,,true,15,1,4,1,true,3,,true,false,Govt. Kumudiny College,true,20,true,true,true,true,true,1
1225,115228,true,0.7,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,true,2000,false,false,false,,,0,1,false,,false,false,false,RAYENDA GOVT. PILOT HIGH SCHOOL,false,,true,false,true,false,false,1
1226,119716,true,12,15,0,8,0,1,2,2,0,1,2,0,1,1,0,1,true,3000,true,true,true,30,8,2,0,true,1,,true,true,Sariakandi College,false,,true,true,true,,,3
1227,121631,true,0.3,14,1,1,1,1,1,0,0,1,0,0,0,1,0,0,true,3000,true,,false,,,2,0,true,1,,true,false,Bella M. C high school,false,,true,,,,,1
1228,111040,true,10,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,true,2500,true,,false,,,0,5,true,1,,true,false,"Shibaloy Govt High School,Shibaloy Govt Technical School and College",false,,true,true,,,,3
1229,106785,true,30,10,0,2,0,1,2,0,1,1,1,0,1,1,0,0,true,2362,true,,false,,,3,6,false,,true,true,false,Munigram High School,false,,true,true,true,,,3
1230,121792,true,15,15,0,1,1,1,1,0,0,1,0,0,0,0,0,0,false,,false,true,false,,,1,0,true,1,,true,false,akkelpur siniur madrasah,false,,true,,true,,,3
1231,127149,true,100,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,true,2000,true,,false,,,0,1,true,1,,true,true,Mundumala Govt. High School,false,,true,,true,true,,3
1232,137333,true,38,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,,false,false,false,,,0,1,false,,true,false,false,Janata model high school,false,,true,false,true,true,true,3
1233,116650,true,10,7,0,1,0,1,1,1,0,1,1,0,0,1,0,1,true,2300,true,,true,1,0,1,0,true,1,,true,false,kotchandpur govt pailot secondary school,false,,true,,true,,,3
1234,201582006,true,15,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,false,,false,false,false,,,0,0,false,,true,false,false,"SATKANIA ALIA  MAHMUDUL ULUM FAZIL MADRASAH, KEOCIA MUZHERUL HOQUE ISLAMIA DAKHIL MADRASAH.",true,11,false,false,false,false,false,1
1235,100299,true,20,12,1,0,1,1,1,1,0,0,1,0,0,1,0,1,false,,true,,true,1,6,2,1,true,3,,true,true,Betagi Govt. Pilot High School,false,,true,,true,,,4
1236,119634,true,10,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,true,2200,true,,false,,,0,0,true,1,,false,false,NANDIGRAM GOVERNMENT MODEL PILOT HIGH SCHOOL,false,,false,,,,,3
1237,123664,true,20,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,true,1500,true,,false,,,0,0,true,1,,true,false,"Shahid Pinku Girls' High School, Porsha, Naogaon",false,,true,true,true,true,true,2
1238,139175,false,0,35,1,1,1,1,3,15,1,1,1,1,1,1,1,1,true,1000,true,false,true,50,10,10,1,true,4,false,true,true,NIET,false,,true,true,true,false,false,1
1239,108698,true,80,12,0,0,0,1,2,0,0,1,0,0,1,1,0,0,false,,true,,true,1,0,1,0,false,,true,false,false,Boalmari sulna kamil madrasa,false,,true,,true,,,1
1240,123929,false,0,7,0,1,0,1,1,1,0,2,1,0,0,1,0,0,true,600,true,false,false,,,0,1,true,1,false,true,false,Bonpara Model high school,false,,true,true,false,false,true,3
